B19013D_001E,name,county,county subdivision,state
63438.0,"Kenai-Cook Inlet census subarea, Kenai Peninsula Borough, Alaska",122,38460,02
34375.0,"Chugach census subarea, Valdez-Cordova Census Area, Alaska",261,14420,02
-666666666.0,"Denali census subarea, Denali Borough, Alaska",068,18765,02
-666666666.0,"Copper River census subarea, Valdez-Cordova Census Area, Alaska",261,17350,02
146250.0,"Seward-Hope census subarea, Kenai Peninsula Borough, Alaska",122,68610,02
-666666666.0,"McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area, Alaska",290,46060,02
-666666666.0,"Lake and Peninsula census subarea, Lake and Peninsula Borough, Alaska",164,42780,02
26750.0,"Southeast Fairbanks census subarea, Southeast Fairbanks Census Area, Alaska",240,72030,02
85417.0,"Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area, Alaska",290,42080,02
-666666666.0,"Yukon Flats census subarea, Yukon-Koyukuk Census Area, Alaska",290,86690,02
69972.0,"Anchorage census subarea, Anchorage Municipality, Alaska",020,03050,02
66375.0,"Aleutians East census subarea, Aleutians East Borough, Alaska",013,01598,02
-666666666.0,"Prince of Wales census subarea, Prince of Wales-Hyder Census Area, Alaska",198,64310,02
58750.0,"Skagway census subarea, Skagway Municipality, Alaska",230,70810,02
-666666666.0,"Hyder census subarea, Prince of Wales-Hyder Census Area, Alaska",198,34575,02
-666666666.0,"Metlakatla Indian Community census subarea, Prince of Wales-Hyder Census Area, Alaska",198,48873,02
113250.0,"Wrangell census subarea, Wrangell City and Borough, Alaska",275,86420,02
-666666666.0,"Hoonah-Angoon census subarea, Hoonah-Angoon Census Area, Alaska",105,33390,02
-666666666.0,"Klukwan census subarea, Hoonah-Angoon Census Area, Alaska",105,40560,02
82391.0,"Aleutians West census subarea, Aleutians West Census Area, Alaska",016,01615,02
-666666666.0,"Bristol Bay census subarea, Bristol Bay Borough, Alaska",060,09050,02
68438.0,"Kodiak Island census subarea, Kodiak Island Borough, Alaska",150,41200,02
90833.0,"Northwest Arctic census subarea, Northwest Arctic Borough, Alaska",188,56270,02
103889.0,"Sitka census subarea, Sitka City and Borough, Alaska",220,70590,02
-666666666.0,"Aniak census subarea, Bethel Census Area, Alaska",050,03580,02
114500.0,"Lower Kuskokwim census subarea, Bethel Census Area, Alaska",050,45510,02
121111.0,"North Slope census subarea, North Slope Borough, Alaska",185,55970,02
-666666666.0,"Kusilvak census subarea, Kusilvak Census Area, Alaska",158,42185,02
41908.0,"Petersburg census subarea, Petersburg Borough, Alaska",195,60360,02
56638.0,"Fairbanks North Star census subarea, Fairbanks North Star Borough, Alaska",090,24450,02
61875.0,"Ketchikan census subarea, Ketchikan Gateway Borough, Alaska",130,39010,02
49250.0,"Matanuska-Susitna census subarea, Matanuska-Susitna Borough, Alaska",170,47440,02
113750.0,"Nome census subarea, Nome Census Area, Alaska",180,54970,02
-666666666.0,"Dillingham census subarea, Dillingham Census Area, Alaska",070,19000,02
-666666666.0,"Haines census subarea, Haines Borough, Alaska",100,31160,02
-666666666.0,"Yakutat census subarea, Yakutat City and Borough, Alaska",282,86498,02
87969.0,"Juneau census subarea, Juneau City and Borough, Alaska",110,36450,02
