B07003_001E,B07003_004E,B07003_007E,B07003_010E,B07003_013E,B07003_016E,name,county,county subdivision,state
51780.0,42643.0,5924.0,1441.0,1678.0,94.0,"Kenai-Cook Inlet census subarea, Kenai Peninsula Borough, Alaska",122,38460,02
7671.0,6063.0,464.0,250.0,886.0,8.0,"Chugach census subarea, Valdez-Cordova Census Area, Alaska",261,14420,02
2287.0,1539.0,70.0,118.0,400.0,160.0,"Denali census subarea, Denali Borough, Alaska",068,18765,02
1705.0,1390.0,118.0,167.0,24.0,6.0,"Copper River census subarea, Valdez-Cordova Census Area, Alaska",261,17350,02
5611.0,4590.0,285.0,299.0,321.0,116.0,"Seward-Hope census subarea, Kenai Peninsula Borough, Alaska",122,68610,02
1007.0,866.0,95.0,36.0,7.0,3.0,"McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area, Alaska",290,46060,02
1286.0,1127.0,81.0,54.0,22.0,2.0,"Lake and Peninsula census subarea, Lake and Peninsula Borough, Alaska",164,42780,02
6772.0,5483.0,602.0,432.0,196.0,59.0,"Southeast Fairbanks census subarea, Southeast Fairbanks Census Area, Alaska",240,72030,02
3166.0,2714.0,206.0,114.0,96.0,36.0,"Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area, Alaska",290,42080,02
1209.0,1100.0,52.0,27.0,22.0,8.0,"Yukon Flats census subarea, Yukon-Koyukuk Census Area, Alaska",290,86690,02
294072.0,235360.0,37387.0,5503.0,12934.0,2888.0,"Anchorage census subarea, Anchorage Municipality, Alaska",020,03050,02
3323.0,2725.0,173.0,131.0,206.0,88.0,"Aleutians East census subarea, Aleutians East Borough, Alaska",013,01598,02
4725.0,4007.0,396.0,106.0,216.0,0.0,"Prince of Wales census subarea, Prince of Wales-Hyder Census Area, Alaska",198,64310,02
1027.0,747.0,98.0,62.0,107.0,13.0,"Skagway census subarea, Skagway Municipality, Alaska",230,70810,02
0.0,0.0,0.0,0.0,0.0,0.0,"Hyder census subarea, Prince of Wales-Hyder Census Area, Alaska",198,34575,02
1657.0,1520.0,94.0,15.0,28.0,0.0,"Metlakatla Indian Community census subarea, Prince of Wales-Hyder Census Area, Alaska",198,48873,02
2443.0,2184.0,143.0,46.0,52.0,18.0,"Wrangell census subarea, Wrangell City and Borough, Alaska",275,86420,02
2055.0,1792.0,102.0,92.0,57.0,12.0,"Hoonah-Angoon census subarea, Hoonah-Angoon Census Area, Alaska",105,33390,02
62.0,56.0,2.0,4.0,0.0,0.0,"Klukwan census subarea, Hoonah-Angoon Census Area, Alaska",105,40560,02
5738.0,4486.0,453.0,117.0,414.0,268.0,"Aleutians West census subarea, Aleutians West Census Area, Alaska",016,01615,02
905.0,717.0,77.0,66.0,45.0,0.0,"Bristol Bay census subarea, Bristol Bay Borough, Alaska",060,09050,02
13551.0,11296.0,982.0,450.0,660.0,163.0,"Kodiak Island census subarea, Kodiak Island Borough, Alaska",150,41200,02
7555.0,6537.0,693.0,123.0,195.0,7.0,"Northwest Arctic census subarea, Northwest Arctic Borough, Alaska",188,56270,02
8727.0,6985.0,858.0,471.0,356.0,57.0,"Sitka census subarea, Sitka City and Borough, Alaska",220,70590,02
1423.0,1247.0,126.0,32.0,18.0,0.0,"Aniak census subarea, Bethel Census Area, Alaska",050,03580,02
16212.0,14097.0,1541.0,470.0,100.0,4.0,"Lower Kuskokwim census subarea, Bethel Census Area, Alaska",050,45510,02
9577.0,8142.0,666.0,428.0,321.0,20.0,"North Slope census subarea, North Slope Borough, Alaska",185,55970,02
7943.0,7274.0,370.0,219.0,79.0,1.0,"Kusilvak census subarea, Kusilvak Census Area, Alaska",158,42185,02
3231.0,2822.0,237.0,75.0,84.0,13.0,"Petersburg census subarea, Petersburg Borough, Alaska",195,60360,02
98368.0,75876.0,11665.0,1862.0,7699.0,1266.0,"Fairbanks North Star census subarea, Fairbanks North Star Borough, Alaska",090,24450,02
13552.0,10894.0,1533.0,336.0,672.0,117.0,"Ketchikan census subarea, Ketchikan Gateway Borough, Alaska",130,39010,02
99815.0,83775.0,8717.0,3992.0,2973.0,358.0,"Matanuska-Susitna census subarea, Matanuska-Susitna Borough, Alaska",170,47440,02
9672.0,8225.0,855.0,309.0,265.0,18.0,"Nome census subarea, Nome Census Area, Alaska",180,54970,02
4899.0,4208.0,452.0,174.0,55.0,10.0,"Dillingham census subarea, Dillingham Census Area, Alaska",070,19000,02
2531.0,2093.0,263.0,118.0,36.0,21.0,"Haines census subarea, Haines Borough, Alaska",100,31160,02
676.0,529.0,76.0,22.0,49.0,0.0,"Yakutat census subarea, Yakutat City and Borough, Alaska",282,86498,02
32178.0,26131.0,3736.0,580.0,1505.0,226.0,"Juneau census subarea, Juneau City and Borough, Alaska",110,36450,02
