B19001B_001E,B19001B_002E,B19001B_003E,B19001B_004E,B19001B_005E,B19001B_006E,B19001B_007E,B19001B_008E,B19001B_009E,B19001B_010E,B19001B_011E,B19001B_012E,B19001B_013E,B19001B_014E,B19001B_015E,B19001B_016E,B19001B_017E,name,county,county subdivision,state
324.0,85.0,56.0,31.0,7.0,38.0,13.0,7.0,23.0,2.0,3.0,26.0,17.0,8.0,0.0,0.0,8.0,"Louisville CCD, Barbour County, Alabama",005,91989,01
2524.0,551.0,361.0,205.0,311.0,79.0,103.0,227.0,135.0,16.0,108.0,153.0,170.0,47.0,35.0,23.0,0.0,"Eufaula CCD, Barbour County, Alabama",005,91017,01
745.0,109.0,120.0,54.0,77.0,60.0,30.0,83.0,3.0,41.0,23.0,73.0,53.0,0.0,19.0,0.0,0.0,"Clayton CCD, Barbour County, Alabama",005,90630,01
299.0,67.0,56.0,15.0,91.0,15.0,41.0,2.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,"Clio CCD, Barbour County, Alabama",005,90648,01
214.0,39.0,28.0,3.0,10.0,0.0,26.0,54.0,24.0,2.0,7.0,4.0,1.0,16.0,0.0,0.0,0.0,"Bakerhill CCD, Barbour County, Alabama",005,90189,01
137.0,5.0,34.0,7.0,3.0,2.0,6.0,0.0,9.0,11.0,0.0,46.0,0.0,0.0,9.0,0.0,5.0,"West Blocton CCD, Bibb County, Alabama",007,93438,01
887.0,108.0,78.0,144.0,72.0,26.0,108.0,82.0,5.0,31.0,23.0,78.0,16.0,116.0,0.0,0.0,0.0,"Centreville-Brent CCD, Bibb County, Alabama",007,90531,01
60.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Piper-Coleanor CCD, Bibb County, Alabama",007,92601,01
560.0,114.0,85.0,60.0,40.0,79.0,36.0,30.0,10.0,37.0,13.0,22.0,16.0,5.0,11.0,0.0,2.0,"Midway CCD, Bullock County, Alabama",011,92133,01
1541.0,421.0,221.0,0.0,141.0,89.0,117.0,26.0,107.0,35.0,160.0,70.0,45.0,100.0,9.0,0.0,0.0,"Union Springs CCD, Bullock County, Alabama",011,93249,01
182.0,63.0,16.0,0.0,8.0,0.0,0.0,6.0,0.0,32.0,26.0,0.0,0.0,0.0,5.0,0.0,26.0,"Fitzpatrick CCD, Bullock County, Alabama",011,91098,01
450.0,78.0,82.0,39.0,41.0,32.0,21.0,20.0,0.0,0.0,34.0,27.0,55.0,21.0,0.0,0.0,0.0,"Inverness CCD, Bullock County, Alabama",011,91701,01
1055.0,213.0,125.0,89.0,84.0,88.0,35.0,93.0,83.0,0.0,86.0,0.0,83.0,9.0,67.0,0.0,0.0,"Jacksonville CCD, Calhoun County, Alabama",015,91746,01
88.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,0.0,0.0,0.0,"Choccolocco CCD, Calhoun County, Alabama",015,90585,01
61.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,0.0,3.0,0.0,0.0,0.0,"Ohatchee CCD, Calhoun County, Alabama",015,92430,01
262.0,73.0,17.0,11.0,15.0,0.0,13.0,0.0,21.0,21.0,22.0,0.0,69.0,0.0,0.0,0.0,0.0,"Piedmont CCD, Calhoun County, Alabama",015,92556,01
