B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,name,county,county subdivision,state
12350.0,8441.0,8441.0,7890.0,551.0,0.0,3909.0,"Gainesville CCD, Cooke County, Texas",097,91435,48
10686.0,4622.0,4622.0,3878.0,744.0,0.0,6064.0,"Raymondville CCD, Willacy County, Texas",489,93205,48
3809.0,2492.0,2492.0,2304.0,188.0,0.0,1317.0,"Valley View CCD, Cooke County, Texas",097,93995,48
5918.0,2957.0,2957.0,2784.0,173.0,0.0,2961.0,"Gainesville Southeast CCD, Cooke County, Texas",097,91440,48
4873.0,3115.0,3115.0,3078.0,37.0,0.0,1758.0,"Callisburg CCD, Cooke County, Texas",097,90580,48
3837.0,2742.0,2742.0,2668.0,74.0,0.0,1095.0,"Muenster CCD, Cooke County, Texas",097,92680,48
1614.0,962.0,962.0,904.0,58.0,0.0,652.0,"Crosbyton CCD, Crosby County, Texas",107,90905,48
1705.0,1081.0,1081.0,983.0,98.0,0.0,624.0,"Ralls CCD, Crosby County, Texas",107,93185,48
1127.0,685.0,685.0,632.0,53.0,0.0,442.0,"Lorenzo CCD, Crosby County, Texas",107,92290,48
253.0,120.0,120.0,118.0,2.0,0.0,133.0,"Lamesa Southwest CCD, Dawson County, Texas",115,92125,48
258.0,176.0,176.0,155.0,21.0,0.0,82.0,"Lamesa Northwest CCD, Dawson County, Texas",115,92115,48
9192.0,4697.0,4697.0,4365.0,332.0,0.0,4495.0,"Lamesa CCD, Dawson County, Texas",115,92105,48
247.0,134.0,134.0,134.0,0.0,0.0,113.0,"Lamesa Southeast CCD, Dawson County, Texas",115,92120,48
317.0,196.0,196.0,196.0,0.0,0.0,121.0,"Lamesa Northeast CCD, Dawson County, Texas",115,92110,48
1482.0,907.0,907.0,876.0,31.0,0.0,575.0,"Roby CCD, Fisher County, Texas",151,93275,48
1475.0,775.0,775.0,744.0,31.0,0.0,700.0,"Rotan CCD, Fisher County, Texas",151,93340,48
228.0,148.0,148.0,108.0,40.0,0.0,80.0,"McCaulley CCD, Fisher County, Texas",151,92350,48
999.0,341.0,341.0,277.0,64.0,0.0,658.0,"Realitos-Concepcion CCD, Duval County, Texas",131,93215,48
1941.0,1083.0,1083.0,961.0,122.0,0.0,858.0,"Benavides CCD, Duval County, Texas",131,90260,48
3609.0,1713.0,1713.0,1424.0,289.0,0.0,1896.0,"San Diego CCD, Duval County, Texas",131,93420,48
