B07004D_001E,B07004D_002E,B07004D_003E,B07004D_004E,B07004D_005E,B07004D_006E,name,county,county subdivision,state
5.0,3.0,0.0,1.0,0.0,1.0,"Mitchell CCD, Wheeler County, Oregon",069,91938,41
0.0,0.0,0.0,0.0,0.0,0.0,"Ione-Lexington CCD, Morrow County, Oregon",049,91411,41
45.0,45.0,0.0,0.0,0.0,0.0,"Boardman CCD, Morrow County, Oregon",049,90323,41
22.0,22.0,0.0,0.0,0.0,0.0,"Heppner CCD, Morrow County, Oregon",049,91309,41
111.0,72.0,39.0,0.0,0.0,0.0,"Seaside CCD, Clatsop County, Oregon",007,92839,41
220.0,176.0,39.0,0.0,5.0,0.0,"Astoria CCD, Clatsop County, Oregon",007,90153,41
18.0,18.0,0.0,0.0,0.0,0.0,"Knappa-Brownsmead CCD, Clatsop County, Oregon",007,91598,41
7.0,0.0,4.0,0.0,3.0,0.0,"Jewell CCD, Clatsop County, Oregon",007,91445,41
0.0,0.0,0.0,0.0,0.0,0.0,"Powers CCD, Coos County, Oregon",011,92567,41
126.0,51.0,75.0,0.0,0.0,0.0,"Bandon CCD, Coos County, Oregon",011,90221,41
10.0,10.0,0.0,0.0,0.0,0.0,"Myrtle Point CCD, Coos County, Oregon",011,92074,41
484.0,309.0,118.0,20.0,37.0,0.0,"Coos Bay CCD, Coos County, Oregon",011,90629,41
47.0,41.0,0.0,0.0,6.0,0.0,"Eastside CCD, Coos County, Oregon",011,91003,41
12.0,2.0,0.0,0.0,10.0,0.0,"Coquille CCD, Coos County, Oregon",011,90646,41
3.0,3.0,0.0,0.0,0.0,0.0,"North Bayside CCD, Coos County, Oregon",011,92159,41
0.0,0.0,0.0,0.0,0.0,0.0,"Port Orford CCD, Curry County, Oregon",015,92533,41
0.0,0.0,0.0,0.0,0.0,0.0,"Agness CCD, Curry County, Oregon",015,90051,41
75.0,75.0,0.0,0.0,0.0,0.0,"Brookings CCD, Curry County, Oregon",015,90357,41
46.0,29.0,0.0,0.0,0.0,17.0,"Gold Beach CCD, Curry County, Oregon",015,91207,41
0.0,0.0,0.0,0.0,0.0,0.0,"Harbor CCD, Curry County, Oregon",015,91275,41
0.0,0.0,0.0,0.0,0.0,0.0,"Condon CCD, Gilliam County, Oregon",021,90612,41
0.0,0.0,0.0,0.0,0.0,0.0,"Arlington CCD, Gilliam County, Oregon",021,90102,41
50.0,50.0,0.0,0.0,0.0,0.0,"Parkdale CCD, Hood River County, Oregon",027,92431,41
36.0,36.0,0.0,0.0,0.0,0.0,"Odell CCD, Hood River County, Oregon",027,92380,41
31.0,31.0,0.0,0.0,0.0,0.0,"Dee CCD, Hood River County, Oregon",027,90850,41
53.0,53.0,0.0,0.0,0.0,0.0,"Cascade Locks CCD, Hood River County, Oregon",027,90476,41
259.0,173.0,16.0,0.0,34.0,36.0,"Hood River CCD, Hood River County, Oregon",027,91343,41
34.0,9.0,0.0,0.0,25.0,0.0,"Silver Lake-Fort Rock CCD, Lake County, Oregon",037,92924,41
0.0,0.0,0.0,0.0,0.0,0.0,"Warner Valley CCD, Lake County, Oregon",037,93417,41
2.0,2.0,0.0,0.0,0.0,0.0,"Summer Lake CCD, Lake County, Oregon",037,93145,41
60.0,60.0,0.0,0.0,0.0,0.0,"Lakeview CCD, Lake County, Oregon",037,91632,41
32.0,32.0,0.0,0.0,0.0,0.0,"Corbett CCD, Multnomah County, Oregon",051,90663,41
68.0,68.0,0.0,0.0,0.0,0.0,"Skyline CCD, Multnomah County, Oregon",051,92975,41
0.0,0.0,0.0,0.0,0.0,0.0,"Cove CCD, Union County, Oregon",061,90714,41
0.0,0.0,0.0,0.0,0.0,0.0,"Starkey CCD, Union County, Oregon",061,93111,41
9.0,9.0,0.0,0.0,0.0,0.0,"Elgin CCD, Union County, Oregon",061,91037,41
219.0,159.0,55.0,5.0,0.0,0.0,"La Grande CCD, Union County, Oregon",061,91615,41
18.0,18.0,0.0,0.0,0.0,0.0,"Union CCD, Union County, Oregon",061,93281,41
