B07004B_001E,B07004B_002E,B07004B_003E,B07004B_004E,B07004B_005E,B07004B_006E,name,county,county subdivision,state
23.0,23.0,0.0,0.0,0.0,0.0,"Canisteo town, Steuben County, New York",101,12265,36
0.0,0.0,0.0,0.0,0.0,0.0,"Thurston town, Steuben County, New York",101,73836,36
67.0,48.0,5.0,14.0,0.0,0.0,"Urbana town, Steuben County, New York",101,76496,36
292.0,272.0,19.0,1.0,0.0,0.0,"Corning city, Steuben County, New York",101,18256,36
0.0,0.0,0.0,0.0,0.0,0.0,"Fremont town, Steuben County, New York",101,27551,36
12.0,12.0,0.0,0.0,0.0,0.0,"Howard town, Steuben County, New York",101,35837,36
0.0,0.0,0.0,0.0,0.0,0.0,"Pulteney town, Steuben County, New York",101,59982,36
34.0,14.0,0.0,20.0,0.0,0.0,"Wheeler town, Steuben County, New York",101,81457,36
3.0,3.0,0.0,0.0,0.0,0.0,"Lindley town, Steuben County, New York",101,42576,36
11.0,4.0,4.0,3.0,0.0,0.0,"Avoca town, Steuben County, New York",101,03342,36
6.0,6.0,0.0,0.0,0.0,0.0,"Caton town, Steuben County, New York",101,12991,36
0.0,0.0,0.0,0.0,0.0,0.0,"Tuscarora town, Steuben County, New York",101,75737,36
0.0,0.0,0.0,0.0,0.0,0.0,"Troupsburg town, Steuben County, New York",101,75440,36
9.0,9.0,0.0,0.0,0.0,0.0,"Rathbone town, Steuben County, New York",101,60653,36
5.0,5.0,0.0,0.0,0.0,0.0,"Wayne town, Steuben County, New York",101,78883,36
0.0,0.0,0.0,0.0,0.0,0.0,"West Union town, Steuben County, New York",101,81105,36
5.0,5.0,0.0,0.0,0.0,0.0,"Volney town, Oswego County, New York",075,77662,36
503.0,255.0,31.0,206.0,10.0,1.0,"Oswego town, Oswego County, New York",075,55585,36
1.0,1.0,0.0,0.0,0.0,0.0,"Palermo town, Oswego County, New York",075,56154,36
0.0,0.0,0.0,0.0,0.0,0.0,"Scriba town, Oswego County, New York",075,65992,36
0.0,0.0,0.0,0.0,0.0,0.0,"Williamstown town, Oswego County, New York",075,82073,36
31.0,23.0,8.0,0.0,0.0,0.0,"Richland town, Oswego County, New York",075,61533,36
4.0,3.0,0.0,0.0,1.0,0.0,"Albion town, Oswego County, New York",075,01055,36
30.0,27.0,3.0,0.0,0.0,0.0,"Mexico town, Oswego County, New York",075,46822,36
0.0,0.0,0.0,0.0,0.0,0.0,"Redfield town, Oswego County, New York",075,60873,36
33.0,22.0,0.0,0.0,11.0,0.0,"Orwell town, Oswego County, New York",075,55453,36
1.0,1.0,0.0,0.0,0.0,0.0,"Parish town, Oswego County, New York",075,56352,36
39.0,35.0,0.0,4.0,0.0,0.0,"Hannibal town, Oswego County, New York",075,32028,36
13.0,11.0,2.0,0.0,0.0,0.0,"Laurens town, Otsego County, New York",077,41531,36
2.0,2.0,0.0,0.0,0.0,0.0,"Decatur town, Otsego County, New York",077,19895,36
641.0,417.0,78.0,96.0,50.0,0.0,"Oneonta city, Otsego County, New York",077,54881,36
34.0,5.0,3.0,26.0,0.0,0.0,"Edmeston town, Otsego County, New York",077,23613,36
1.0,1.0,0.0,0.0,0.0,0.0,"Maryland town, Otsego County, New York",077,45920,36
0.0,0.0,0.0,0.0,0.0,0.0,"Morris town, Otsego County, New York",077,48494,36
259.0,147.0,0.0,55.0,38.0,19.0,"Oneonta town, Otsego County, New York",077,54892,36
23.0,20.0,0.0,3.0,0.0,0.0,"Richfield town, Otsego County, New York",077,61467,36
5.0,2.0,0.0,3.0,0.0,0.0,"Roseboom town, Otsego County, New York",077,63638,36
54.0,39.0,9.0,0.0,6.0,0.0,"Worcester town, Otsego County, New York",077,83129,36
9.0,2.0,0.0,4.0,3.0,0.0,"Otego town, Otsego County, New York",077,55629,36
7.0,7.0,0.0,0.0,0.0,0.0,"Pittsfield town, Otsego County, New York",077,58343,36
0.0,0.0,0.0,0.0,0.0,0.0,"County subdivisions not defined, Wayne County, New York",117,00000,36
110.0,33.0,0.0,49.0,28.0,0.0,"Marion town, Wayne County, New York",117,45645,36
241.0,173.0,45.0,23.0,0.0,0.0,"Williamson town, Wayne County, New York",117,82040,36
258.0,258.0,0.0,0.0,0.0,0.0,"Ontario town, Wayne County, New York",117,55013,36
125.0,56.0,0.0,5.0,64.0,0.0,"Wolcott town, Wayne County, New York",117,82689,36
15.0,15.0,0.0,0.0,0.0,0.0,"Knox town, Albany County, New York",001,40002,36
27923.0,22997.0,2709.0,1697.0,421.0,99.0,"Albany city, Albany County, New York",001,01000,36
891.0,628.0,89.0,62.0,112.0,0.0,"Cohoes city, Albany County, New York",001,16749,36
1078.0,702.0,247.0,129.0,0.0,0.0,"Watervliet city, Albany County, New York",001,78674,36
4.0,4.0,0.0,0.0,0.0,0.0,"Berne town, Albany County, New York",001,06211,36
705.0,489.0,5.0,165.0,46.0,0.0,"Bethlehem town, Albany County, New York",001,06354,36
4911.0,3876.0,773.0,206.0,34.0,22.0,"Colonie town, Albany County, New York",001,17343,36
104.0,49.0,49.0,6.0,0.0,0.0,"Green Island town, Albany County, New York",001,30532,36
1599.0,1293.0,168.0,100.0,24.0,14.0,"Guilderland town, Albany County, New York",001,31104,36
111.0,44.0,28.0,27.0,12.0,0.0,"Chautauqua town, Chautauqua County, New York",013,14069,36
0.0,0.0,0.0,0.0,0.0,0.0,"North Harmony town, Chautauqua County, New York",013,52155,36
555.0,305.0,28.0,205.0,11.0,6.0,"Pomfret town, Chautauqua County, New York",013,58981,36
0.0,0.0,0.0,0.0,0.0,0.0,"County subdivisions not defined, Chautauqua County, New York",013,00000,36
512.0,370.0,98.0,38.0,6.0,0.0,"Dunkirk city, Chautauqua County, New York",013,21105,36
0.0,0.0,0.0,0.0,0.0,0.0,"Sherman town, Chautauqua County, New York",013,66960,36
0.0,0.0,0.0,0.0,0.0,0.0,"Villenova town, Chautauqua County, New York",013,77530,36
0.0,0.0,0.0,0.0,0.0,0.0,"Mina town, Chautauqua County, New York",013,47592,36
311.0,69.0,0.0,223.0,19.0,0.0,"Portland town, Chautauqua County, New York",013,59421,36
