B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
324.0,223.0,101.0,"Louisville CCD, Barbour County, Alabama",005,91989,01
2524.0,950.0,1574.0,"Eufaula CCD, Barbour County, Alabama",005,91017,01
745.0,489.0,256.0,"Clayton CCD, Barbour County, Alabama",005,90630,01
299.0,160.0,139.0,"Clio CCD, Barbour County, Alabama",005,90648,01
214.0,121.0,93.0,"Bakerhill CCD, Barbour County, Alabama",005,90189,01
137.0,83.0,54.0,"West Blocton CCD, Bibb County, Alabama",007,93438,01
887.0,486.0,401.0,"Centreville-Brent CCD, Bibb County, Alabama",007,90531,01
60.0,60.0,0.0,"Piper-Coleanor CCD, Bibb County, Alabama",007,92601,01
560.0,428.0,132.0,"Midway CCD, Bullock County, Alabama",011,92133,01
1541.0,778.0,763.0,"Union Springs CCD, Bullock County, Alabama",011,93249,01
182.0,130.0,52.0,"Fitzpatrick CCD, Bullock County, Alabama",011,91098,01
450.0,414.0,36.0,"Inverness CCD, Bullock County, Alabama",011,91701,01
1055.0,269.0,786.0,"Jacksonville CCD, Calhoun County, Alabama",015,91746,01
88.0,88.0,0.0,"Choccolocco CCD, Calhoun County, Alabama",015,90585,01
61.0,47.0,14.0,"Ohatchee CCD, Calhoun County, Alabama",015,92430,01
262.0,145.0,117.0,"Piedmont CCD, Calhoun County, Alabama",015,92556,01
409.0,343.0,66.0,"Waverly CCD, Chambers County, Alabama",017,93393,01
7989.0,3871.0,4118.0,"Anniston CCD, Calhoun County, Alabama",015,90099,01
251.0,180.0,71.0,"Five Points CCD, Chambers County, Alabama",017,91107,01
1655.0,827.0,828.0,"Lanett CCD, Chambers County, Alabama",017,91827,01
32.0,11.0,21.0,"Milltown CCD, Chambers County, Alabama",017,92169,01
1090.0,618.0,472.0,"La Fayette CCD, Chambers County, Alabama",017,91818,01
236.0,186.0,50.0,"Coffeeville CCD, Clarke County, Alabama",025,90675,01
896.0,571.0,325.0,"Grove Hill CCD, Clarke County, Alabama",025,91440,01
110.0,69.0,41.0,"Fulton CCD, Clarke County, Alabama",025,91260,01
1042.0,507.0,535.0,"Thomasville CCD, Clarke County, Alabama",025,93132,01
31.0,19.0,12.0,"Berry CCD, Fayette County, Alabama",057,90279,01
822.0,452.0,370.0,"Fayette CCD, Fayette County, Alabama",057,91089,01
218.0,144.0,74.0,"Pine Level CCD, Montgomery County, Alabama",101,92592,01
211.0,67.0,144.0,"Albertville-Boaz CCD, Marshall County, Alabama",095,90054,01
1556.0,1165.0,391.0,"Mount Meigs CCD, Montgomery County, Alabama",101,92295,01
3052.0,1812.0,1240.0,"Pike Road CCD, Montgomery County, Alabama",101,92565,01
42316.0,18912.0,23404.0,"Montgomery CCD, Montgomery County, Alabama",101,92214,01
