B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,county,county subdivision,state
1068.0,981.0,70.0,17.0,0.0,0.0,"District 3, Sequatchie County, Tennessee",153,90534,47
1387.0,1096.0,63.0,187.0,41.0,0.0,"District 4, Sequatchie County, Tennessee",153,90724,47
3666.0,3282.0,250.0,51.0,83.0,0.0,"District 7, Scott County, Tennessee",151,91292,47
1703.0,1634.0,16.0,29.0,24.0,0.0,"District 2, Sequatchie County, Tennessee",153,90344,47
1682.0,1563.0,19.0,100.0,0.0,0.0,"District 5, Sequatchie County, Tennessee",153,90914,47
1709.0,1616.0,24.0,69.0,0.0,0.0,"District 6, Sequatchie County, Tennessee",153,91104,47
1340.0,1293.0,21.0,10.0,16.0,0.0,"District 4, Jackson County, Tennessee",087,90658,47
1772.0,1640.0,27.0,87.0,18.0,0.0,"District 1, Jackson County, Tennessee",087,90088,47
1702.0,1638.0,17.0,47.0,0.0,0.0,"District 7, Macon County, Tennessee",111,91252,47
1673.0,1537.0,23.0,113.0,0.0,0.0,"District 6, Macon County, Tennessee",111,91062,47
2294.0,1970.0,244.0,21.0,59.0,0.0,"District 4, Macon County, Tennessee",111,90682,47
2280.0,2251.0,11.0,18.0,0.0,0.0,"District 5, Macon County, Tennessee",111,90872,47
2241.0,2086.0,78.0,31.0,46.0,0.0,"District 8, Macon County, Tennessee",111,91442,47
2095.0,1815.0,42.0,66.0,172.0,0.0,"District 9, Macon County, Tennessee",111,91632,47
2561.0,1960.0,490.0,111.0,0.0,0.0,"District 10, Macon County, Tennessee",111,91822,47
1977.0,1894.0,19.0,0.0,64.0,0.0,"District 5, Bledsoe County, Tennessee",007,90768,47
2281.0,2162.0,0.0,119.0,0.0,0.0,"District 6, Bledsoe County, Tennessee",007,90958,47
9450.0,8083.0,1020.0,211.0,116.0,20.0,"District 1, Blount County, Tennessee",009,90010,47
10847.0,9284.0,1095.0,245.0,223.0,0.0,"District 2, Blount County, Tennessee",009,90200,47
10658.0,9748.0,646.0,185.0,21.0,58.0,"District 3, Blount County, Tennessee",009,90390,47
18540.0,16699.0,1296.0,195.0,336.0,14.0,"District 4, Blount County, Tennessee",009,90580,47
10823.0,9264.0,927.0,442.0,190.0,0.0,"District 5, Blount County, Tennessee",009,90770,47
11935.0,11025.0,230.0,300.0,365.0,15.0,"District 6, Blount County, Tennessee",009,90960,47
10938.0,10113.0,434.0,157.0,227.0,7.0,"District 7, Blount County, Tennessee",009,91150,47
10867.0,10026.0,442.0,250.0,149.0,0.0,"District 8, Blount County, Tennessee",009,91340,47
10979.0,9606.0,666.0,589.0,91.0,27.0,"District 9, Blount County, Tennessee",009,91530,47
10121.0,9553.0,137.0,300.0,131.0,0.0,"District 10, Blount County, Tennessee",009,91720,47
14795.0,13135.0,1004.0,362.0,280.0,14.0,"District 1, Bradley County, Tennessee",011,90012,47
12963.0,11316.0,593.0,586.0,413.0,55.0,"District 2, Bradley County, Tennessee",011,90202,47
11763.0,8706.0,1791.0,310.0,936.0,20.0,"District 3, Bradley County, Tennessee",011,90392,47
13153.0,11771.0,1050.0,218.0,86.0,28.0,"District 4, Bradley County, Tennessee",011,90582,47
