B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
452.0,34.0,32.0,55.0,13.0,0.0,47.0,59.0,34.0,34.0,8.0,31.0,37.0,31.0,37.0,0.0,0.0,"District 3, Sequatchie County, Tennessee",153,90534,47
541.0,0.0,14.0,41.0,25.0,28.0,97.0,0.0,0.0,71.0,70.0,138.0,15.0,14.0,15.0,0.0,13.0,"District 4, Sequatchie County, Tennessee",153,90724,47
1416.0,184.0,57.0,38.0,60.0,168.0,40.0,51.0,45.0,78.0,83.0,105.0,325.0,119.0,18.0,37.0,8.0,"District 7, Scott County, Tennessee",151,91292,47
517.0,56.0,4.0,51.0,39.0,35.0,7.0,0.0,48.0,0.0,70.0,31.0,114.0,26.0,7.0,21.0,8.0,"District 2, Sequatchie County, Tennessee",153,90344,47
604.0,25.0,12.0,10.0,66.0,11.0,0.0,40.0,0.0,13.0,14.0,120.0,115.0,61.0,117.0,0.0,0.0,"District 5, Sequatchie County, Tennessee",153,90914,47
637.0,59.0,85.0,46.0,65.0,54.0,0.0,0.0,45.0,29.0,67.0,93.0,94.0,0.0,0.0,0.0,0.0,"District 6, Sequatchie County, Tennessee",153,91104,47
614.0,40.0,11.0,125.0,91.0,0.0,70.0,17.0,17.0,40.0,12.0,66.0,57.0,28.0,15.0,19.0,6.0,"District 4, Jackson County, Tennessee",087,90658,47
715.0,59.0,112.0,129.0,45.0,26.0,9.0,37.0,73.0,45.0,58.0,60.0,31.0,20.0,5.0,2.0,4.0,"District 1, Jackson County, Tennessee",087,90088,47
763.0,100.0,104.0,60.0,51.0,122.0,68.0,26.0,25.0,19.0,18.0,53.0,76.0,0.0,24.0,17.0,0.0,"District 7, Macon County, Tennessee",111,91252,47
721.0,55.0,55.0,40.0,90.0,23.0,16.0,43.0,35.0,33.0,26.0,77.0,17.0,103.0,14.0,47.0,47.0,"District 6, Macon County, Tennessee",111,91062,47
