B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
9300.0,378.0,185.0,136.0,267.0,231.0,417.0,312.0,362.0,137.0,683.0,1154.0,1553.0,1111.0,851.0,761.0,762.0,"District 1, Vansville; Prince George's County; Maryland",033,90064,24
7854.0,71.0,166.0,154.0,135.0,114.0,110.0,170.0,159.0,168.0,401.0,563.0,1271.0,1119.0,888.0,1125.0,1240.0,"District 3, Marlboro; Prince George's County; Maryland",033,90248,24
22106.0,588.0,499.0,456.0,780.0,752.0,709.0,809.0,821.0,959.0,2021.0,2744.0,3289.0,2332.0,1682.0,1863.0,1802.0,"District 10, Laurel; Prince George's County; Maryland",033,90892,24
27024.0,988.0,566.0,519.0,687.0,875.0,1049.0,843.0,654.0,708.0,2201.0,3183.0,3983.0,3515.0,2286.0,2791.0,2176.0,"District 13, Kent; Prince George's County; Maryland",033,91164,24
35578.0,1886.0,933.0,1392.0,1332.0,1300.0,1487.0,1723.0,1852.0,1684.0,3412.0,4351.0,5170.0,4001.0,1906.0,2123.0,1026.0,"District 6, Spauldings; Prince George's County; Maryland",033,90524,24
22550.0,489.0,211.0,373.0,354.0,232.0,416.0,637.0,446.0,465.0,1136.0,1890.0,3185.0,3255.0,2491.0,3289.0,3681.0,"District 7, Queen Anne; Prince George's County; Maryland",033,90616,24
5346.0,238.0,101.0,162.0,221.0,190.0,165.0,142.0,193.0,256.0,498.0,519.0,1052.0,532.0,321.0,434.0,322.0,"District 16, Hyattsville; Prince George's County; Maryland",033,91440,24
13337.0,601.0,269.0,356.0,414.0,535.0,409.0,396.0,535.0,697.0,1141.0,1988.0,1743.0,1486.0,928.0,919.0,920.0,"District 20, Lanham; Prince George's County; Maryland",033,91808,24
22730.0,1708.0,626.0,619.0,660.0,682.0,799.0,843.0,934.0,794.0,1989.0,2506.0,2991.0,2636.0,1892.0,1832.0,1219.0,"District 21, Berwyn; Prince George's County; Maryland",033,91900,24
25567.0,1029.0,610.0,808.0,720.0,819.0,1135.0,1012.0,1538.0,1073.0,2245.0,3246.0,3577.0,3005.0,1835.0,1828.0,1087.0,"District 12, Oxon Hill; Prince George's County; Maryland",033,91072,24
1085.0,25.0,9.0,10.0,0.0,0.0,36.0,9.0,93.0,9.0,21.0,53.0,167.0,146.0,140.0,98.0,269.0,"District 4, Nottingham; Prince George's County; Maryland",033,90340,24
13430.0,337.0,142.0,192.0,360.0,270.0,175.0,153.0,259.0,236.0,800.0,768.0,1745.0,1822.0,1605.0,2179.0,2387.0,"District 5, Piscataway; Prince George's County; Maryland",033,90432,24
12593.0,235.0,155.0,109.0,204.0,267.0,205.0,272.0,220.0,323.0,659.0,1078.0,1866.0,1517.0,1215.0,2260.0,2008.0,"District 14, Bowie; Prince George's County; Maryland",033,91256,24
9540.0,166.0,166.0,159.0,141.0,114.0,245.0,191.0,391.0,125.0,449.0,980.0,1092.0,1271.0,1192.0,1356.0,1502.0,"District 15, Mellwood; Prince George's County; Maryland",033,91348,24
12407.0,946.0,569.0,360.0,544.0,538.0,547.0,527.0,441.0,764.0,952.0,1346.0,1890.0,1243.0,826.0,586.0,328.0,"District 18, Seat Pleasant; Prince George's County; Maryland",033,91624,24
25285.0,992.0,665.0,1150.0,961.0,1157.0,1442.0,1325.0,1374.0,1177.0,2461.0,3199.0,4041.0,2180.0,1271.0,1219.0,671.0,"District 17, Chillum; Prince George's County; Maryland",033,91532,24
5406.0,108.0,196.0,156.0,347.0,183.0,103.0,226.0,261.0,293.0,434.0,629.0,540.0,632.0,359.0,542.0,397.0,"District 19, Riverdale; Prince George's County; Maryland",033,91716,24
704.0,18.0,26.0,0.0,66.0,14.0,39.0,30.0,63.0,34.0,56.0,62.0,94.0,46.0,59.0,32.0,65.0,"District 8, Aquasco; Prince George's County; Maryland",033,90708,24
27575.0,1150.0,655.0,832.0,788.0,846.0,790.0,971.0,1162.0,871.0,2011.0,2584.0,3987.0,3568.0,2367.0,2987.0,2006.0,"District 1, Anne Arundel County, Maryland",003,90008,24
33332.0,877.0,436.0,535.0,556.0,749.0,756.0,959.0,903.0,930.0,1986.0,3154.0,5345.0,4956.0,3368.0,4164.0,3658.0,"District 4, Anne Arundel County, Maryland",003,90284,24
29699.0,1043.0,1070.0,792.0,899.0,1106.0,1351.0,1154.0,1284.0,1277.0,2643.0,3174.0,4117.0,3037.0,2414.0,2428.0,1910.0,"District 2, Anne Arundel County, Maryland",003,90100,24
30405.0,1160.0,752.0,577.0,701.0,1096.0,840.0,783.0,788.0,1168.0,1738.0,2739.0,3904.0,3535.0,2416.0,3389.0,4819.0,"District 6, Anne Arundel County, Maryland",003,90468,24
28105.0,739.0,440.0,457.0,798.0,667.0,706.0,633.0,918.0,1090.0,1835.0,2922.0,3928.0,3748.0,2975.0,3559.0,2690.0,"District 3, Anne Arundel County, Maryland",003,90192,24
26753.0,579.0,369.0,288.0,445.0,440.0,429.0,401.0,340.0,674.0,1263.0,1876.0,3190.0,3057.0,2916.0,4558.0,5928.0,"District 5, Anne Arundel County, Maryland",003,90376,24
29526.0,549.0,573.0,591.0,482.0,526.0,565.0,829.0,703.0,770.0,1287.0,2506.0,3999.0,3999.0,2760.0,3981.0,5406.0,"District 7, Anne Arundel County, Maryland",003,90560,24
22528.0,1000.0,514.0,669.0,763.0,640.0,634.0,810.0,907.0,773.0,1691.0,2001.0,3325.0,2464.0,1617.0,1992.0,2728.0,"District 3, Baltimore County, Maryland",005,90196,24
23338.0,1253.0,747.0,731.0,711.0,554.0,567.0,1075.0,838.0,1049.0,1852.0,2464.0,2927.0,2672.0,1705.0,2019.0,2174.0,"District 4, Baltimore County, Maryland",005,90288,24
39313.0,2121.0,1308.0,1385.0,1269.0,1655.0,1617.0,1279.0,1717.0,1268.0,2916.0,3906.0,4717.0,4363.0,2945.0,3228.0,3619.0,"District 9, Baltimore County, Maryland",005,90748,24
29567.0,1314.0,643.0,1006.0,718.0,882.0,1214.0,872.0,1098.0,664.0,2141.0,2692.0,4065.0,3462.0,2895.0,3268.0,2633.0,"District 11, Baltimore County, Maryland",005,90932,24
3008.0,45.0,26.0,59.0,35.0,110.0,64.0,84.0,171.0,67.0,131.0,196.0,504.0,299.0,264.0,462.0,491.0,"District 7, Baltimore County, Maryland",005,90564,24
1681.0,45.0,43.0,69.0,75.0,44.0,53.0,17.0,41.0,35.0,71.0,127.0,215.0,244.0,178.0,148.0,276.0,"District 5, Baltimore County, Maryland",005,90380,24
2065.0,40.0,0.0,17.0,36.0,0.0,37.0,15.0,66.0,38.0,91.0,301.0,310.0,333.0,173.0,240.0,368.0,"District 6, Baltimore County, Maryland",005,90472,24
12967.0,697.0,551.0,629.0,549.0,631.0,593.0,529.0,543.0,577.0,1050.0,1446.0,2015.0,1257.0,689.0,880.0,331.0,"District 13, Baltimore County, Maryland",005,91112,24
18713.0,590.0,601.0,556.0,679.0,676.0,723.0,694.0,929.0,959.0,1989.0,2138.0,2794.0,2181.0,1206.0,1446.0,552.0,"District 14, Baltimore County, Maryland",005,91204,24
28385.0,1067.0,613.0,569.0,882.0,916.0,1054.0,984.0,897.0,751.0,2101.0,2683.0,3596.0,2900.0,2486.0,2699.0,4187.0,"District 8, Baltimore County, Maryland",005,90656,24
3619.0,77.0,23.0,0.0,85.0,62.0,50.0,81.0,177.0,88.0,206.0,259.0,279.0,373.0,305.0,476.0,1078.0,"District 10, Baltimore County, Maryland",005,90840,24
