B25003H_001E,B25003H_002E,B25003H_003E,name,county,county subdivision,state
781.0,711.0,70.0,"Mount Carmel CCD, McCormick County, South Carolina",065,92262,45
3532.0,2570.0,962.0,"Clinton CCD, Laurens County, South Carolina",059,90663,45
5214.0,3827.0,1387.0,"Laurens CCD, Laurens County, South Carolina",059,91924,45
749.0,619.0,130.0,"Joanna CCD, Laurens County, South Carolina",059,91690,45
587.0,509.0,78.0,"Parksville CCD, McCormick County, South Carolina",065,92561,45
949.0,803.0,146.0,"McCormick CCD, McCormick County, South Carolina",065,92119,45
3544.0,1594.0,1950.0,"Central CCD, Pickens County, South Carolina",077,90533,45
13215.0,9085.0,4130.0,"Easley CCD, Pickens County, South Carolina",077,90936,45
5721.0,4459.0,1262.0,"Pickens CCD, Pickens County, South Carolina",077,92639,45
3664.0,3106.0,558.0,"Easley East CCD, Pickens County, South Carolina",077,90949,45
4165.0,3708.0,457.0,"Six Mile CCD, Pickens County, South Carolina",077,93146,45
4935.0,2218.0,2717.0,"Clemson CCD, Pickens County, South Carolina",077,90650,45
4460.0,3679.0,781.0,"Liberty CCD, Pickens County, South Carolina",077,91950,45
1080.0,832.0,248.0,"Jonesville CCD, Union County, South Carolina",087,91742,45
254.0,227.0,27.0,"Carlisle CCD, Union County, South Carolina",087,90507,45
272.0,251.0,21.0,"Cross Keys CCD, Union County, South Carolina",087,90832,45
704.0,643.0,61.0,"West Springs CCD, Union County, South Carolina",087,93679,45
896.0,625.0,271.0,"Lockhart CCD, Union County, South Carolina",087,91989,45
4402.0,3269.0,1133.0,"Union CCD, Union County, South Carolina",087,93497,45
754.0,655.0,99.0,"Hemingway CCD, Williamsburg County, South Carolina",089,91495,45
490.0,461.0,29.0,"Trio CCD, Williamsburg County, South Carolina",089,93458,45
277.0,221.0,56.0,"Greeleyville CCD, Williamsburg County, South Carolina",089,91339,45
1475.0,1216.0,259.0,"Kingstree CCD, Williamsburg County, South Carolina",089,91768,45
443.0,381.0,62.0,"Nesmith CCD, Williamsburg County, South Carolina",089,92353,45
133.0,59.0,74.0,"Lane CCD, Williamsburg County, South Carolina",089,91898,45
17944.0,13759.0,4185.0,"Aiken CCD, Aiken County, South Carolina",003,90026,45
978.0,822.0,156.0,"Jackson CCD, Aiken County, South Carolina",003,91651,45
2129.0,1826.0,303.0,"Beech Island CCD, Aiken County, South Carolina",003,90208,45
3573.0,3073.0,500.0,"New Ellenton CCD, Aiken County, South Carolina",003,92379,45
15864.0,12210.0,3654.0,"North Augusta CCD, Aiken County, South Carolina",003,92418,45
554.0,473.0,81.0,"Salley CCD, Aiken County, South Carolina",003,92977,45
1157.0,984.0,173.0,"Wagener CCD, Aiken County, South Carolina",003,93562,45
1367.0,1074.0,293.0,"Monetta CCD, Aiken County, South Carolina",003,92223,45
1639.0,1423.0,216.0,"Windsor CCD, Aiken County, South Carolina",003,93744,45
228.0,209.0,19.0,"Fairfax CCD, Allendale County, South Carolina",005,91092,45
66.0,66.0,0.0,"Millett CCD, Allendale County, South Carolina",005,92197,45
410.0,392.0,18.0,"Allendale CCD, Allendale County, South Carolina",005,90052,45
166.0,145.0,21.0,"Sycamore CCD, Allendale County, South Carolina",005,93367,45
995.0,804.0,191.0,"Whitmire CCD, Newberry County, South Carolina",071,93705,45
3376.0,2503.0,873.0,"Newberry CCD, Newberry County, South Carolina",071,92366,45
1107.0,1032.0,75.0,"Pomaria CCD, Newberry County, South Carolina",071,92704,45
2183.0,1792.0,391.0,"Barnwell CCD, Barnwell County, South Carolina",011,90143,45
910.0,743.0,167.0,"Mountain Rest CCD, Oconee County, South Carolina",073,92249,45
7199.0,5672.0,1527.0,"Walhalla CCD, Oconee County, South Carolina",073,93575,45
2702.0,2369.0,333.0,"Salem CCD, Oconee County, South Carolina",073,92964,45
3934.0,3274.0,660.0,"Oakway CCD, Oconee County, South Carolina",073,92457,45
