B25003D_001E,B25003D_002E,B25003D_003E,name,county,county subdivision,state
0.0,0.0,0.0,"District 2, Yazoo County, Mississippi",163,91476,28
20.0,0.0,20.0,"District 4, Yazoo County, Mississippi",163,92952,28
0.0,0.0,0.0,"District 2, Winston County, Mississippi",159,91458,28
0.0,0.0,0.0,"District 1, Winston County, Mississippi",159,90720,28
0.0,0.0,0.0,"District 1, Yazoo County, Mississippi",163,90738,28
0.0,0.0,0.0,"District 3, Yazoo County, Mississippi",163,92214,28
0.0,0.0,0.0,"District 5, Yazoo County, Mississippi",163,93690,28
0.0,0.0,0.0,"District 1, Attala County, Mississippi",007,90036,28
33.0,33.0,0.0,"District 2, Attala County, Mississippi",007,90774,28
0.0,0.0,0.0,"District 5, Attala County, Mississippi",007,92988,28
7.0,0.0,7.0,"District 4, Attala County, Mississippi",007,92250,28
0.0,0.0,0.0,"District 3, Attala County, Mississippi",007,91512,28
0.0,0.0,0.0,"District 4, Benton County, Mississippi",009,92259,28
0.0,0.0,0.0,"District 2, Benton County, Mississippi",009,90783,28
0.0,0.0,0.0,"District 3, Benton County, Mississippi",009,91521,28
0.0,0.0,0.0,"District 5, Benton County, Mississippi",009,92997,28
0.0,0.0,0.0,"District 5, Franklin County, Mississippi",037,93123,28
0.0,0.0,0.0,"District 1, Benton County, Mississippi",009,90045,28
0.0,0.0,0.0,"District 1, Franklin County, Mississippi",037,90171,28
2.0,0.0,2.0,"District 2, Franklin County, Mississippi",037,90909,28
0.0,0.0,0.0,"District 3, Franklin County, Mississippi",037,91647,28
0.0,0.0,0.0,"District 4, Franklin County, Mississippi",037,92385,28
0.0,0.0,0.0,"District 5, Coahoma County, Mississippi",027,93078,28
6.0,6.0,0.0,"District 1, Coahoma County, Mississippi",027,90126,28
0.0,0.0,0.0,"District 3, Coahoma County, Mississippi",027,91602,28
0.0,0.0,0.0,"District 4, Coahoma County, Mississippi",027,92340,28
12.0,5.0,7.0,"District 2, Coahoma County, Mississippi",027,90864,28
0.0,0.0,0.0,"District 5, Jasper County, Mississippi",061,93231,28
0.0,0.0,0.0,"District 4, Jasper County, Mississippi",061,92493,28
0.0,0.0,0.0,"District 2, Jasper County, Mississippi",061,91017,28
0.0,0.0,0.0,"District 1, Jasper County, Mississippi",061,90279,28
0.0,0.0,0.0,"District 3, Jasper County, Mississippi",061,91755,28
0.0,0.0,0.0,"District 3, Jones County, Mississippi",067,91782,28
43.0,43.0,0.0,"District 2, Jones County, Mississippi",067,91044,28
8.0,0.0,8.0,"District 2, Walthall County, Mississippi",147,91404,28
0.0,0.0,0.0,"District 4, Jones County, Mississippi",067,92520,28
44.0,9.0,35.0,"District 1, Jones County, Mississippi",067,90306,28
24.0,9.0,15.0,"District 5, Jones County, Mississippi",067,93258,28
0.0,0.0,0.0,"District 1, Walthall County, Mississippi",147,90666,28
0.0,0.0,0.0,"District 3, Walthall County, Mississippi",147,92142,28
18.0,18.0,0.0,"District 5, Walthall County, Mississippi",147,93618,28
0.0,0.0,0.0,"District 4, Walthall County, Mississippi",147,92880,28
7.0,7.0,0.0,"District 3, Monroe County, Mississippi",095,91908,28
0.0,0.0,0.0,"District 4, Monroe County, Mississippi",095,92646,28
0.0,0.0,0.0,"District 5, Monroe County, Mississippi",095,93384,28
17.0,17.0,0.0,"District 2, Monroe County, Mississippi",095,91170,28
0.0,0.0,0.0,"District 1, Monroe County, Mississippi",095,90432,28
5.0,0.0,5.0,"District 4, Pontotoc County, Mississippi",115,92736,28
0.0,0.0,0.0,"District 3, Pontotoc County, Mississippi",115,91998,28
5.0,0.0,5.0,"District 2, Sunflower County, Mississippi",133,91341,28
49.0,49.0,0.0,"District 5, Pontotoc County, Mississippi",115,93474,28
0.0,0.0,0.0,"District 1, Pontotoc County, Mississippi",115,90522,28
0.0,0.0,0.0,"District 2, Pontotoc County, Mississippi",115,91260,28
6.0,6.0,0.0,"District 4, Sunflower County, Mississippi",133,92817,28
0.0,0.0,0.0,"District 5, Sunflower County, Mississippi",133,93555,28
0.0,0.0,0.0,"District 3, Sunflower County, Mississippi",133,92079,28
0.0,0.0,0.0,"District 1, Sunflower County, Mississippi",133,90603,28
0.0,0.0,0.0,"District 5, Webster County, Mississippi",155,93654,28
0.0,0.0,0.0,"District 3, Webster County, Mississippi",155,92178,28
2.0,2.0,0.0,"District 4, Webster County, Mississippi",155,92916,28
0.0,0.0,0.0,"District 1, Webster County, Mississippi",155,90702,28
0.0,0.0,0.0,"District 2, Webster County, Mississippi",155,91440,28
0.0,0.0,0.0,"District 2, Alcorn County, Mississippi",003,90756,28
0.0,0.0,0.0,"District 3, Alcorn County, Mississippi",003,91494,28
26.0,26.0,0.0,"District 1, Alcorn County, Mississippi",003,90018,28
22.0,22.0,0.0,"District 5, Alcorn County, Mississippi",003,92970,28
0.0,0.0,0.0,"District 4, Alcorn County, Mississippi",003,92232,28
0.0,0.0,0.0,"District 4, Adams County, Mississippi",001,92223,28
0.0,0.0,0.0,"District 5, Adams County, Mississippi",001,92961,28
0.0,0.0,0.0,"District 2, Adams County, Mississippi",001,90747,28
0.0,0.0,0.0,"District 1, Adams County, Mississippi",001,90009,28
42.0,0.0,42.0,"District 3, Adams County, Mississippi",001,91485,28
0.0,0.0,0.0,"District 3, Clay County, Mississippi",025,91593,28
14.0,0.0,14.0,"District 2, Clay County, Mississippi",025,90855,28
16.0,16.0,0.0,"District 1, Clay County, Mississippi",025,90117,28
0.0,0.0,0.0,"District 5, Clay County, Mississippi",025,93069,28
0.0,0.0,0.0,"District 4, Clay County, Mississippi",025,92331,28
17.0,15.0,2.0,"District 4, DeSoto County, Mississippi",033,92367,28
90.0,69.0,21.0,"District 5, DeSoto County, Mississippi",033,93105,28
98.0,47.0,51.0,"District 3, DeSoto County, Mississippi",033,91629,28
105.0,91.0,14.0,"District 1, DeSoto County, Mississippi",033,90153,28
186.0,91.0,95.0,"District 2, DeSoto County, Mississippi",033,90891,28
