B19013D_001E,name,county,county subdivision,state
-666666666.0,"Dublin town, Cheshire County, New Hampshire",005,19140,33
-666666666.0,"Richmond town, Cheshire County, New Hampshire",005,64420,33
-666666666.0,"Chesterfield town, Cheshire County, New Hampshire",005,12260,33
-666666666.0,"Walpole town, Cheshire County, New Hampshire",005,78420,33
-666666666.0,"Winchester town, Cheshire County, New Hampshire",005,85540,33
-666666666.0,"Surry town, Cheshire County, New Hampshire",005,75300,33
-666666666.0,"Rindge town, Cheshire County, New Hampshire",005,64580,33
-666666666.0,"Roxbury town, Cheshire County, New Hampshire",005,65700,33
-666666666.0,"Sullivan town, Cheshire County, New Hampshire",005,74900,33
-666666666.0,"Fitzwilliam town, Cheshire County, New Hampshire",005,26500,33
-666666666.0,"Alstead town, Cheshire County, New Hampshire",005,00820,33
-666666666.0,"Gilsum town, Cheshire County, New Hampshire",005,29220,33
-666666666.0,"Harrisville town, Cheshire County, New Hampshire",005,34420,33
-666666666.0,"Jaffrey town, Cheshire County, New Hampshire",005,38500,33
68068.0,"Keene city, Cheshire County, New Hampshire",005,39300,33
-666666666.0,"Stoddard town, Cheshire County, New Hampshire",005,73700,33
-666666666.0,"Troy town, Cheshire County, New Hampshire",005,77380,33
-666666666.0,"Nelson town, Cheshire County, New Hampshire",005,50580,33
-666666666.0,"Swanzey town, Cheshire County, New Hampshire",005,75700,33
-666666666.0,"Marlow town, Cheshire County, New Hampshire",005,45700,33
-666666666.0,"Hinsdale town, Cheshire County, New Hampshire",005,36660,33
-666666666.0,"Canterbury town, Merrimack County, New Hampshire",013,09860,33
-666666666.0,"Dunbarton town, Merrimack County, New Hampshire",013,19460,33
-666666666.0,"Loudon town, Merrimack County, New Hampshire",013,43380,33
-666666666.0,"New London town, Merrimack County, New Hampshire",013,52100,33
-666666666.0,"Sutton town, Merrimack County, New Hampshire",013,75460,33
-666666666.0,"Warner town, Merrimack County, New Hampshire",013,78580,33
-666666666.0,"Wilmot town, Merrimack County, New Hampshire",013,84900,33
