B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
12392.0,787.0,732.0,599.0,486.0,614.0,813.0,694.0,767.0,722.0,1199.0,1673.0,1345.0,951.0,484.0,387.0,139.0,"Marana CCD, Pima County, Arizona",019,92040,04
1503.0,274.0,97.0,102.0,152.0,71.0,115.0,102.0,92.0,66.0,140.0,91.0,127.0,43.0,10.0,0.0,21.0,"Ajo CCD, Pima County, Arizona",019,90051,04
349216.0,27943.0,20437.0,20887.0,21677.0,19030.0,19807.0,16731.0,17809.0,14925.0,27762.0,33532.0,39992.0,24808.0,14817.0,14897.0,14162.0,"Tucson CCD, Pima County, Arizona",019,93570,04
33475.0,1819.0,1234.0,1735.0,1914.0,1922.0,1662.0,1941.0,1817.0,1739.0,3365.0,3980.0,4745.0,2605.0,1196.0,1092.0,709.0,"Arivaca CCD, Pima County, Arizona",019,90153,04
6084.0,391.0,189.0,149.0,235.0,332.0,208.0,254.0,227.0,98.0,601.0,662.0,833.0,673.0,515.0,365.0,352.0,"Gila Bend CCD, Maricopa County, Arizona",013,91377,04
147741.0,5075.0,2871.0,3534.0,3934.0,4255.0,5254.0,4868.0,5047.0,5308.0,10409.0,14999.0,21954.0,18643.0,12857.0,15140.0,13593.0,"Chandler CCD, Maricopa County, Arizona",013,90561,04
1159346.0,82077.0,53023.0,54888.0,62185.0,58233.0,59261.0,57001.0,60752.0,49799.0,98188.0,118710.0,140180.0,94755.0,54940.0,55224.0,60130.0,"Phoenix CCD, Maricopa County, Arizona",013,92601,04
98909.0,3204.0,1704.0,1785.0,2217.0,2767.0,3113.0,3368.0,3407.0,2937.0,6830.0,9559.0,14037.0,12633.0,9492.0,10863.0,10993.0,"Deer Valley CCD, Maricopa County, Arizona",013,90867,04
845.0,159.0,61.0,69.0,48.0,35.0,66.0,42.0,33.0,28.0,90.0,52.0,55.0,28.0,30.0,27.0,22.0,"St. Johns CCD, Maricopa County, Arizona",013,93009,04
897.0,185.0,95.0,37.0,42.0,51.0,76.0,39.0,51.0,52.0,37.0,81.0,58.0,50.0,17.0,8.0,18.0,"San Carlos CCD, Graham County, Arizona",009,93111,04
47690.0,2237.0,1750.0,2066.0,2212.0,2582.0,2906.0,2210.0,2535.0,2171.0,4301.0,5843.0,6418.0,4475.0,2070.0,2255.0,1659.0,"Wickenburg CCD, Maricopa County, Arizona",013,93774,04
21772.0,1220.0,733.0,803.0,648.0,894.0,996.0,1036.0,992.0,1124.0,2558.0,2747.0,3336.0,1994.0,1134.0,1002.0,555.0,"Buckeye CCD, Maricopa County, Arizona",013,90459,04
10430.0,802.0,581.0,671.0,670.0,686.0,513.0,637.0,606.0,596.0,808.0,1207.0,1281.0,452.0,370.0,241.0,309.0,"Payson CCD, Gila County, Arizona",007,92570,04
455.0,35.0,21.0,65.0,22.0,11.0,25.0,48.0,51.0,39.0,14.0,49.0,52.0,7.0,6.0,10.0,0.0,"Winkelman CCD, Gila County, Arizona",007,93927,04
2749.0,281.0,283.0,203.0,211.0,177.0,164.0,175.0,175.0,156.0,273.0,221.0,184.0,86.0,30.0,71.0,59.0,"Salt River CCD, Maricopa County, Arizona",013,93060,04
7132.0,595.0,508.0,529.0,558.0,559.0,371.0,359.0,395.0,380.0,540.0,548.0,859.0,503.0,129.0,221.0,78.0,"Globe-Miami CCD, Gila County, Arizona",007,91495,04
404.0,9.0,15.0,24.0,35.0,12.0,10.0,11.0,19.0,52.0,61.0,28.0,55.0,41.0,14.0,16.0,2.0,"Bonita-Klondyke CCD, Graham County, Arizona",009,90357,04
1393.0,151.0,94.0,61.0,61.0,110.0,88.0,53.0,65.0,12.0,112.0,173.0,235.0,55.0,88.0,35.0,0.0,"Pima CCD, Graham County, Arizona",009,92652,04
8282.0,822.0,502.0,414.0,507.0,384.0,416.0,265.0,419.0,428.0,614.0,963.0,1313.0,677.0,295.0,211.0,52.0,"Safford CCD, Graham County, Arizona",009,92907,04
14165.0,1504.0,1026.0,825.0,1132.0,1112.0,998.0,658.0,625.0,831.0,1228.0,1053.0,1342.0,712.0,413.0,415.0,291.0,"Nogales CCD, Santa Cruz County, Arizona",023,92295,04
1403.0,153.0,101.0,74.0,53.0,38.0,113.0,55.0,77.0,74.0,128.0,94.0,125.0,122.0,82.0,68.0,46.0,"Patagonia CCD, Santa Cruz County, Arizona",023,92550,04
5266.0,628.0,401.0,368.0,330.0,404.0,277.0,188.0,185.0,163.0,595.0,509.0,476.0,279.0,204.0,141.0,118.0,"Benson CCD, Cochise County, Arizona",003,90255,04
19951.0,1285.0,1166.0,1102.0,1044.0,1243.0,1087.0,831.0,1050.0,713.0,1751.0,2337.0,2584.0,1428.0,1067.0,778.0,485.0,"Sierra Vista CCD, Cochise County, Arizona",003,93182,04
4040.0,271.0,401.0,291.0,360.0,172.0,242.0,157.0,296.0,239.0,315.0,540.0,336.0,196.0,74.0,60.0,90.0,"Willcox CCD, Cochise County, Arizona",003,93825,04
5033.0,653.0,686.0,466.0,263.0,318.0,418.0,214.0,251.0,250.0,365.0,378.0,463.0,226.0,15.0,33.0,34.0,"Douglas CCD, Cochise County, Arizona",003,90969,04
12684.0,908.0,694.0,617.0,633.0,540.0,509.0,583.0,652.0,645.0,839.0,1227.0,1756.0,1132.0,789.0,462.0,698.0,"Bisbee CCD, Cochise County, Arizona",003,90306,04
8798.0,789.0,785.0,565.0,984.0,702.0,445.0,503.0,430.0,390.0,638.0,854.0,997.0,371.0,176.0,113.0,56.0,"Parker CCD, La Paz County, Arizona",012,92480,04
1453.0,153.0,93.0,155.0,79.0,113.0,89.0,61.0,71.0,98.0,89.0,100.0,135.0,117.0,40.0,52.0,8.0,"Elfrida CCD, Cochise County, Arizona",003,91122,04
733.0,64.0,88.0,45.0,92.0,32.0,41.0,54.0,42.0,33.0,32.0,76.0,47.0,56.0,17.0,9.0,5.0,"Bowie CCD, Cochise County, Arizona",003,90408,04
