B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,name,county,county subdivision,state
8449.0,4797.0,4797.0,4457.0,340.0,0.0,3652.0,"Northern district, Harrison County, West Virginia",033,92352,54
9072.0,4927.0,4927.0,4566.0,361.0,0.0,4145.0,"Southwest district, Harrison County, West Virginia",033,92952,54
9411.0,5669.0,5658.0,5382.0,276.0,11.0,3742.0,"South Urban district, Harrison County, West Virginia",033,92932,54
10040.0,6062.0,6055.0,5697.0,358.0,7.0,3978.0,"Southern district, Harrison County, West Virginia",033,92923,54
7751.0,4138.0,4138.0,3730.0,408.0,0.0,3613.0,"North Urban district, Harrison County, West Virginia",033,92368,54
10712.0,6888.0,6888.0,6508.0,380.0,0.0,3824.0,"Eastern district, Harrison County, West Virginia",033,90975,54
9992.0,5808.0,5789.0,5462.0,327.0,19.0,4184.0,"District 2, Ohio County, West Virginia",069,90824,54
12635.0,7242.0,7242.0,6847.0,395.0,0.0,5393.0,"District 3, Ohio County, West Virginia",069,90862,54
13075.0,8051.0,8038.0,7696.0,342.0,13.0,5024.0,"District 1, Ohio County, West Virginia",069,90788,54
1450.0,641.0,641.0,579.0,62.0,0.0,809.0,"Grant district, Ritchie County, West Virginia",085,91380,54
984.0,462.0,462.0,432.0,30.0,0.0,522.0,"Murphy district, Ritchie County, West Virginia",085,92244,54
2866.0,1458.0,1458.0,1341.0,117.0,0.0,1408.0,"Union district, Ritchie County, West Virginia",085,93336,54
2928.0,1520.0,1520.0,1382.0,138.0,0.0,1408.0,"Clay district, Ritchie County, West Virginia",085,90552,54
1503.0,632.0,632.0,508.0,124.0,0.0,871.0,"District 4, Calhoun County, West Virginia",013,90873,54
1214.0,488.0,488.0,449.0,39.0,0.0,726.0,"District 1, Calhoun County, West Virginia",013,90766,54
1503.0,693.0,693.0,590.0,103.0,0.0,810.0,"District 5, Calhoun County, West Virginia",013,90885,54
1140.0,530.0,530.0,450.0,80.0,0.0,610.0,"District 3, Calhoun County, West Virginia",013,90836,54
836.0,327.0,327.0,287.0,40.0,0.0,509.0,"District 2, Calhoun County, West Virginia",013,90800,54
4843.0,2813.0,2813.0,2533.0,280.0,0.0,2030.0,"District 2, Morgan County, West Virginia",065,90822,54
4687.0,2317.0,2302.0,1967.0,335.0,15.0,2370.0,"District 1, Morgan County, West Virginia",065,90786,54
5081.0,2887.0,2863.0,2590.0,273.0,24.0,2194.0,"District 3, Morgan County, West Virginia",065,90858,54
20445.0,10207.0,10207.0,9490.0,717.0,0.0,10238.0,"District 2, Raleigh County, West Virginia",081,90828,54
17991.0,8581.0,8544.0,8042.0,502.0,37.0,9410.0,"District 1, Raleigh County, West Virginia",081,90792,54
24125.0,12560.0,12546.0,11393.0,1153.0,14.0,11565.0,"District 3, Raleigh County, West Virginia",081,90864,54
2857.0,1506.0,1506.0,1329.0,177.0,0.0,1351.0,"Western district, Braxton County, West Virginia",007,93597,54
3185.0,1821.0,1821.0,1619.0,202.0,0.0,1364.0,"Northern district, Braxton County, West Virginia",007,92346,54
3166.0,1689.0,1689.0,1341.0,348.0,0.0,1477.0,"Southern district, Braxton County, West Virginia",007,92922,54
2656.0,1263.0,1263.0,1031.0,232.0,0.0,1393.0,"Eastern district, Braxton County, West Virginia",007,90968,54
8073.0,4526.0,4489.0,4337.0,152.0,37.0,3547.0,"Curry district, Putnam County, West Virginia",079,90720,54
8587.0,4760.0,4760.0,4578.0,182.0,0.0,3827.0,"Buffalo-Union district, Putnam County, West Virginia",079,90292,54
7006.0,3799.0,3799.0,3613.0,186.0,0.0,3207.0,"Pocatalico district, Putnam County, West Virginia",079,92508,54
11970.0,8089.0,8007.0,7748.0,259.0,82.0,3881.0,"Teays district, Putnam County, West Virginia",079,93090,54
9767.0,5706.0,5706.0,5558.0,148.0,0.0,4061.0,"Scott district, Putnam County, West Virginia",079,92736,54
3206.0,1606.0,1606.0,1473.0,133.0,0.0,1600.0,"West district, Barbour County, West Virginia",001,93588,54
4496.0,2357.0,2357.0,2178.0,179.0,0.0,2139.0,"South district, Barbour County, West Virginia",001,92892,54
6100.0,3083.0,3083.0,2770.0,313.0,0.0,3017.0,"North district, Barbour County, West Virginia",001,92328,54
