B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
46998.0,1444.0,977.0,1288.0,1407.0,1398.0,1719.0,1728.0,2167.0,2032.0,3996.0,5173.0,7670.0,5794.0,3666.0,3673.0,2866.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
2263.0,176.0,115.0,178.0,215.0,266.0,98.0,72.0,214.0,62.0,127.0,227.0,308.0,95.0,22.0,71.0,17.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
6429.0,538.0,549.0,531.0,228.0,332.0,403.0,615.0,336.0,330.0,463.0,863.0,780.0,177.0,88.0,12.0,184.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
47288.0,3679.0,2950.0,3883.0,3614.0,3199.0,3117.0,3365.0,2845.0,2809.0,3760.0,4875.0,4420.0,2316.0,1164.0,652.0,640.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
18453.0,1669.0,1308.0,1575.0,1636.0,1336.0,1807.0,784.0,1304.0,774.0,1600.0,1777.0,1378.0,672.0,259.0,354.0,220.0,"Sebring CCD, Highlands County, Florida",055,93120,12
9689.0,791.0,637.0,981.0,911.0,554.0,784.0,432.0,709.0,349.0,930.0,889.0,928.0,278.0,130.0,220.0,166.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
13208.0,1067.0,770.0,828.0,1068.0,1100.0,988.0,1215.0,841.0,411.0,1129.0,1345.0,1110.0,572.0,376.0,197.0,191.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
2595.0,257.0,181.0,144.0,255.0,127.0,120.0,122.0,21.0,86.0,322.0,320.0,252.0,239.0,33.0,102.0,14.0,"Branford CCD, Suwannee County, Florida",121,90299,12
5613.0,416.0,527.0,393.0,444.0,450.0,314.0,299.0,146.0,333.0,689.0,535.0,411.0,306.0,247.0,67.0,36.0,"Dade City CCD, Pasco County, Florida",101,90741,12
69715.0,5036.0,4035.0,3963.0,4844.0,4605.0,3907.0,3980.0,3500.0,3372.0,6433.0,7070.0,7633.0,4278.0,2552.0,2457.0,2050.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
4136.0,301.0,260.0,242.0,312.0,218.0,245.0,223.0,162.0,231.0,372.0,445.0,601.0,288.0,76.0,76.0,84.0,"Trenton CCD, Gilchrist County, Florida",041,93432,12
3193.0,320.0,185.0,198.0,269.0,207.0,311.0,229.0,84.0,179.0,321.0,317.0,347.0,86.0,38.0,40.0,62.0,"Dowling Park CCD, Suwannee County, Florida",121,90858,12
