B19001D_001E,B19001D_002E,B19001D_003E,B19001D_004E,B19001D_005E,B19001D_006E,B19001D_007E,B19001D_008E,B19001D_009E,B19001D_010E,B19001D_011E,B19001D_012E,B19001D_013E,B19001D_014E,B19001D_015E,B19001D_016E,B19001D_017E,name,county,county subdivision,state
97.0,0.0,0.0,0.0,0.0,16.0,0.0,22.0,0.0,0.0,8.0,17.0,0.0,11.0,15.0,8.0,0.0,"Lower Christiana CCD, New Castle County, Delaware",003,91924,10
968.0,47.0,26.0,0.0,8.0,16.0,0.0,0.0,0.0,46.0,11.0,88.0,75.0,65.0,158.0,99.0,329.0,"Piedmont CCD, New Castle County, Delaware",003,92960,10
440.0,45.0,0.0,21.0,19.0,0.0,8.0,29.0,38.0,22.0,11.0,96.0,63.0,19.0,12.0,30.0,27.0,"Wilmington CCD, New Castle County, Delaware",003,93996,10
220.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,23.0,0.0,0.0,22.0,23.0,99.0,"Red Lion CCD, New Castle County, Delaware",003,93256,10
995.0,54.0,0.0,38.0,0.0,25.0,0.0,26.0,93.0,0.0,13.0,27.0,223.0,88.0,63.0,219.0,126.0,"Upper Christiana CCD, New Castle County, Delaware",003,93848,10
1804.0,48.0,18.0,28.0,120.0,38.0,45.0,10.0,35.0,13.0,88.0,249.0,265.0,151.0,198.0,253.0,245.0,"Brandywine CCD, New Castle County, Delaware",003,90148,10
450.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,5.0,33.0,82.0,48.0,0.0,88.0,175.0,"Middletown-Odessa CCD, New Castle County, Delaware",003,92072,10
1050.0,17.0,0.0,12.0,12.0,0.0,35.0,0.0,22.0,0.0,105.0,79.0,172.0,102.0,81.0,182.0,231.0,"Pike Creek-Central Kirkwood CCD, New Castle County, Delaware",003,93108,10
34.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,"Laurel-Delmar CCD, Sussex County, Delaware",005,91628,10
50.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,13.0,0.0,0.0,0.0,"Milton CCD, Sussex County, Delaware",005,92664,10
1425.0,10.0,33.0,86.0,0.0,23.0,19.0,0.0,0.0,17.0,35.0,151.0,452.0,254.0,83.0,161.0,101.0,"New Castle CCD, New Castle County, Delaware",003,92812,10
14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,"Bridgeville-Greenwood CCD, Sussex County, Delaware",005,90296,10
219.0,0.0,0.0,0.0,0.0,33.0,0.0,22.0,2.0,41.0,11.0,1.0,3.0,52.0,0.0,42.0,12.0,"Lewes CCD, Sussex County, Delaware",005,91776,10
56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,14.0,0.0,0.0,"Millsboro CCD, Sussex County, Delaware",005,92516,10
93.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,14.0,14.0,12.0,0.0,0.0,21.0,7.0,0.0,19.0,"Seaford CCD, Sussex County, Delaware",005,93404,10
146.0,0.0,0.0,0.0,14.0,0.0,7.0,0.0,18.0,0.0,78.0,22.0,0.0,6.0,0.0,1.0,0.0,"Milford South CCD, Sussex County, Delaware",005,92368,10
59.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,"Georgetown CCD, Sussex County, Delaware",005,91036,10
11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kenton CCD, Kent County, Delaware",001,91480,10
23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,"Milford North CCD, Kent County, Delaware",001,92220,10
18.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,"Harrington CCD, Kent County, Delaware",001,91332,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Felton CCD, Kent County, Delaware",001,90888,10
952.0,86.0,42.0,82.0,24.0,0.0,20.0,17.0,51.0,0.0,90.0,106.0,158.0,81.0,91.0,22.0,82.0,"Dover CCD, Kent County, Delaware",001,90740,10
64.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,"Central Kent CCD, Kent County, Delaware",001,90444,10
176.0,27.0,0.0,0.0,0.0,3.0,78.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,51.0,0.0,"Smyrna CCD, Kent County, Delaware",001,93700,10
1660.0,316.0,40.0,40.0,110.0,75.0,21.0,37.0,49.0,43.0,77.0,101.0,244.0,116.0,61.0,127.0,203.0,"Newark CCD, New Castle County, Delaware",003,92738,10
1065.0,23.0,0.0,19.0,0.0,13.0,39.0,14.0,19.0,14.0,123.0,83.0,91.0,154.0,66.0,200.0,207.0,"Glasgow CCD, New Castle County, Delaware",003,91110,10
89.0,3.0,7.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,3.0,7.0,22.0,14.0,"Selbyville-Frankford CCD, Sussex County, Delaware",005,93552,10
