B07004I_001E,B07004I_002E,B07004I_003E,B07004I_004E,B07004I_005E,B07004I_006E,name,county,county subdivision,state
0.0,0.0,0.0,0.0,0.0,0.0,"Enterprise township, Linn County, Missouri",115,22438,29
0.0,0.0,0.0,0.0,0.0,0.0,"Grantsville township, Linn County, Missouri",115,28612,29
5.0,5.0,0.0,0.0,0.0,0.0,"North Salem township, Linn County, Missouri",115,53300,29
25.0,25.0,0.0,0.0,0.0,0.0,"Benton township, Linn County, Missouri",115,04726,29
0.0,0.0,0.0,0.0,0.0,0.0,"Jackson township, Linn County, Missouri",115,35864,29
7.0,7.0,0.0,0.0,0.0,0.0,"Parson Creek township, Linn County, Missouri",115,56378,29
0.0,0.0,0.0,0.0,0.0,0.0,"Yellow Creek township, Linn County, Missouri",115,81304,29
114.0,69.0,13.0,0.0,32.0,0.0,"Willow Springs township, Howell County, Missouri",091,80116,29
48.0,48.0,0.0,0.0,0.0,0.0,"Benton township, Howell County, Missouri",091,04690,29
5.0,5.0,0.0,0.0,0.0,0.0,"South Fork township, Howell County, Missouri",091,68780,29
66.0,47.0,19.0,0.0,0.0,0.0,"Dry Creek township, Howell County, Missouri",091,20188,29
352.0,238.0,92.0,22.0,0.0,0.0,"Howell township, Howell County, Missouri",091,33382,29
0.0,0.0,0.0,0.0,0.0,0.0,"Sisson township, Howell County, Missouri",091,68078,29
47.0,47.0,0.0,0.0,0.0,0.0,"Myatt township, Howell County, Missouri",091,50960,29
47.0,47.0,0.0,0.0,0.0,0.0,"Goldsberry township, Howell County, Missouri",091,27748,29
3.0,3.0,0.0,0.0,0.0,0.0,"Kingsville township, Johnson County, Missouri",101,38936,29
23.0,23.0,0.0,0.0,0.0,0.0,"Rose Hill township, Johnson County, Missouri",101,63146,29
761.0,475.0,58.0,153.0,75.0,0.0,"Warrensburg township, Johnson County, Missouri",101,77110,29
774.0,369.0,156.0,27.0,159.0,63.0,"Washington township, Johnson County, Missouri",101,77524,29
45.0,45.0,0.0,0.0,0.0,0.0,"Jackson township, Johnson County, Missouri",101,35846,29
0.0,0.0,0.0,0.0,0.0,0.0,"Jefferson township, Johnson County, Missouri",101,36836,29
26.0,21.0,5.0,0.0,0.0,0.0,"Chilhowee township, Johnson County, Missouri",101,13672,29
0.0,0.0,0.0,0.0,0.0,0.0,"Simpson township, Johnson County, Missouri",101,68006,29
0.0,0.0,0.0,0.0,0.0,0.0,"Columbus township, Johnson County, Missouri",101,15724,29
36.0,36.0,0.0,0.0,0.0,0.0,"Grover township, Johnson County, Missouri",101,29620,29
76.0,37.0,39.0,0.0,0.0,0.0,"Post Oak township, Johnson County, Missouri",101,59312,29
66.0,66.0,0.0,0.0,0.0,0.0,"Madison township, Johnson County, Missouri",101,45434,29
14.0,14.0,0.0,0.0,0.0,0.0,"Auglaize township, Laclede County, Missouri",105,02494,29
579.0,465.0,100.0,14.0,0.0,0.0,"Lebanon township, Laclede County, Missouri",105,41186,29
0.0,0.0,0.0,0.0,0.0,0.0,"Eldridge township, Laclede County, Missouri",105,21556,29
40.0,40.0,0.0,0.0,0.0,0.0,"Gasconade township, Laclede County, Missouri",105,26596,29
0.0,0.0,0.0,0.0,0.0,0.0,"Washington township, Laclede County, Missouri",105,77542,29
0.0,0.0,0.0,0.0,0.0,0.0,"Franklin township, Laclede County, Missouri",105,25660,29
0.0,0.0,0.0,0.0,0.0,0.0,"Chapel township, Howell County, Missouri",091,13168,29
84.0,84.0,0.0,0.0,0.0,0.0,"Hutton Valley township, Howell County, Missouri",091,34120,29
0.0,0.0,0.0,0.0,0.0,0.0,"Siloam Springs township, Howell County, Missouri",091,67844,29
22.0,22.0,0.0,0.0,0.0,0.0,"Spring Creek township, Howell County, Missouri",091,69644,29
116.0,116.0,0.0,0.0,0.0,0.0,"Hazel Hill township, Johnson County, Missouri",101,31240,29
64.0,14.0,41.0,9.0,0.0,0.0,"Centerview township, Johnson County, Missouri",101,12700,29
196.0,196.0,0.0,0.0,0.0,0.0,"Montserrat township, Johnson County, Missouri",101,49700,29
15.0,15.0,0.0,0.0,0.0,0.0,"Union township, Laclede County, Missouri",105,74734,29
48.0,48.0,0.0,0.0,0.0,0.0,"Spring Hollow township, Laclede County, Missouri",105,70072,29
18.0,18.0,0.0,0.0,0.0,0.0,"Prairie township, Howard County, Missouri",089,59546,29
61.0,31.0,0.0,30.0,0.0,0.0,"Franklin township, Howard County, Missouri",089,25642,29
28.0,28.0,0.0,0.0,0.0,0.0,"Richmond township, Howard County, Missouri",089,61652,29
0.0,0.0,0.0,0.0,0.0,0.0,"Moniteau township, Howard County, Missouri",089,49232,29
0.0,0.0,0.0,0.0,0.0,0.0,"May/Smith township, Laclede County, Missouri",105,46937,29
75.0,75.0,0.0,0.0,0.0,0.0,"Phillipsburg township, Laclede County, Missouri",105,57386,29
18625.0,15204.0,2312.0,183.0,718.0,208.0,"Kaw township, Jackson County, Missouri",095,38054,29
22041.0,19771.0,1716.0,58.0,384.0,112.0,"Blue township, Jackson County, Missouri",095,06490,29
5723.0,3956.0,1094.0,404.0,207.0,62.0,"Washington township, Jackson County, Missouri",095,77506,29
4136.0,3667.0,304.0,0.0,118.0,47.0,"Sni-A-Bar township, Jackson County, Missouri",095,68438,29
174.0,131.0,1.0,42.0,0.0,0.0,"Van Buren township, Jackson County, Missouri",095,75598,29
4618.0,4047.0,334.0,39.0,165.0,33.0,"Prairie township, Jackson County, Missouri",095,59564,29
128.0,102.0,26.0,0.0,0.0,0.0,"Fort Osage township, Jackson County, Missouri",095,25282,29
3707.0,3228.0,358.0,105.0,16.0,0.0,"Brooking township, Jackson County, Missouri",095,08686,29
0.0,0.0,0.0,0.0,0.0,0.0,"Hoberg township, Lawrence County, Missouri",109,32428,29
578.0,542.0,18.0,0.0,18.0,0.0,"Aurora township, Lawrence County, Missouri",109,02566,29
0.0,0.0,0.0,0.0,0.0,0.0,"Red Oak township, Lawrence County, Missouri",109,61040,29
1151.0,1004.0,0.0,100.0,47.0,0.0,"Pierce township, Lawrence County, Missouri",109,57440,29
16.0,2.0,14.0,0.0,0.0,0.0,"Vineyard township, Lawrence County, Missouri",109,76228,29
90.0,90.0,0.0,0.0,0.0,0.0,"Buck Prairie township, Lawrence County, Missouri",109,09442,29
558.0,540.0,0.0,16.0,0.0,2.0,"Spring River township, Lawrence County, Missouri",109,70090,29
16.0,16.0,0.0,0.0,0.0,0.0,"Grand River township, Daviess County, Missouri",061,28270,29
4.0,4.0,0.0,0.0,0.0,0.0,"Washington township, Daviess County, Missouri",061,77362,29
9.0,7.0,2.0,0.0,0.0,0.0,"Jamesport township, Daviess County, Missouri",061,36350,29
0.0,0.0,0.0,0.0,0.0,0.0,"Bigelow township, Holt County, Missouri",087,05482,29
0.0,0.0,0.0,0.0,0.0,0.0,"Minton township, Holt County, Missouri",087,48836,29
0.0,0.0,0.0,0.0,0.0,0.0,"Liberty township, Holt County, Missouri",087,42140,29
1.0,1.0,0.0,0.0,0.0,0.0,"Union township, Holt County, Missouri",087,74680,29
0.0,0.0,0.0,0.0,0.0,0.0,"Benton township, Holt County, Missouri",087,04672,29
2.0,2.0,0.0,0.0,0.0,0.0,"Forest township, Holt County, Missouri",087,25048,29
0.0,0.0,0.0,0.0,0.0,0.0,"Hickory township, Holt County, Missouri",087,31852,29
0.0,0.0,0.0,0.0,0.0,0.0,"Nodaway township, Holt County, Missouri",087,52706,29
36.0,36.0,0.0,0.0,0.0,0.0,"Freistatt township, Lawrence County, Missouri",109,25930,29
17.0,17.0,0.0,0.0,0.0,0.0,"Mount Pleasant township, Lawrence County, Missouri",109,50582,29
80.0,18.0,0.0,62.0,0.0,0.0,"Turnback township, Lawrence County, Missouri",109,74104,29
143.0,137.0,6.0,0.0,0.0,0.0,"Mount Vernon township, Lawrence County, Missouri",109,50690,29
0.0,0.0,0.0,0.0,0.0,0.0,"Ozark township, Lawrence County, Missouri",109,55784,29
11.0,11.0,0.0,0.0,0.0,0.0,"Lincoln township, Lawrence County, Missouri",109,42806,29
132.0,105.0,27.0,0.0,0.0,0.0,"Saline township, Miller County, Missouri",131,65342,29
3.0,3.0,0.0,0.0,0.0,0.0,"Equality township, Miller County, Missouri",131,22528,29
78.0,44.0,23.0,11.0,0.0,0.0,"Glaze township, Miller County, Missouri",131,27244,29
0.0,0.0,0.0,0.0,0.0,0.0,"Jim Henry township, Miller County, Missouri",131,37322,29
17.0,15.0,2.0,0.0,0.0,0.0,"Osage township, Miller County, Missouri",131,55172,29
57.0,54.0,3.0,0.0,0.0,0.0,"Richwoods township, Miller County, Missouri",131,61778,29
130.0,128.0,2.0,0.0,0.0,0.0,"Franklin township, Miller County, Missouri",131,25678,29
0.0,0.0,0.0,0.0,0.0,0.0,"Jefferson township, Harrison County, Missouri",081,36818,29
1.0,1.0,0.0,0.0,0.0,0.0,"Trail Creek township, Harrison County, Missouri",081,73744,29
0.0,0.0,0.0,0.0,0.0,0.0,"Butler township, Harrison County, Missouri",081,10072,29
0.0,0.0,0.0,0.0,0.0,0.0,"Clay township, Harrison County, Missouri",081,14392,29
0.0,0.0,0.0,0.0,0.0,0.0,"Hamilton township, Harrison County, Missouri",081,30070,29
0.0,0.0,0.0,0.0,0.0,0.0,"Lincoln township, Harrison County, Missouri",081,42752,29
0.0,0.0,0.0,0.0,0.0,0.0,"Washington township, Harrison County, Missouri",081,77488,29
0.0,0.0,0.0,0.0,0.0,0.0,"Adams township, Harrison County, Missouri",081,00226,29
3.0,2.0,0.0,1.0,0.0,0.0,"White Oak township, Harrison County, Missouri",081,79486,29
0.0,0.0,0.0,0.0,0.0,0.0,"Sherman township, Harrison County, Missouri",081,67448,29
167.0,127.0,28.0,12.0,0.0,0.0,"Bethany township, Harrison County, Missouri",081,05086,29
0.0,0.0,0.0,0.0,0.0,0.0,"Dallas township, Harrison County, Missouri",081,18064,29
22.0,0.0,0.0,9.0,13.0,0.0,"Green township, Lawrence County, Missouri",109,28972,29
1.0,0.0,0.0,1.0,0.0,0.0,"Colfax township, Harrison County, Missouri",081,15508,29
0.0,0.0,0.0,0.0,0.0,0.0,"Fox Creek township, Harrison County, Missouri",081,25455,29
2.0,2.0,0.0,0.0,0.0,0.0,"Jefferson township, Daviess County, Missouri",061,36782,29
0.0,0.0,0.0,0.0,0.0,0.0,"Liberty township, Daviess County, Missouri",061,42104,29
22.0,9.0,0.0,13.0,0.0,0.0,"Union township, Daviess County, Missouri",061,74590,29
1.0,1.0,0.0,0.0,0.0,0.0,"Grant township, Harrison County, Missouri",081,28486,29
3.0,0.0,0.0,3.0,0.0,0.0,"Madison township, Harrison County, Missouri",081,45398,29
0.0,0.0,0.0,0.0,0.0,0.0,"Cypress township, Harrison County, Missouri",081,17956,29
0.0,0.0,0.0,0.0,0.0,0.0,"Marion township, Harrison County, Missouri",081,46046,29
2.0,2.0,0.0,0.0,0.0,0.0,"Sugar Creek township, Harrison County, Missouri",081,71350,29
4.0,2.0,2.0,0.0,0.0,0.0,"Union township, Harrison County, Missouri",081,74662,29
285.0,227.0,0.0,0.0,58.0,0.0,"Dover township, Lafayette County, Missouri",107,19936,29
44.0,44.0,0.0,0.0,0.0,0.0,"Sni-A-Bar township, Lafayette County, Missouri",107,68456,29
114.0,114.0,0.0,0.0,0.0,0.0,"Davis township, Lafayette County, Missouri",107,18406,29
18.0,16.0,0.0,0.0,0.0,2.0,"Washington township, Lafayette County, Missouri",107,77560,29
141.0,129.0,0.0,12.0,0.0,0.0,"Clay township, Lafayette County, Missouri",107,14428,29
37.0,37.0,0.0,0.0,0.0,0.0,"Middleton township, Lafayette County, Missouri",107,47882,29
209.0,209.0,0.0,0.0,0.0,0.0,"Lexington township, Lafayette County, Missouri",107,41888,29
38.0,24.0,14.0,0.0,0.0,0.0,"Freedom township, Lafayette County, Missouri",107,25858,29
0.0,0.0,0.0,0.0,0.0,0.0,"Chalk Level township, St. Clair County, Missouri",185,13024,29
13.0,13.0,0.0,0.0,0.0,0.0,"Speedwell township, St. Clair County, Missouri",185,69356,29
0.0,0.0,0.0,0.0,0.0,0.0,"Taber township, St. Clair County, Missouri",185,72124,29
10.0,10.0,0.0,0.0,0.0,0.0,"Roscoe township, St. Clair County, Missouri",185,63092,29
6.0,6.0,0.0,0.0,0.0,0.0,"Collins township, St. Clair County, Missouri",185,15580,29
0.0,0.0,0.0,0.0,0.0,0.0,"Monegaw township, St. Clair County, Missouri",185,49142,29
15.0,15.0,0.0,0.0,0.0,0.0,"Appleton township, St. Clair County, Missouri",185,01504,29
0.0,0.0,0.0,0.0,0.0,0.0,"Doyal township, St. Clair County, Missouri",185,20008,29
