B19013B_001E,name,county,county subdivision,state
-666666666.0,"Sonora CCD, Tuolumne County, California",109,93080,06
-666666666.0,"East Sonora-Phoenix Lake CCD, Tuolumne County, California",109,90835,06
-666666666.0,"Escalon CCD, San Joaquin County, California",077,90900,06
142532.0,"Thornton CCD, San Joaquin County, California",077,93340,06
-666666666.0,"Linden-Farmington CCD, San Joaquin County, California",077,91630,06
-666666666.0,"Lockeford CCD, San Joaquin County, California",077,91690,06
69590.0,"Lodi CCD, San Joaquin County, California",077,91700,06
29342.0,"Stockton CCD, San Joaquin County, California",077,93240,06
71313.0,"Manteca CCD, San Joaquin County, California",077,91870,06
61719.0,"Ripon CCD, San Joaquin County, California",077,92620,06
100160.0,"Tracy CCD, San Joaquin County, California",077,93400,06
-666666666.0,"Sutter Creek-Plymouth CCD, Amador County, California",005,93300,06
-666666666.0,"Jackson CCD, Amador County, California",005,91430,06
-666666666.0,"Pine Grove-Silver Lake CCD, Amador County, California",005,92470,06
-666666666.0,"Ione CCD, Amador County, California",005,91410,06
32614.0,"Dos Palos CCD, Merced County, California",047,90720,06
-666666666.0,"Planada-Le Grand CCD, Merced County, California",047,92500,06
52125.0,"Los Banos CCD, Merced County, California",047,91760,06
36629.0,"Merced CCD, Merced County, California",047,91960,06
-666666666.0,"Snelling CCD, Merced County, California",047,93050,06
-666666666.0,"Hilmar-Irwin CCD, Merced County, California",047,91290,06
-666666666.0,"Gustine CCD, Merced County, California",047,91210,06
-666666666.0,"Lakeport CCD, Lake County, California",033,91540,06
-666666666.0,"Mariposa CCD, Mariposa County, California",043,91880,06
-666666666.0,"Coulterville CCD, Mariposa County, California",043,90600,06
-666666666.0,"Surprise Valley CCD, Modoc County, California",049,93270,06
62819.0,"Atwater CCD, Merced County, California",047,90150,06
47083.0,"Livingston-Delhi CCD, Merced County, California",047,91670,06
-666666666.0,"Yuba Foothills CCD, Yuba County, California",115,93830,06
16196.0,"Marysville CCD, Yuba County, California",115,91900,06
-666666666.0,"Adin-Lookout CCD, Modoc County, California",049,90010,06
-666666666.0,"Alturas CCD, Modoc County, California",049,90040,06
143536.0,"Olivehurst CCD, Yuba County, California",115,92250,06
-666666666.0,"Wheatland CCD, Yuba County, California",115,93720,06
92535.0,"Linda CCD, Yuba County, California",115,91610,06
68807.0,"East Contra Costa CCD, Contra Costa County, California",013,90780,06
78898.0,"Tassajara CCD, Contra Costa County, California",013,93310,06
51522.0,"West Contra Costa CCD, Contra Costa County, California",013,93620,06
76217.0,"Central Contra Costa CCD, Contra Costa County, California",013,90440,06
-666666666.0,"Death Valley CCD, Inyo County, California",027,90650,06
-666666666.0,"Lone Pine CCD, Inyo County, California",027,91720,06
-666666666.0,"Bishop CCD, Inyo County, California",027,90250,06
-666666666.0,"Independence CCD, Inyo County, California",027,91390,06
-666666666.0,"Madeline Plains CCD, Lassen County, California",035,91820,06
83047.0,"Susanville CCD, Lassen County, California",035,93280,06
-666666666.0,"Westwood CCD, Lassen County, California",035,93710,06
49375.0,"Honey Lake CCD, Lassen County, California",035,91320,06
-666666666.0,"Big Valley CCD, Lassen County, California",035,90240,06
-666666666.0,"Waterford CCD, Stanislaus County, California",099,93580,06
-666666666.0,"Hughson CCD, Stanislaus County, California",099,91350,06
33500.0,"Turlock CCD, Stanislaus County, California",099,93460,06
-666666666.0,"Oakdale CCD, Stanislaus County, California",099,92210,06
-666666666.0,"Westport CCD, Stanislaus County, California",099,93650,06
-666666666.0,"Newman CCD, Stanislaus County, California",099,92120,06
84896.0,"Patterson CCD, Stanislaus County, California",099,92420,06
50433.0,"Antioch-Pittsburg CCD, Contra Costa County, California",013,90080,06
126213.0,"Briones CCD, Contra Costa County, California",013,90270,06
33734.0,"Modesto CCD, Stanislaus County, California",099,91980,06
-666666666.0,"Salida CCD, Stanislaus County, California",099,92720,06
-666666666.0,"Guadalupe CCD, Santa Barbara County, California",083,91200,06
37467.0,"Santa Barbara CCD, Santa Barbara County, California",083,92890,06
-666666666.0,"Cuyama CCD, Santa Barbara County, California",083,90630,06
-666666666.0,"Weed CCD, Siskiyou County, California",093,93600,06
-666666666.0,"McCloud-Medicine Lake CCD, Siskiyou County, California",093,91800,06
-666666666.0,"Hornbrook-Hilt CCD, Siskiyou County, California",093,91340,06
-666666666.0,"Montague CCD, Siskiyou County, California",093,92010,06
-666666666.0,"Mount Shasta CCD, Siskiyou County, California",093,92050,06
-666666666.0,"Butte Valley CCD, Siskiyou County, California",093,90290,06
64511.0,"Dunsmuir CCD, Siskiyou County, California",093,90740,06
-666666666.0,"Tulelake CCD, Siskiyou County, California",093,93450,06
-666666666.0,"Fort Jones CCD, Siskiyou County, California",093,91040,06
-666666666.0,"Yreka CCD, Siskiyou County, California",093,93810,06
-666666666.0,"Happy Camp CCD, Siskiyou County, California",093,91240,06
-666666666.0,"Central Shasta CCD, Shasta County, California",089,90450,06
-666666666.0,"Southwest Shasta CCD, Shasta County, California",089,93210,06
56767.0,"Fairfield-Suisun City CCD, Solano County, California",095,90950,06
-666666666.0,"East Shasta CCD, Shasta County, California",089,90820,06
-666666666.0,"Sacramento Canyon CCD, Shasta County, California",089,92700,06
31753.0,"Dixon CCD, Solano County, California",095,90700,06
59271.0,"Rio Vista CCD, Solano County, California",095,92610,06
73289.0,"Vacaville CCD, Solano County, California",095,93520,06
48938.0,"Vallejo CCD, Solano County, California",095,93530,06
-666666666.0,"Klamath CCD, Del Norte County, California",015,91490,06
-666666666.0,"Smith River-Gasquet CCD, Del Norte County, California",015,93040,06
-666666666.0,"Crescent City CCD, Del Norte County, California",015,90620,06
-666666666.0,"Central Colusa CCD, Colusa County, California",011,90430,06
-666666666.0,"West Colusa CCD, Colusa County, California",011,93610,06
-666666666.0,"East Colusa CCD, Colusa County, California",011,90770,06
