B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
133.0,0.0,0.0,6.0,0.0,5.0,5.0,19.0,4.0,28.0,7.0,30.0,5.0,24.0,0.0,0.0,0.0,"Liberty township, Plymouth County, Iowa",149,92484,19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sioux City city, Plymouth County, Iowa",149,93925,19
60.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,4.0,6.0,9.0,5.0,11.0,5.0,6.0,"Union township, Plymouth County, Iowa",149,94254,19
55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,29.0,0.0,5.0,0.0,5.0,"Henry township, Plymouth County, Iowa",149,91908,19
82.0,15.0,0.0,6.0,24.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,6.0,0.0,"Preston township, Plymouth County, Iowa",149,93507,19
715.0,12.0,34.0,34.0,30.0,42.0,48.0,16.0,23.0,15.0,133.0,101.0,97.0,47.0,20.0,39.0,24.0,"Remsen township, Plymouth County, Iowa",149,93564,19
108.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,25.0,0.0,0.0,30.0,28.0,10.0,0.0,0.0,"Johnson township, Plymouth County, Iowa",149,92274,19
219.0,6.0,2.0,0.0,8.0,6.0,3.0,11.0,11.0,7.0,36.0,36.0,39.0,27.0,21.0,6.0,0.0,"Marion township, Plymouth County, Iowa",149,92865,19
132.0,0.0,0.0,19.0,1.0,15.0,0.0,5.0,11.0,21.0,7.0,11.0,8.0,9.0,2.0,14.0,9.0,"Washington township, Plymouth County, Iowa",149,94545,19
74.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,25.0,9.0,19.0,0.0,0.0,5.0,5.0,"Lincoln township, Plymouth County, Iowa",149,92589,19
143.0,0.0,0.0,0.0,35.0,13.0,0.0,0.0,0.0,0.0,35.0,15.0,14.0,0.0,17.0,14.0,0.0,"Sioux township, Plymouth County, Iowa",149,93921,19
731.0,35.0,52.0,50.0,60.0,30.0,36.0,30.0,22.0,45.0,52.0,119.0,107.0,35.0,40.0,13.0,5.0,"Portland township, Plymouth County, Iowa",149,93462,19
121.0,9.0,3.0,6.0,4.0,5.0,5.0,5.0,11.0,7.0,7.0,26.0,23.0,4.0,1.0,3.0,2.0,"Buffalo township, Buchanan County, Iowa",019,90384,19
85.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0,0.0,17.0,9.0,12.0,0.0,6.0,"Fremont township, Buchanan County, Iowa",019,91461,19
1927.0,130.0,66.0,144.0,154.0,134.0,82.0,75.0,116.0,96.0,139.0,153.0,194.0,121.0,133.0,123.0,67.0,"Washington township, Buchanan County, Iowa",019,94458,19
1208.0,17.0,56.0,117.0,20.0,25.0,37.0,28.0,78.0,28.0,124.0,176.0,244.0,94.0,50.0,77.0,37.0,"Sumner township, Buchanan County, Iowa",019,94047,19
277.0,3.0,4.0,4.0,3.0,6.0,26.0,35.0,5.0,16.0,48.0,40.0,49.0,14.0,0.0,15.0,9.0,"Homer township, Buchanan County, Iowa",019,91977,19
325.0,24.0,13.0,19.0,14.0,15.0,12.0,17.0,25.0,26.0,27.0,33.0,39.0,16.0,16.0,2.0,27.0,"Madison township, Buchanan County, Iowa",019,92751,19
686.0,75.0,60.0,30.0,53.0,39.0,53.0,32.0,50.0,34.0,35.0,50.0,98.0,33.0,25.0,14.0,5.0,"West Holman township, Osceola County, Iowa",143,94678,19
1900.0,37.0,74.0,101.0,197.0,100.0,138.0,138.0,72.0,145.0,213.0,266.0,226.0,96.0,97.0,0.0,0.0,"Evansdale city, Black Hawk County, Iowa",013,91252,19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Julien township, Dubuque County, Iowa",061,92285,19
532.0,34.0,9.0,51.0,21.0,15.0,4.0,8.0,15.0,42.0,44.0,90.0,49.0,88.0,24.0,27.0,11.0,"East Holman township, Osceola County, Iowa",143,91111,19
63.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,4.0,0.0,4.0,11.0,18.0,0.0,11.0,0.0,"Willow township, Greene County, Iowa",073,94746,19
56.0,0.0,0.0,0.0,17.0,0.0,0.0,8.0,2.0,0.0,0.0,3.0,6.0,0.0,13.0,7.0,0.0,"Bristol township, Greene County, Iowa",073,90342,19
81.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,12.0,16.0,7.0,9.0,5.0,13.0,8.0,"Cedar township, Greene County, Iowa",073,90537,19
235.0,8.0,25.0,24.0,5.0,17.0,5.0,12.0,20.0,13.0,20.0,24.0,30.0,13.0,7.0,7.0,5.0,"Highland township, Greene County, Iowa",073,91932,19
44.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,13.0,13.0,0.0,2.0,6.0,"Hardin township, Greene County, Iowa",073,91830,19
170.0,5.0,16.0,6.0,9.0,8.0,21.0,2.0,6.0,13.0,6.0,37.0,14.0,19.0,3.0,5.0,0.0,"Washington township, Greene County, Iowa",073,94497,19
50.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,9.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,"Franklin township, Greene County, Iowa",073,91404,19
71.0,0.0,0.0,4.0,0.0,6.0,0.0,11.0,0.0,9.0,3.0,0.0,16.0,16.0,3.0,0.0,3.0,"Dawson township, Greene County, Iowa",073,90897,19
41.0,0.0,12.0,0.0,0.0,8.0,0.0,9.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,"Greenbrier township, Greene County, Iowa",073,91746,19
1757.0,139.0,94.0,83.0,67.0,98.0,81.0,100.0,111.0,44.0,168.0,191.0,256.0,192.0,49.0,59.0,25.0,"Jefferson city, Greene County, Iowa",073,92221,19
299.0,20.0,14.0,15.0,16.0,20.0,12.0,25.0,22.0,15.0,38.0,24.0,33.0,25.0,5.0,7.0,8.0,"Scranton township, Greene County, Iowa",073,93804,19
127.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,3.0,34.0,0.0,10.0,6.0,32.0,24.0,0.0,0.0,"Grant township, Greene County, Iowa",073,91653,19
54.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,16.0,0.0,6.0,"Jackson township, Greene County, Iowa",073,92115,19
72.0,0.0,0.0,2.0,5.0,0.0,20.0,6.0,0.0,6.0,4.0,10.0,15.0,0.0,0.0,0.0,4.0,"Kendrick township, Greene County, Iowa",073,92304,19
108.0,12.0,1.0,1.0,4.0,6.0,5.0,8.0,8.0,5.0,14.0,14.0,8.0,2.0,10.0,0.0,10.0,"Buckeye township, Hardin County, Iowa",083,90372,19
104.0,0.0,0.0,0.0,0.0,11.0,7.0,21.0,9.0,0.0,0.0,23.0,0.0,26.0,7.0,0.0,0.0,"Eldora township, Hardin County, Iowa",083,91158,19
722.0,24.0,62.0,52.0,21.0,47.0,40.0,46.0,31.0,42.0,81.0,69.0,105.0,37.0,33.0,16.0,16.0,"Etna township, Hardin County, Iowa",083,91245,19
153.0,5.0,0.0,0.0,0.0,0.0,16.0,0.0,14.0,0.0,8.0,17.0,43.0,24.0,9.0,17.0,0.0,"Concord township, Hardin County, Iowa",083,90804,19
125.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,37.0,8.0,0.0,9.0,21.0,0.0,0.0,"Pleasant township, Hardin County, Iowa",083,93363,19
485.0,5.0,48.0,42.0,13.0,14.0,25.0,29.0,34.0,15.0,40.0,57.0,60.0,46.0,31.0,10.0,16.0,"Alden township, Hardin County, Iowa",083,90036,19
625.0,41.0,29.0,37.0,31.0,9.0,35.0,50.0,21.0,15.0,84.0,88.0,109.0,30.0,19.0,16.0,11.0,"Harrison township, Harrison County, Iowa",085,91863,19
