B03002_001E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,name,county,county subdivision,state
1813.0,795.0,921.0,0.0,0.0,0.0,23.0,10.0,64.0,"Louisville CCD, Barbour County, Alabama",005,91989,01
13011.0,5370.0,6902.0,20.0,113.0,0.0,5.0,44.0,557.0,"Eufaula CCD, Barbour County, Alabama",005,91017,01
4291.0,1484.0,2654.0,17.0,8.0,0.0,0.0,41.0,87.0,"Clayton CCD, Barbour County, Alabama",005,90630,01
3721.0,2006.0,1446.0,9.0,0.0,0.0,0.0,6.0,254.0,"Clio CCD, Barbour County, Alabama",005,90648,01
3365.0,2330.0,605.0,0.0,31.0,0.0,148.0,109.0,142.0,"Bakerhill CCD, Barbour County, Alabama",005,90189,01
8844.0,8098.0,452.0,16.0,0.0,0.0,0.0,36.0,242.0,"West Blocton CCD, Bibb County, Alabama",007,93438,01
12815.0,8083.0,4304.0,16.0,0.0,0.0,0.0,123.0,289.0,"Centreville-Brent CCD, Bibb County, Alabama",007,90531,01
921.0,668.0,203.0,50.0,0.0,0.0,0.0,0.0,0.0,"Piper-Coleanor CCD, Bibb County, Alabama",007,92601,01
1488.0,86.0,1385.0,0.0,17.0,0.0,0.0,0.0,0.0,"Midway CCD, Bullock County, Alabama",011,92133,01
5608.0,1116.0,4399.0,0.0,56.0,0.0,2.0,0.0,35.0,"Union Springs CCD, Bullock County, Alabama",011,93249,01
1321.0,449.0,803.0,0.0,0.0,0.0,0.0,69.0,0.0,"Fitzpatrick CCD, Bullock County, Alabama",011,91098,01
2061.0,613.0,1338.0,110.0,0.0,0.0,0.0,0.0,0.0,"Inverness CCD, Bullock County, Alabama",011,91701,01
18506.0,14337.0,3153.0,16.0,172.0,0.0,0.0,379.0,449.0,"Jacksonville CCD, Calhoun County, Alabama",015,91746,01
6962.0,6410.0,245.0,30.0,37.0,0.0,0.0,151.0,89.0,"Choccolocco CCD, Calhoun County, Alabama",015,90585,01
4623.0,4375.0,145.0,13.0,0.0,0.0,0.0,71.0,19.0,"Ohatchee CCD, Calhoun County, Alabama",015,92430,01
6918.0,5968.0,605.0,20.0,13.0,0.0,11.0,109.0,192.0,"Piedmont CCD, Calhoun County, Alabama",015,92556,01
1270.0,402.0,850.0,0.0,0.0,0.0,0.0,18.0,0.0,"Waverly CCD, Chambers County, Alabama",017,93393,01
66449.0,41522.0,18957.0,68.0,927.0,7.0,31.0,1633.0,3304.0,"Anniston CCD, Calhoun County, Alabama",015,90099,01
2859.0,2101.0,733.0,24.0,0.0,0.0,1.0,0.0,0.0,"Five Points CCD, Chambers County, Alabama",017,91107,01
10245.0,5721.0,3987.0,11.0,90.0,0.0,0.0,167.0,269.0,"Lanett CCD, Chambers County, Alabama",017,91827,01
796.0,715.0,52.0,18.0,0.0,0.0,0.0,11.0,0.0,"Milltown CCD, Chambers County, Alabama",017,92169,01
5122.0,2143.0,2652.0,5.0,26.0,0.0,16.0,38.0,242.0,"La Fayette CCD, Chambers County, Alabama",017,91818,01
1362.0,662.0,673.0,0.0,0.0,0.0,0.0,27.0,0.0,"Coffeeville CCD, Clarke County, Alabama",025,90675,01
4948.0,2438.0,2443.0,0.0,0.0,0.0,0.0,60.0,7.0,"Grove Hill CCD, Clarke County, Alabama",025,91440,01
1281.0,961.0,310.0,3.0,0.0,0.0,0.0,0.0,7.0,"Fulton CCD, Clarke County, Alabama",025,91260,01
6339.0,3647.0,2503.0,8.0,102.0,22.0,0.0,14.0,43.0,"Thomasville CCD, Clarke County, Alabama",025,93132,01
3856.0,3684.0,87.0,0.0,5.0,0.0,0.0,57.0,23.0,"Berry CCD, Fayette County, Alabama",057,90279,01
8090.0,5919.0,1712.0,0.0,55.0,0.0,0.0,150.0,254.0,"Fayette CCD, Fayette County, Alabama",057,91089,01
1332.0,860.0,446.0,0.0,0.0,8.0,0.0,18.0,0.0,"Pine Level CCD, Montgomery County, Alabama",101,92592,01
40611.0,28435.0,841.0,20.0,166.0,45.0,51.0,440.0,10613.0,"Albertville-Boaz CCD, Marshall County, Alabama",095,90054,01
10787.0,5888.0,4107.0,0.0,399.0,0.0,0.0,167.0,226.0,"Mount Meigs CCD, Montgomery County, Alabama",101,92295,01
21871.0,10677.0,7856.0,82.0,2054.0,0.0,0.0,995.0,207.0,"Pike Road CCD, Montgomery County, Alabama",101,92565,01
183169.0,58984.0,111286.0,214.0,3064.0,9.0,188.0,2520.0,6904.0,"Montgomery CCD, Montgomery County, Alabama",101,92214,01
2157.0,1346.0,782.0,0.0,0.0,0.0,0.0,22.0,7.0,"Ramer CCD, Montgomery County, Alabama",101,92673,01
7804.0,2171.0,5268.0,0.0,0.0,20.0,0.0,61.0,284.0,"Hope Hull CCD, Montgomery County, Alabama",101,91665,01
15205.0,14397.0,74.0,67.0,144.0,1.0,0.0,214.0,308.0,"Arab CCD, Marshall County, Alabama",095,90108,01
5701.0,4796.0,2.0,113.0,0.0,0.0,0.0,42.0,748.0,"Douglas CCD, Marshall County, Alabama",095,90918,01
6779.0,6466.0,36.0,8.0,96.0,0.0,0.0,138.0,35.0,"Union Grove CCD, Marshall County, Alabama",095,93240,01
9763.0,9304.0,64.0,54.0,0.0,0.0,0.0,285.0,56.0,"Grant CCD, Marshall County, Alabama",095,91395,01
3160.0,2833.0,0.0,0.0,0.0,0.0,0.0,105.0,222.0,"Town Creek CCD, Marshall County, Alabama",095,93150,01
13519.0,11236.0,1067.0,177.0,128.0,2.0,0.0,291.0,618.0,"Guntersville CCD, Marshall County, Alabama",095,91458,01
13463.0,12912.0,163.0,19.0,34.0,0.0,0.0,179.0,156.0,"Hayden CCD, Blount County, Alabama",009,91557,01
8715.0,8324.0,33.0,57.0,26.0,0.0,0.0,72.0,203.0,"Locust Fork CCD, Blount County, Alabama",009,91953,01
4637.0,4199.0,0.0,14.0,8.0,0.0,0.0,52.0,364.0,"Brooksville CCD, Blount County, Alabama",009,90414,01
3572.0,2876.0,4.0,0.0,4.0,0.0,0.0,33.0,655.0,"Cleveland CCD, Blount County, Alabama",009,90639,01
4937.0,3777.0,0.0,72.0,4.0,0.0,6.0,94.0,984.0,"Clarence CCD, Blount County, Alabama",009,90612,01
7526.0,6799.0,70.0,31.0,6.0,0.0,0.0,84.0,536.0,"Blountsville CCD, Blount County, Alabama",009,90333,01
14817.0,11494.0,609.0,0.0,2.0,0.0,120.0,293.0,2299.0,"Oneonta CCD, Blount County, Alabama",009,92439,01
8199.0,6171.0,1799.0,0.0,0.0,0.0,0.0,86.0,143.0,"Headland-Newville CCD, Henry County, Alabama",067,91584,01
2761.0,2019.0,684.0,0.0,0.0,0.0,0.0,14.0,44.0,"Shorterville CCD, Henry County, Alabama",067,92907,01
1486.0,1252.0,112.0,0.0,0.0,0.0,0.0,4.0,118.0,"Haleburg CCD, Henry County, Alabama",067,91485,01
42399.0,29023.0,6873.0,253.0,2490.0,18.0,298.0,1324.0,2120.0,"Madison CCD, Madison County, Alabama",089,92052,01
4664.0,2315.0,2167.0,5.0,0.0,0.0,0.0,47.0,130.0,"Abbeville CCD, Henry County, Alabama",067,90009,01
15322.0,12171.0,1782.0,211.0,132.0,90.0,28.0,701.0,207.0,"New Market CCD, Madison County, Alabama",089,92358,01
18070.0,16360.0,788.0,82.0,310.0,31.0,0.0,283.0,216.0,"Gurley CCD, Madison County, Alabama",089,91467,01
12115.0,9244.0,1579.0,226.0,21.0,0.0,46.0,402.0,597.0,"Madison Crossroads CCD, Madison County, Alabama",089,92061,01
14542.0,13118.0,196.0,74.0,405.0,0.0,6.0,495.0,248.0,"New Hope CCD, Madison County, Alabama",089,92349,01
225553.0,132536.0,68521.0,978.0,4804.0,177.0,589.0,5366.0,12582.0,"Huntsville CCD, Madison County, Alabama",089,91674,01
18921.0,11508.0,6173.0,119.0,148.0,0.0,0.0,190.0,783.0,"Alexander City CCD, Tallapoosa County, Alabama",123,90063,01
11776.0,9831.0,1257.0,185.0,149.0,0.0,0.0,245.0,109.0,"Hazel Green CCD, Madison County, Alabama",089,91575,01
6167.0,5315.0,596.0,47.0,16.0,0.0,0.0,131.0,62.0,"Marbury CCD, Autauga County, Alabama",001,92106,01
2796.0,2000.0,718.0,21.0,0.0,0.0,0.0,34.0,23.0,"Billingsley CCD, Autauga County, Alabama",001,90315,01
42920.0,32733.0,7434.0,101.0,500.0,12.0,43.0,736.0,1361.0,"Prattville CCD, Autauga County, Alabama",001,92628,01
3153.0,1461.0,1671.0,0.0,0.0,0.0,0.0,0.0,21.0,"Autaugaville CCD, Autauga County, Alabama",001,90171,01
6123.0,4855.0,1209.0,0.0,0.0,0.0,0.0,26.0,33.0,"Tallassee CCD, Tallapoosa County, Alabama",123,93096,01
11417.0,9097.0,2087.0,57.0,12.0,0.0,0.0,46.0,118.0,"Dadeville CCD, Tallapoosa County, Alabama",123,90819,01
