B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,name,county,county subdivision,state
1423.0,680.0,680.0,616.0,64.0,0.0,743.0,"Louisville CCD, Barbour County, Alabama",005,91989,01
10050.0,5670.0,5670.0,4887.0,783.0,0.0,4380.0,"Eufaula CCD, Barbour County, Alabama",005,91017,01
3903.0,1252.0,1252.0,1047.0,205.0,0.0,2651.0,"Clayton CCD, Barbour County, Alabama",005,90630,01
3232.0,1115.0,1115.0,1052.0,63.0,0.0,2117.0,"Clio CCD, Barbour County, Alabama",005,90648,01
2633.0,1422.0,1422.0,1276.0,146.0,0.0,1211.0,"Bakerhill CCD, Barbour County, Alabama",005,90189,01
6835.0,3303.0,3301.0,3019.0,282.0,2.0,3532.0,"West Blocton CCD, Bibb County, Alabama",007,93438,01
10791.0,5085.0,5085.0,4692.0,393.0,0.0,5706.0,"Centreville-Brent CCD, Bibb County, Alabama",007,90531,01
789.0,513.0,513.0,460.0,53.0,0.0,276.0,"Piper-Coleanor CCD, Bibb County, Alabama",007,92601,01
1152.0,565.0,565.0,469.0,96.0,0.0,587.0,"Midway CCD, Bullock County, Alabama",011,92133,01
4379.0,2422.0,2422.0,2238.0,184.0,0.0,1957.0,"Union Springs CCD, Bullock County, Alabama",011,93249,01
1148.0,847.0,847.0,722.0,125.0,0.0,301.0,"Fitzpatrick CCD, Bullock County, Alabama",011,91098,01
1838.0,1048.0,1048.0,861.0,187.0,0.0,790.0,"Inverness CCD, Bullock County, Alabama",011,91701,01
15661.0,8880.0,8830.0,7899.0,931.0,50.0,6781.0,"Jacksonville CCD, Calhoun County, Alabama",015,91746,01
5412.0,3107.0,3078.0,3002.0,76.0,29.0,2305.0,"Choccolocco CCD, Calhoun County, Alabama",015,90585,01
3741.0,2367.0,2353.0,2154.0,199.0,14.0,1374.0,"Ohatchee CCD, Calhoun County, Alabama",015,92430,01
5434.0,2755.0,2755.0,2582.0,173.0,0.0,2679.0,"Piedmont CCD, Calhoun County, Alabama",015,92556,01
1158.0,638.0,638.0,637.0,1.0,0.0,520.0,"Waverly CCD, Chambers County, Alabama",017,93393,01
53234.0,29742.0,29553.0,25934.0,3619.0,189.0,23492.0,"Anniston CCD, Calhoun County, Alabama",015,90099,01
2278.0,1017.0,1017.0,930.0,87.0,0.0,1261.0,"Five Points CCD, Chambers County, Alabama",017,91107,01
8278.0,4842.0,4842.0,4402.0,440.0,0.0,3436.0,"Lanett CCD, Chambers County, Alabama",017,91827,01
677.0,396.0,396.0,396.0,0.0,0.0,281.0,"Milltown CCD, Chambers County, Alabama",017,92169,01
4123.0,2023.0,2023.0,1921.0,102.0,0.0,2100.0,"La Fayette CCD, Chambers County, Alabama",017,91818,01
1083.0,488.0,480.0,360.0,120.0,8.0,595.0,"Coffeeville CCD, Clarke County, Alabama",025,90675,01
4198.0,2069.0,2069.0,1805.0,264.0,0.0,2129.0,"Grove Hill CCD, Clarke County, Alabama",025,91440,01
1118.0,520.0,520.0,435.0,85.0,0.0,598.0,"Fulton CCD, Clarke County, Alabama",025,91260,01
5098.0,2411.0,2411.0,2203.0,208.0,0.0,2687.0,"Thomasville CCD, Clarke County, Alabama",025,93132,01
3149.0,1509.0,1498.0,1368.0,130.0,11.0,1640.0,"Berry CCD, Fayette County, Alabama",057,90279,01
6564.0,3203.0,3203.0,2908.0,295.0,0.0,3361.0,"Fayette CCD, Fayette County, Alabama",057,91089,01
1190.0,673.0,673.0,593.0,80.0,0.0,517.0,"Pine Level CCD, Montgomery County, Alabama",101,92592,01
29887.0,17008.0,17008.0,16139.0,869.0,0.0,12879.0,"Albertville-Boaz CCD, Marshall County, Alabama",095,90054,01
8423.0,5687.0,5620.0,5443.0,177.0,67.0,2736.0,"Mount Meigs CCD, Montgomery County, Alabama",101,92295,01
16609.0,11877.0,11592.0,11202.0,390.0,285.0,4732.0,"Pike Road CCD, Montgomery County, Alabama",101,92565,01
144551.0,88118.0,86710.0,79711.0,6999.0,1408.0,56433.0,"Montgomery CCD, Montgomery County, Alabama",101,92214,01
1937.0,1066.0,1066.0,922.0,144.0,0.0,871.0,"Ramer CCD, Montgomery County, Alabama",101,92673,01
6663.0,3556.0,3556.0,3003.0,553.0,0.0,3107.0,"Hope Hull CCD, Montgomery County, Alabama",101,91665,01
12163.0,6732.0,6730.0,6238.0,492.0,2.0,5431.0,"Arab CCD, Marshall County, Alabama",095,90108,01
4527.0,2632.0,2632.0,2367.0,265.0,0.0,1895.0,"Douglas CCD, Marshall County, Alabama",095,90918,01
5588.0,3144.0,3127.0,2977.0,150.0,17.0,2444.0,"Union Grove CCD, Marshall County, Alabama",095,93240,01
8211.0,4303.0,4303.0,3899.0,404.0,0.0,3908.0,"Grant CCD, Marshall County, Alabama",095,91395,01
2649.0,1488.0,1488.0,1370.0,118.0,0.0,1161.0,"Town Creek CCD, Marshall County, Alabama",095,93150,01
10884.0,5852.0,5852.0,5466.0,386.0,0.0,5032.0,"Guntersville CCD, Marshall County, Alabama",095,91458,01
10674.0,5822.0,5795.0,5580.0,215.0,27.0,4852.0,"Hayden CCD, Blount County, Alabama",009,91557,01
7073.0,3013.0,3013.0,2833.0,180.0,0.0,4060.0,"Locust Fork CCD, Blount County, Alabama",009,91953,01
3619.0,1749.0,1749.0,1685.0,64.0,0.0,1870.0,"Brooksville CCD, Blount County, Alabama",009,90414,01
2767.0,1540.0,1540.0,1493.0,47.0,0.0,1227.0,"Cleveland CCD, Blount County, Alabama",009,90639,01
3977.0,1647.0,1647.0,1568.0,79.0,0.0,2330.0,"Clarence CCD, Blount County, Alabama",009,90612,01
6014.0,2667.0,2667.0,2466.0,201.0,0.0,3347.0,"Blountsville CCD, Blount County, Alabama",009,90333,01
11800.0,6060.0,6060.0,5755.0,305.0,0.0,5740.0,"Oneonta CCD, Blount County, Alabama",009,92439,01
6430.0,3830.0,3830.0,3609.0,221.0,0.0,2600.0,"Headland-Newville CCD, Henry County, Alabama",067,91584,01
2601.0,1162.0,1162.0,1104.0,58.0,0.0,1439.0,"Shorterville CCD, Henry County, Alabama",067,92907,01
1148.0,584.0,574.0,535.0,39.0,10.0,564.0,"Haleburg CCD, Henry County, Alabama",067,91485,01
33792.0,23332.0,23267.0,22103.0,1164.0,65.0,10460.0,"Madison CCD, Madison County, Alabama",089,92052,01
3793.0,1879.0,1879.0,1701.0,178.0,0.0,1914.0,"Abbeville CCD, Henry County, Alabama",067,90009,01
12305.0,7917.0,7917.0,7515.0,402.0,0.0,4388.0,"New Market CCD, Madison County, Alabama",089,92358,01
13361.0,8198.0,8140.0,7776.0,364.0,58.0,5163.0,"Gurley CCD, Madison County, Alabama",089,91467,01
9739.0,6799.0,6799.0,6210.0,589.0,0.0,2940.0,"Madison Crossroads CCD, Madison County, Alabama",089,92061,01
12029.0,7334.0,7331.0,6915.0,416.0,3.0,4695.0,"New Hope CCD, Madison County, Alabama",089,92349,01
