B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,name,county,county subdivision,state
846.0,407.0,407.0,380.0,27.0,0.0,439.0,"Boulder Junction town, Vilas County, Wisconsin",125,08950,55
502.0,344.0,344.0,338.0,6.0,0.0,158.0,"Plum Lake town, Vilas County, Wisconsin",125,63625,55
2010.0,1144.0,1144.0,1071.0,73.0,0.0,866.0,"Lincoln town, Vilas County, Wisconsin",125,44525,55
1603.0,797.0,797.0,744.0,53.0,0.0,806.0,"St. Germain town, Vilas County, Wisconsin",125,70725,55
2572.0,1476.0,1476.0,1255.0,221.0,0.0,1096.0,"Arbor Vitae town, Vilas County, Wisconsin",125,02450,55
4846.0,2495.0,2495.0,2379.0,116.0,0.0,2351.0,"Prairie du Chien city, Crawford County, Wisconsin",023,65050,55
134.0,74.0,74.0,72.0,2.0,0.0,60.0,"Lynxville village, Crawford County, Wisconsin",023,46675,55
368.0,224.0,224.0,203.0,21.0,0.0,144.0,"Marietta town, Crawford County, Wisconsin",023,49275,55
337.0,244.0,244.0,238.0,6.0,0.0,93.0,"Eastman village, Crawford County, Wisconsin",023,21900,55
69.0,45.0,45.0,37.0,8.0,0.0,24.0,"Steuben village, Crawford County, Wisconsin",023,77175,55
517.0,372.0,372.0,365.0,7.0,0.0,145.0,"Wauzeka village, Crawford County, Wisconsin",023,84725,55
847.0,592.0,592.0,575.0,17.0,0.0,255.0,"Bridgeport town, Crawford County, Wisconsin",023,09550,55
127.0,83.0,83.0,76.0,7.0,0.0,44.0,"Mount Sterling village, Crawford County, Wisconsin",023,54900,55
88.0,65.0,65.0,65.0,0.0,0.0,23.0,"De Soto village, Crawford County, Wisconsin",023,19850,55
788.0,497.0,497.0,475.0,22.0,0.0,291.0,"Clayton town, Crawford County, Wisconsin",023,15075,55
580.0,409.0,409.0,403.0,6.0,0.0,171.0,"Eastman town, Crawford County, Wisconsin",023,21925,55
230.0,147.0,147.0,139.0,8.0,0.0,83.0,"Haney town, Crawford County, Wisconsin",023,32500,55
399.0,228.0,228.0,218.0,10.0,0.0,171.0,"Scott town, Crawford County, Wisconsin",023,72275,55
462.0,231.0,231.0,227.0,4.0,0.0,231.0,"Soldiers Grove village, Crawford County, Wisconsin",023,74550,55
273.0,199.0,199.0,195.0,4.0,0.0,74.0,"Wauzeka town, Crawford County, Wisconsin",023,84750,55
582.0,313.0,313.0,298.0,15.0,0.0,269.0,"Freeman town, Crawford County, Wisconsin",023,27700,55
117.0,64.0,64.0,59.0,5.0,0.0,53.0,"Bell Center village, Crawford County, Wisconsin",023,06225,55
453.0,311.0,311.0,286.0,25.0,0.0,142.0,"Camp Douglas village, Juneau County, Wisconsin",057,12350,55
80.0,46.0,46.0,46.0,0.0,0.0,34.0,"Finley town, Juneau County, Wisconsin",057,25850,55
2012.0,1007.0,1007.0,942.0,65.0,0.0,1005.0,"Necedah town, Juneau County, Wisconsin",057,55725,55
1253.0,603.0,603.0,583.0,20.0,0.0,650.0,"Germantown town, Juneau County, Wisconsin",057,28850,55
163.0,89.0,89.0,86.0,3.0,0.0,74.0,"Hustler village, Juneau County, Wisconsin",057,36675,55
58.0,31.0,31.0,29.0,2.0,0.0,27.0,"Kingston town, Juneau County, Wisconsin",057,39800,55
282.0,166.0,166.0,154.0,12.0,0.0,116.0,"Cutler town, Juneau County, Wisconsin",057,18225,55
385.0,242.0,238.0,227.0,11.0,4.0,143.0,"Lyndon Station village, Juneau County, Wisconsin",057,46600,55
291.0,170.0,170.0,152.0,18.0,0.0,121.0,"Seven Mile Creek town, Juneau County, Wisconsin",057,72625,55
134.0,79.0,79.0,77.0,2.0,0.0,55.0,"Union Center village, Juneau County, Wisconsin",057,81725,55
502.0,290.0,285.0,279.0,6.0,5.0,212.0,"Fountain town, Juneau County, Wisconsin",057,26825,55
1277.0,845.0,845.0,822.0,23.0,0.0,432.0,"Lemonweir town, Juneau County, Wisconsin",057,43300,55
568.0,389.0,386.0,371.0,15.0,3.0,179.0,"Wonewoc town, Juneau County, Wisconsin",057,88525,55
587.0,358.0,358.0,340.0,18.0,0.0,229.0,"Clearfield town, Juneau County, Wisconsin",057,15225,55
509.0,305.0,305.0,285.0,20.0,0.0,204.0,"Kildare town, Juneau County, Wisconsin",057,39575,55
3661.0,2298.0,2271.0,2194.0,77.0,27.0,1363.0,"Mauston city, Juneau County, Wisconsin",057,50025,55
748.0,495.0,495.0,468.0,27.0,0.0,253.0,"Lisbon town, Juneau County, Wisconsin",057,44825,55
621.0,370.0,370.0,367.0,3.0,0.0,251.0,"Wonewoc village, Juneau County, Wisconsin",057,88500,55
2139.0,748.0,732.0,702.0,30.0,16.0,1391.0,"New Lisbon city, Juneau County, Wisconsin",057,56900,55
451.0,286.0,248.0,245.0,3.0,38.0,165.0,"Orange town, Juneau County, Wisconsin",057,60150,55
1140.0,677.0,677.0,626.0,51.0,0.0,463.0,"Elroy city, Juneau County, Wisconsin",057,23800,55
359.0,176.0,173.0,170.0,3.0,3.0,183.0,"Marion town, Juneau County, Wisconsin",057,49375,55
1032.0,675.0,675.0,644.0,31.0,0.0,357.0,"Lyndon town, Juneau County, Wisconsin",057,46525,55
509.0,353.0,353.0,337.0,16.0,0.0,156.0,"Centerville town, Manitowoc County, Wisconsin",071,13750,55
1114.0,779.0,779.0,766.0,13.0,0.0,335.0,"Gibson town, Manitowoc County, Wisconsin",071,28975,55
938.0,684.0,684.0,679.0,5.0,0.0,254.0,"Liberty town, Manitowoc County, Wisconsin",071,43850,55
1100.0,816.0,816.0,793.0,23.0,0.0,284.0,"Cooperstown town, Manitowoc County, Wisconsin",071,16950,55
842.0,612.0,612.0,610.0,2.0,0.0,230.0,"Manitowoc town, Manitowoc County, Wisconsin",071,48525,55
351.0,250.0,250.0,246.0,4.0,0.0,101.0,"Wilton village, Monroe County, Wisconsin",081,87525,55
714.0,269.0,269.0,259.0,10.0,0.0,445.0,"Barnes town, Bayfield County, Wisconsin",007,04750,55
360.0,227.0,227.0,221.0,6.0,0.0,133.0,"Kelly town, Bayfield County, Wisconsin",007,39025,55
354.0,204.0,204.0,201.0,3.0,0.0,150.0,"Bayview town, Bayfield County, Wisconsin",007,05475,55
