B07004I_001E,B07004I_002E,B07004I_003E,B07004I_004E,B07004I_005E,B07004I_006E,name,county,county subdivision,state
4922.0,4279.0,379.0,241.0,13.0,10.0,"Gainesville CCD, Cooke County, Texas",097,91435,48
11906.0,10023.0,710.0,845.0,108.0,220.0,"Raymondville CCD, Willacy County, Texas",489,93205,48
349.0,250.0,0.0,99.0,0.0,0.0,"Valley View CCD, Cooke County, Texas",097,93995,48
302.0,302.0,0.0,0.0,0.0,0.0,"Gainesville Southeast CCD, Cooke County, Texas",097,91440,48
833.0,714.0,104.0,15.0,0.0,0.0,"Callisburg CCD, Cooke County, Texas",097,90580,48
235.0,108.0,31.0,96.0,0.0,0.0,"Muenster CCD, Cooke County, Texas",097,92680,48
995.0,883.0,74.0,34.0,0.0,4.0,"Crosbyton CCD, Crosby County, Texas",107,90905,48
1287.0,946.0,230.0,111.0,0.0,0.0,"Ralls CCD, Crosby County, Texas",107,93185,48
926.0,721.0,75.0,130.0,0.0,0.0,"Lorenzo CCD, Crosby County, Texas",107,92290,48
85.0,72.0,0.0,0.0,0.0,13.0,"Lamesa Southwest CCD, Dawson County, Texas",115,92125,48
140.0,94.0,19.0,18.0,0.0,9.0,"Lamesa Northwest CCD, Dawson County, Texas",115,92115,48
6800.0,5178.0,962.0,524.0,136.0,0.0,"Lamesa CCD, Dawson County, Texas",115,92105,48
138.0,111.0,27.0,0.0,0.0,0.0,"Lamesa Southeast CCD, Dawson County, Texas",115,92120,48
150.0,134.0,0.0,16.0,0.0,0.0,"Lamesa Northeast CCD, Dawson County, Texas",115,92110,48
468.0,414.0,38.0,15.0,1.0,0.0,"Roby CCD, Fisher County, Texas",151,93275,48
604.0,534.0,39.0,21.0,10.0,0.0,"Rotan CCD, Fisher County, Texas",151,93340,48
58.0,58.0,0.0,0.0,0.0,0.0,"McCaulley CCD, Fisher County, Texas",151,92350,48
1008.0,905.0,93.0,10.0,0.0,0.0,"Realitos-Concepcion CCD, Duval County, Texas",131,93215,48
2459.0,2265.0,162.0,32.0,0.0,0.0,"Benavides CCD, Duval County, Texas",131,90260,48
4356.0,3324.0,582.0,450.0,0.0,0.0,"San Diego CCD, Duval County, Texas",131,93420,48
2327.0,1866.0,350.0,111.0,0.0,0.0,"Freer CCD, Duval County, Texas",131,91405,48
752.0,677.0,0.0,38.0,13.0,24.0,"Old River CCD, Burleson County, Texas",051,92890,48
900.0,821.0,47.0,27.0,5.0,0.0,"Somerville CCD, Burleson County, Texas",051,93610,48
1702.0,1499.0,163.0,40.0,0.0,0.0,"Caldwell CCD, Burleson County, Texas",051,90570,48
115.0,62.0,0.0,53.0,0.0,0.0,"Cooks Point CCD, Burleson County, Texas",051,90825,48
1267.0,1069.0,68.0,79.0,15.0,36.0,"Blanco CCD, Blanco County, Texas",031,90330,48
778.0,692.0,63.0,23.0,0.0,0.0,"Johnson City CCD, Blanco County, Texas",031,91950,48
317.0,317.0,0.0,0.0,0.0,0.0,"Buna CCD, Jasper County, Texas",241,90520,48
1485.0,1200.0,212.0,64.0,9.0,0.0,"Jasper CCD, Jasper County, Texas",241,91920,48
462.0,382.0,44.0,36.0,0.0,0.0,"Kirbyville CCD, Jasper County, Texas",241,92040,48
1169.0,1146.0,0.0,17.0,6.0,0.0,"Nome-China CCD, Jefferson County, Texas",245,92770,48
16843.0,14296.0,1815.0,429.0,238.0,65.0,"Beaumont CCD, Jefferson County, Texas",245,90230,48
315.0,315.0,0.0,0.0,0.0,0.0,"Sabine Pass CCD, Jefferson County, Texas",245,93385,48
2245.0,1722.0,94.0,148.0,124.0,157.0,"Brackettville CCD, Kinney County, Texas",271,90400,48
143.0,130.0,13.0,0.0,0.0,0.0,"Hereford West CCD, Deaf Smith County, Texas",117,91790,48
13101.0,11556.0,923.0,365.0,216.0,41.0,"Hereford East CCD, Deaf Smith County, Texas",117,91785,48
14323.0,11081.0,1760.0,1034.0,244.0,204.0,"Galveston CCD, Galveston County, Texas",167,91445,48
4253.0,3732.0,225.0,227.0,69.0,0.0,"Borger CCD, Hutchinson County, Texas",233,90385,48
494.0,445.0,42.0,3.0,0.0,4.0,"Stinnett CCD, Hutchinson County, Texas",233,93750,48
3801.0,3235.0,55.0,244.0,0.0,267.0,"Dilley CCD, Frio County, Texas",163,91055,48
1937.0,1699.0,96.0,135.0,7.0,0.0,"Crane South CCD, Crane County, Texas",103,90885,48
1003.0,946.0,57.0,0.0,0.0,0.0,"Crane North CCD, Crane County, Texas",103,90880,48
0.0,0.0,0.0,0.0,0.0,0.0,"Adamsville CCD, Lampasas County, Texas",281,90015,48
433.0,395.0,22.0,15.0,1.0,0.0,"Lometa CCD, Lampasas County, Texas",281,92255,48
3437.0,3178.0,81.0,168.0,10.0,0.0,"Lampasas CCD, Lampasas County, Texas",281,92130,48
91.0,24.0,23.0,44.0,0.0,0.0,"Rochelle CCD, McCulloch County, Texas",307,93280,48
244.0,233.0,0.0,11.0,0.0,0.0,"Melvin CCD, McCulloch County, Texas",307,92505,48
2236.0,1882.0,195.0,127.0,32.0,0.0,"Brady CCD, McCulloch County, Texas",307,90405,48
87.0,24.0,63.0,0.0,0.0,0.0,"Mason West CCD, Mason County, Texas",319,92450,48
308.0,275.0,9.0,24.0,0.0,0.0,"Bolivar Peninsula CCD, Galveston County, Texas",167,90370,48
54377.0,46408.0,4200.0,2925.0,252.0,592.0,"Texas City-League City CCD, Galveston County, Texas",167,93880,48
6473.0,5554.0,604.0,277.0,19.0,19.0,"La Marque-Hitchcock CCD, Galveston County, Texas",167,92100,48
3333.0,1753.0,149.0,206.0,670.0,555.0,"El Paso North Central CCD, El Paso County, Texas",141,91225,48
442680.0,381681.0,46850.0,4035.0,5533.0,4581.0,"El Paso CCD, El Paso County, Texas",141,91215,48
164464.0,150218.0,10539.0,953.0,1402.0,1352.0,"El Paso East CCD, El Paso County, Texas",141,91220,48
64751.0,55325.0,6050.0,336.0,2388.0,652.0,"El Paso Northwest CCD, El Paso County, Texas",141,91230,48
4640.0,4020.0,383.0,237.0,0.0,0.0,"Cotulla CCD, La Salle County, Texas",283,90870,48
1189.0,771.0,118.0,59.0,82.0,159.0,"Encinal CCD, La Salle County, Texas",283,91240,48
66.0,66.0,0.0,0.0,0.0,0.0,"Miami CCD, Roberts County, Texas",393,92555,48
396.0,384.0,0.0,12.0,0.0,0.0,"West Terrell CCD, Terrell County, Texas",443,94175,48
10.0,5.0,0.0,0.0,0.0,5.0,"East Terrell CCD, Terrell County, Texas",443,91140,48
75.0,63.0,0.0,12.0,0.0,0.0,"Colmesneil-Chester CCD, Tyler County, Texas",457,90785,48
168.0,101.0,46.0,21.0,0.0,0.0,"Warren CCD, Tyler County, Texas",457,94075,48
1249.0,1114.0,6.0,115.0,14.0,0.0,"Woodville CCD, Tyler County, Texas",457,94285,48
69.0,56.0,0.0,0.0,13.0,0.0,"Spurger CCD, Tyler County, Texas",457,93710,48
1494.0,1402.0,0.0,0.0,92.0,0.0,"Sabinal CCD, Uvalde County, Texas",463,93375,48
17226.0,14792.0,1245.0,548.0,577.0,64.0,"Uvalde CCD, Uvalde County, Texas",463,93980,48
561.0,399.0,43.0,27.0,92.0,0.0,"Shamrock CCD, Wheeler County, Texas",483,93545,48
890.0,829.0,24.0,23.0,14.0,0.0,"Wheeler CCD, Wheeler County, Texas",483,94190,48
128.0,128.0,0.0,0.0,0.0,0.0,"Dalby Springs-Simms CCD, Bowie County, Texas",037,90950,48
376.0,331.0,45.0,0.0,0.0,0.0,"De Kalb CCD, Bowie County, Texas",037,90980,48
306.0,286.0,20.0,0.0,0.0,0.0,"Hooks CCD, Bowie County, Texas",037,91830,48
1179.0,1003.0,0.0,176.0,0.0,0.0,"New Boston CCD, Bowie County, Texas",037,92725,48
