B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
2293.0,104.0,104.0,68.0,85.0,136.0,91.0,139.0,122.0,120.0,275.0,254.0,423.0,233.0,116.0,2.0,21.0,"St. Anthony CCD, Fremont County, Idaho",043,93128,16
1386.0,7.0,49.0,48.0,47.0,85.0,54.0,93.0,96.0,126.0,98.0,151.0,199.0,192.0,39.0,38.0,64.0,"Sugar City CCD, Madison County, Idaho",065,93381,16
329.0,26.0,27.0,22.0,26.0,18.0,24.0,13.0,21.0,20.0,18.0,43.0,44.0,25.0,0.0,2.0,0.0,"Mullan CCD, Shoshone County, Idaho",079,92346,16
229.0,0.0,23.0,0.0,0.0,10.0,32.0,5.0,33.0,11.0,29.0,69.0,8.0,0.0,9.0,0.0,0.0,"Murray CCD, Shoshone County, Idaho",079,92392,16
2872.0,248.0,157.0,196.0,308.0,196.0,204.0,149.0,136.0,199.0,255.0,283.0,282.0,118.0,31.0,50.0,60.0,"Kellogg CCD, Shoshone County, Idaho",079,91794,16
152.0,22.0,24.0,7.0,18.0,9.0,8.0,19.0,5.0,3.0,2.0,10.0,18.0,4.0,2.0,0.0,1.0,"Avery-Clarkia CCD, Shoshone County, Idaho",079,90230,16
641.0,15.0,47.0,12.0,50.0,21.0,34.0,57.0,31.0,67.0,52.0,117.0,94.0,8.0,15.0,17.0,4.0,"Cottonwood CCD, Idaho County, Idaho",049,90644,16
2443.0,209.0,158.0,123.0,106.0,243.0,144.0,185.0,88.0,112.0,313.0,396.0,90.0,212.0,0.0,64.0,0.0,"Grangeville CCD, Idaho County, Idaho",049,91334,16
875.0,98.0,32.0,62.0,93.0,58.0,75.0,73.0,42.0,50.0,88.0,68.0,90.0,27.0,0.0,13.0,6.0,"Elk City CCD, Idaho County, Idaho",049,90897,16
549.0,19.0,51.0,39.0,74.0,44.0,50.0,23.0,61.0,26.0,59.0,39.0,29.0,11.0,12.0,3.0,9.0,"Riggins CCD, Idaho County, Idaho",049,93013,16
1604.0,127.0,101.0,104.0,137.0,99.0,141.0,133.0,128.0,83.0,95.0,139.0,171.0,86.0,30.0,26.0,4.0,"Nez Perce CCD, Idaho County, Idaho",049,92553,16
1703.0,82.0,37.0,169.0,33.0,69.0,146.0,28.0,130.0,87.0,86.0,198.0,271.0,92.0,202.0,46.0,27.0,"Victor CCD, Teton County, Idaho",081,93611,16
610.0,22.0,22.0,69.0,2.0,6.0,11.0,11.0,45.0,38.0,67.0,111.0,112.0,68.0,5.0,0.0,21.0,"Tetonia CCD, Teton County, Idaho",081,93473,16
986.0,16.0,55.0,67.0,51.0,2.0,53.0,67.0,42.0,69.0,127.0,49.0,153.0,123.0,49.0,24.0,39.0,"Driggs CCD, Teton County, Idaho",081,90782,16
233.0,7.0,0.0,19.0,17.0,12.0,3.0,16.0,11.0,44.0,21.0,47.0,17.0,11.0,0.0,4.0,4.0,"Fort Hall CCD, Power County, Idaho",077,91127,16
