C16001_001E,C16001_002E,C16001_004E,C16001_005E,C16001_007E,C16001_008E,C16001_010E,C16001_011E,C16001_013E,C16001_014E,C16001_016E,C16001_017E,C16001_019E,C16001_020E,C16001_022E,C16001_023E,C16001_025E,C16001_026E,C16001_028E,C16001_029E,C16001_031E,C16001_032E,C16001_034E,C16001_035E,C16001_037E,C16001_038E,name,county,county subdivision,state
45502.0,38041.0,226.0,56.0,25.0,0.0,98.0,15.0,0.0,0.0,126.0,37.0,153.0,105.0,211.0,241.0,66.0,80.0,525.0,218.0,3900.0,1190.0,0.0,0.0,149.0,40.0,"Hilo CCD, Hawaii County, Hawaii",001,90630,15
10447.0,7983.0,172.0,128.0,10.0,53.0,0.0,0.0,0.0,0.0,30.0,0.0,67.0,188.0,25.0,0.0,5.0,0.0,38.0,22.0,888.0,424.0,0.0,0.0,414.0,0.0,"South Kona CCD, Hawaii County, Hawaii",001,93240,15
38669.0,30768.0,861.0,331.0,212.0,38.0,52.0,17.0,117.0,26.0,275.0,68.0,320.0,216.0,130.0,48.0,0.0,12.0,380.0,355.0,2202.0,1375.0,47.0,0.0,819.0,0.0,"North Kona CCD, Hawaii County, Hawaii",001,92610,15
4054.0,2742.0,141.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,193.0,158.0,500.0,216.0,0.0,0.0,1.0,2.0,"Honokaa-Kukuihaele CCD, Hawaii County, Hawaii",001,90720,15
2702.0,1938.0,8.0,0.0,38.0,15.0,5.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,53.0,383.0,129.0,0.0,0.0,38.0,0.0,"Paauhau-Paauilo CCD, Hawaii County, Hawaii",001,92700,15
10427.0,9488.0,190.0,82.0,68.0,0.0,19.0,0.0,0.0,24.0,0.0,0.0,3.0,3.0,37.0,18.0,0.0,0.0,59.0,46.0,122.0,233.0,0.0,0.0,19.0,16.0,"Pahoa-Kalapana CCD, Hawaii County, Hawaii",001,92790,15
5830.0,4133.0,4.0,0.0,0.0,0.0,51.0,0.0,102.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,34.0,927.0,277.0,0.0,0.0,36.0,0.0,"North Kohala CCD, Hawaii County, Hawaii",001,92520,15
4384.0,3351.0,34.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,299.0,94.0,317.0,244.0,0.0,0.0,0.0,0.0,"Papaikou-Wailea CCD, Hawaii County, Hawaii",001,92880,15
8154.0,5573.0,392.0,171.0,60.0,0.0,0.0,15.0,99.0,0.0,0.0,0.0,83.0,14.0,0.0,0.0,0.0,0.0,194.0,153.0,655.0,525.0,0.0,0.0,196.0,24.0,"Kau CCD, Hawaii County, Hawaii",001,91170,15
18385.0,12127.0,415.0,134.0,89.0,0.0,0.0,29.0,32.0,18.0,40.0,15.0,10.0,10.0,22.0,0.0,0.0,7.0,122.0,193.0,3732.0,1275.0,36.0,0.0,79.0,0.0,"South Kohala CCD, Hawaii County, Hawaii",001,93150,15
