B19013D_001E,name,county,county subdivision,state
-666666666.0,"Castleton town, Rutland County, Vermont",021,11950,50
-666666666.0,"Pittsford town, Rutland County, Vermont",021,55600,50
-666666666.0,"Shrewsbury town, Rutland County, Vermont",021,65275,50
-666666666.0,"Brandon town, Rutland County, Vermont",021,07750,50
-666666666.0,"Hubbardton town, Rutland County, Vermont",021,34450,50
-666666666.0,"Killington town, Rutland County, Vermont",021,37685,50
-666666666.0,"Middletown Springs town, Rutland County, Vermont",021,44800,50
-666666666.0,"Mendon town, Rutland County, Vermont",021,44125,50
-666666666.0,"Mount Holly town, Rutland County, Vermont",021,47200,50
-666666666.0,"West Rutland town, Rutland County, Vermont",021,82300,50
-666666666.0,"Proctor town, Rutland County, Vermont",021,57250,50
-666666666.0,"Ira town, Rutland County, Vermont",021,35425,50
-666666666.0,"Benson town, Rutland County, Vermont",021,05200,50
-666666666.0,"Clarendon town, Rutland County, Vermont",021,14500,50
-666666666.0,"Danby town, Rutland County, Vermont",021,16825,50
-666666666.0,"Fair Haven town, Rutland County, Vermont",021,25375,50
-666666666.0,"Poultney town, Rutland County, Vermont",021,56875,50
-666666666.0,"Mount Tabor town, Rutland County, Vermont",021,47425,50
-666666666.0,"Pittsfield town, Rutland County, Vermont",021,55450,50
-666666666.0,"Rutland city, Rutland County, Vermont",021,61225,50
-666666666.0,"Chittenden town, Rutland County, Vermont",021,14350,50
-666666666.0,"Pawlet town, Rutland County, Vermont",021,54250,50
-666666666.0,"Tinmouth town, Rutland County, Vermont",021,72925,50
-666666666.0,"Wallingford town, Rutland County, Vermont",021,75925,50
-666666666.0,"Wells town, Rutland County, Vermont",021,77950,50
-666666666.0,"West Haven town, Rutland County, Vermont",021,80875,50
-666666666.0,"Sudbury town, Rutland County, Vermont",021,71050,50
-666666666.0,"Rutland town, Rutland County, Vermont",021,61300,50
-666666666.0,"Glover town, Orleans County, Vermont",019,28075,50
-666666666.0,"Troy town, Orleans County, Vermont",019,73525,50
-666666666.0,"Albany town, Orleans County, Vermont",019,00475,50
-666666666.0,"Greensboro town, Orleans County, Vermont",019,30175,50
-666666666.0,"Jay town, Orleans County, Vermont",019,36325,50
-666666666.0,"Irasburg town, Orleans County, Vermont",019,35575,50
-666666666.0,"Westfield town, Orleans County, Vermont",019,80200,50
-666666666.0,"Charleston town, Orleans County, Vermont",019,13150,50
-666666666.0,"Derby town, Orleans County, Vermont",019,17350,50
