B19001I_001E,B19001I_002E,B19001I_003E,B19001I_004E,B19001I_005E,B19001I_006E,B19001I_007E,B19001I_008E,B19001I_009E,B19001I_010E,B19001I_011E,B19001I_012E,B19001I_013E,B19001I_014E,B19001I_015E,B19001I_016E,B19001I_017E,name,county,county subdivision,state
497.0,11.0,74.0,57.0,32.0,35.0,12.0,78.0,33.0,38.0,9.0,47.0,20.0,31.0,0.0,0.0,20.0,"Torrington CCD, Goshen County, Wyoming",015,93465,56
18.0,1.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Goshen Hole CCD, Goshen County, Wyoming",015,91430,56
12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,"Rawhide Creek CCD, Goshen County, Wyoming",015,92585,56
621.0,142.0,116.0,69.0,42.0,22.0,0.0,22.0,53.0,38.0,14.0,21.0,38.0,15.0,0.0,29.0,0.0,"Evanston CCD, Uinta County, Wyoming",041,91155,56
26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,"Bridger Valley CCD, Uinta County, Wyoming",041,90440,56
4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Ten Sleep CCD, Washakie County, Wyoming",043,93300,56
411.0,32.0,16.0,22.0,49.0,25.0,7.0,9.0,41.0,16.0,53.0,48.0,69.0,0.0,0.0,24.0,0.0,"Worland CCD, Washakie County, Wyoming",043,93795,56
55.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,"Thermopolis West CCD, Hot Springs County, Wyoming",017,93410,56
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,"Thermopolis East CCD, Hot Springs County, Wyoming",017,93355,56
29.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,"Dubois CCD, Fremont County, Wyoming",013,91045,56
159.0,30.0,0.0,9.0,22.0,0.0,0.0,14.0,0.0,9.0,30.0,34.0,8.0,3.0,0.0,0.0,0.0,"Lander CCD, Fremont County, Wyoming",013,92035,56
