B19013H_001E,name,county,county subdivision,state
67039.0,"South Wheatland township, Macon County, Illinois",115,71357,17
42804.0,"Decatur township, Macon County, Illinois",115,18836,17
51250.0,"Pleasant View township, Macon County, Illinois",115,60677,17
70014.0,"Long Creek township, Macon County, Illinois",115,44511,17
70986.0,"Mount Zion township, Macon County, Illinois",115,51219,17
103158.0,"Austin township, Macon County, Illinois",115,03051,17
67115.0,"Illini township, Macon County, Illinois",115,37023,17
83125.0,"Lynnville precinct, Morgan County, Illinois",137,91962,17
56382.0,"Maroa township, Macon County, Illinois",115,47085,17
62500.0,"Blue Mound township, Macon County, Illinois",115,06769,17
52655.0,"Hickory Point township, Macon County, Illinois",115,34527,17
62679.0,"Niantic township, Macon County, Illinois",115,52974,17
64118.0,"Oakley township, Macon County, Illinois",115,54859,17
25104.0,"Jacksonville No. 2 precinct, Morgan County, Illinois",137,91712,17
18269.0,"Jacksonville No. 9 precinct, Morgan County, Illinois",137,91719,17
71563.0,"Nortonville precinct, Morgan County, Illinois",137,92268,17
50163.0,"Markham precinct, Morgan County, Illinois",137,92034,17
54432.0,"Jacksonville No. 5 precinct, Morgan County, Illinois",137,91715,17
54226.0,"Jacksonville No. 6 precinct, Morgan County, Illinois",137,91716,17
45250.0,"Appanoose township, Hancock County, Illinois",067,01621,17
56141.0,"Harmony township, Hancock County, Illinois",067,32993,17
41083.0,"Rock Creek township, Hancock County, Illinois",067,64876,17
81667.0,"Sonora township, Hancock County, Illinois",067,70499,17
81250.0,"Walker township, Hancock County, Illinois",067,78422,17
55547.0,"Chili township, Hancock County, Illinois",067,14104,17
61238.0,"Collinsville township, Madison County, Illinois",119,15612,17
40625.0,"St. Mary township, Hancock County, Illinois",067,67054,17
49205.0,"Dallas City township, Hancock County, Illinois",067,18433,17
41831.0,"Alton township, Madison County, Illinois",119,01127,17
37019.0,"Wilcox township, Hancock County, Illinois",067,81607,17
88594.0,"St. Jacob township, Madison County, Illinois",119,66872,17
51426.0,"Wood River township, Madison County, Illinois",119,83284,17
69663.0,"Marine township, Madison County, Illinois",119,46877,17
74333.0,"Omphghent township, Madison County, Illinois",119,56068,17
30815.0,"Venice township, Madison County, Illinois",119,77486,17
47315.0,"Chouteau township, Madison County, Illinois",119,14260,17
80560.0,"Jarvis township, Madison County, Illinois",119,38245,17
53527.0,"Nameoki township, Madison County, Illinois",119,51583,17
48728.0,"Granite City township, Madison County, Illinois",119,30939,17
56930.0,"Helvetia township, Madison County, Illinois",119,33981,17
74625.0,"Foster township, Madison County, Illinois",119,27182,17
78295.0,"Moro township, Madison County, Illinois",119,50465,17
111643.0,"Pin Oak township, Madison County, Illinois",119,60014,17
86208.0,"Hamel township, Madison County, Illinois",119,32421,17
77507.0,"Edwardsville township, Madison County, Illinois",119,22710,17
75750.0,"New Douglas township, Madison County, Illinois",119,52428,17
76531.0,"Saline township, Madison County, Illinois",119,67275,17
73125.0,"Leef township, Madison County, Illinois",119,42652,17
51705.0,"Olive township, Madison County, Illinois",119,55834,17
67966.0,"Fort Russell township, Madison County, Illinois",119,27130,17
69412.0,"Godfrey township, Madison County, Illinois",119,30107,17
64828.0,"Felix township, Grundy County, Illinois",063,25778,17
86023.0,"Goodfarm township, Grundy County, Illinois",063,30432,17
67891.0,"Mazon township, Grundy County, Illinois",063,47800,17
70000.0,"Alhambra township, Madison County, Illinois",119,00750,17
91518.0,"Goose Lake township, Grundy County, Illinois",063,30549,17
86719.0,"Vienna township, Grundy County, Illinois",063,77850,17
99375.0,"Erienna township, Grundy County, Illinois",063,24400,17
65938.0,"Garfield township, Grundy County, Illinois",063,28677,17
63750.0,"Greenfield township, Grundy County, Illinois",063,31381,17
96250.0,"Norman township, Grundy County, Illinois",063,53286,17
65500.0,"Highland township, Grundy County, Illinois",063,34657,17
76827.0,"Saratoga township, Grundy County, Illinois",063,67678,17
79091.0,"Wauponsee township, Grundy County, Illinois",063,79345,17
100000.0,"Nettle Creek township, Grundy County, Illinois",063,52038,17
71555.0,"Braceville township, Grundy County, Illinois",063,07653,17
84063.0,"Aux Sable township, Grundy County, Illinois",063,03090,17
51161.0,"Morris township, Grundy County, Illinois",063,50504,17
76250.0,"Salina township, Kankakee County, Illinois",091,67262,17
55250.0,"Momence township, Kankakee County, Illinois",091,49906,17
59551.0,"St. Anne township, Kankakee County, Illinois",091,66651,17
80694.0,"Rockville township, Kankakee County, Illinois",091,65195,17
80983.0,"Limestone township, Kankakee County, Illinois",091,43497,17
70822.0,"Otto township, Kankakee County, Illinois",091,57017,17
71176.0,"Sumner township, Kankakee County, Illinois",091,73690,17
62978.0,"Bourbonnais township, Kankakee County, Illinois",091,07484,17
