B25003I_001E,B25003I_002E,B25003I_003E,name,county,county subdivision,state
138.0,68.0,70.0,"Stilwell East CCD, Adair County, Oklahoma",001,93250,40
32.0,12.0,20.0,"Westville CCD, Adair County, Oklahoma",001,93796,40
28.0,16.0,12.0,"Watts CCD, Adair County, Oklahoma",001,93588,40
15.0,15.0,0.0,"Stilwell West CCD, Adair County, Oklahoma",001,93263,40
13.0,8.0,5.0,"Konawa CCD, Seminole County, Oklahoma",133,91612,40
16.0,16.0,0.0,"Seminole South CCD, Seminole County, Oklahoma",133,92795,40
66.0,33.0,33.0,"Wewoka CCD, Seminole County, Oklahoma",133,93835,40
204.0,134.0,70.0,"Seminole North CCD, Seminole County, Oklahoma",133,92782,40
23.0,23.0,0.0,"Velma-Alma CCD, Stephens County, Oklahoma",137,93432,40
85.0,37.0,48.0,"Marlow CCD, Stephens County, Oklahoma",137,91781,40
82.0,48.0,34.0,"Comanche CCD, Stephens County, Oklahoma",137,90650,40
664.0,402.0,262.0,"Duncan CCD, Stephens County, Oklahoma",137,90780,40
26.0,12.0,14.0,"Keyes CCD, Cimarron County, Oklahoma",025,91560,40
124.0,60.0,64.0,"Boise City CCD, Cimarron County, Oklahoma",025,90286,40
101.0,83.0,18.0,"Watonga CCD, Blaine County, Oklahoma",011,93575,40
19.0,15.0,4.0,"Canton CCD, Blaine County, Oklahoma",011,90416,40
24.0,13.0,11.0,"Geary CCD, Blaine County, Oklahoma",011,91170,40
66.0,18.0,48.0,"Okeene CCD, Blaine County, Oklahoma",011,92392,40
661.0,364.0,297.0,"Ardmore CCD, Carter County, Oklahoma",019,90156,40
15.0,5.0,10.0,"Wilson CCD, Carter County, Oklahoma",019,93861,40
36.0,18.0,18.0,"Ardmore North CCD, Carter County, Oklahoma",019,90169,40
13.0,9.0,4.0,"Healdton North CCD, Carter County, Oklahoma",019,91287,40
46.0,26.0,20.0,"Healdton Central CCD, Carter County, Oklahoma",019,91274,40
13.0,10.0,3.0,"West Coal CCD, Coal County, Oklahoma",029,93705,40
