B19001D_001E,B19001D_002E,B19001D_003E,B19001D_004E,B19001D_005E,B19001D_006E,B19001D_007E,B19001D_008E,B19001D_009E,B19001D_010E,B19001D_011E,B19001D_012E,B19001D_013E,B19001D_014E,B19001D_015E,B19001D_016E,B19001D_017E,name,county,county subdivision,state
73.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,0.0,28.0,"Redding town, Fairfield County, Connecticut",001,63480,09
510.0,51.0,5.0,15.0,0.0,0.0,34.0,58.0,0.0,14.0,40.0,0.0,54.0,113.0,6.0,97.0,23.0,"Stratford town, Fairfield County, Connecticut",001,74190,09
3873.0,172.0,54.0,0.0,73.0,42.0,68.0,56.0,10.0,72.0,180.0,268.0,521.0,373.0,366.0,597.0,1021.0,"Stamford town, Fairfield County, Connecticut",001,73070,09
192.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,38.0,22.0,40.0,64.0,"New Canaan town, Fairfield County, Connecticut",001,50580,09
50.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,"New Fairfield town, Fairfield County, Connecticut",001,50860,09
156.0,0.0,22.0,0.0,0.0,3.0,8.0,11.0,8.0,0.0,0.0,0.0,14.0,10.0,0.0,26.0,54.0,"Newtown town, Fairfield County, Connecticut",001,52980,09
97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,19.0,68.0,"Weston town, Fairfield County, Connecticut",001,83430,09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"County subdivisions not defined, Fairfield County, Connecticut",001,00000,09
46.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,12.0,9.0,"Easton town, Fairfield County, Connecticut",001,23890,09
394.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,6.0,32.0,29.0,12.0,21.0,284.0,"Wilton town, Fairfield County, Connecticut",001,86370,09
1419.0,245.0,52.0,1.0,85.0,12.0,95.0,75.0,80.0,56.0,104.0,132.0,254.0,61.0,38.0,27.0,102.0,"Bridgeport town, Fairfield County, Connecticut",001,08070,09
348.0,10.0,7.0,0.0,0.0,0.0,35.0,0.0,7.0,0.0,13.0,0.0,48.0,10.0,16.0,34.0,168.0,"Darien town, Fairfield County, Connecticut",001,18850,09
744.0,11.0,29.0,4.0,54.0,6.0,33.0,29.0,18.0,34.0,38.0,20.0,26.0,88.0,74.0,69.0,211.0,"Fairfield town, Fairfield County, Connecticut",001,26620,09
327.0,28.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,12.0,34.0,44.0,55.0,57.0,36.0,35.0,"Bethel town, Fairfield County, Connecticut",001,04720,09
250.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,14.0,0.0,37.0,12.0,14.0,26.0,96.0,38.0,"Ridgefield town, Fairfield County, Connecticut",001,63970,09
435.0,0.0,0.0,29.0,0.0,22.0,9.0,0.0,0.0,10.0,9.0,58.0,32.0,48.0,28.0,106.0,84.0,"Shelton town, Fairfield County, Connecticut",001,68170,09
626.0,36.0,0.0,0.0,0.0,0.0,8.0,42.0,29.0,0.0,0.0,10.0,11.0,8.0,47.0,116.0,319.0,"Westport town, Fairfield County, Connecticut",001,83500,09
1620.0,9.0,15.0,12.0,39.0,37.0,44.0,130.0,17.0,101.0,72.0,116.0,353.0,213.0,130.0,195.0,137.0,"Danbury town, Fairfield County, Connecticut",001,18500,09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beacon Falls town, New Haven County, Connecticut",009,03250,09
566.0,77.0,0.0,0.0,34.0,18.0,0.0,12.0,25.0,52.0,16.0,56.0,37.0,60.0,38.0,99.0,42.0,"West Haven town, New Haven County, Connecticut",009,82870,09
117.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25.0,0.0,11.0,36.0,"Bethany town, New Haven County, Connecticut",009,04580,09
428.0,0.0,39.0,0.0,0.0,0.0,10.0,5.0,0.0,21.0,129.0,74.0,4.0,7.0,50.0,13.0,76.0,"East Haven town, New Haven County, Connecticut",009,22910,09
