B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,county,county subdivision,state
788.0,735.0,46.0,7.0,0.0,0.0,"Louisville CCD, Barbour County, Alabama",005,91989,01
5344.0,4658.0,369.0,107.0,210.0,0.0,"Eufaula CCD, Barbour County, Alabama",005,91017,01
1472.0,1130.0,107.0,198.0,37.0,0.0,"Clayton CCD, Barbour County, Alabama",005,90630,01
2006.0,1830.0,56.0,113.0,7.0,0.0,"Clio CCD, Barbour County, Alabama",005,90648,01
2330.0,2061.0,229.0,13.0,27.0,0.0,"Bakerhill CCD, Barbour County, Alabama",005,90189,01
8002.0,7131.0,432.0,357.0,65.0,17.0,"West Blocton CCD, Bibb County, Alabama",007,93438,01
8023.0,7079.0,343.0,593.0,8.0,0.0,"Centreville-Brent CCD, Bibb County, Alabama",007,90531,01
668.0,650.0,0.0,18.0,0.0,0.0,"Piper-Coleanor CCD, Bibb County, Alabama",007,92601,01
86.0,79.0,0.0,7.0,0.0,0.0,"Midway CCD, Bullock County, Alabama",011,92133,01
1116.0,1000.0,71.0,45.0,0.0,0.0,"Union Springs CCD, Bullock County, Alabama",011,93249,01
449.0,449.0,0.0,0.0,0.0,0.0,"Fitzpatrick CCD, Bullock County, Alabama",011,91098,01
613.0,555.0,0.0,58.0,0.0,0.0,"Inverness CCD, Bullock County, Alabama",011,91701,01
14241.0,10843.0,1794.0,881.0,715.0,8.0,"Jacksonville CCD, Calhoun County, Alabama",015,91746,01
6293.0,5639.0,561.0,66.0,27.0,0.0,"Choccolocco CCD, Calhoun County, Alabama",015,90585,01
4319.0,3946.0,133.0,237.0,0.0,3.0,"Ohatchee CCD, Calhoun County, Alabama",015,92430,01
5937.0,5106.0,494.0,224.0,105.0,8.0,"Piedmont CCD, Calhoun County, Alabama",015,92556,01
402.0,383.0,0.0,18.0,1.0,0.0,"Waverly CCD, Chambers County, Alabama",017,93393,01
41040.0,34737.0,3366.0,2323.0,502.0,112.0,"Anniston CCD, Calhoun County, Alabama",015,90099,01
2049.0,1913.0,7.0,120.0,0.0,9.0,"Five Points CCD, Chambers County, Alabama",017,91107,01
5701.0,5244.0,296.0,142.0,19.0,0.0,"Lanett CCD, Chambers County, Alabama",017,91827,01
706.0,706.0,0.0,0.0,0.0,0.0,"Milltown CCD, Chambers County, Alabama",017,92169,01
2106.0,1877.0,86.0,44.0,99.0,0.0,"La Fayette CCD, Chambers County, Alabama",017,91818,01
652.0,635.0,16.0,1.0,0.0,0.0,"Coffeeville CCD, Clarke County, Alabama",025,90675,01
2411.0,2283.0,84.0,18.0,26.0,0.0,"Grove Hill CCD, Clarke County, Alabama",025,91440,01
950.0,925.0,15.0,10.0,0.0,0.0,"Fulton CCD, Clarke County, Alabama",025,91260,01
3607.0,3301.0,92.0,39.0,156.0,19.0,"Thomasville CCD, Clarke County, Alabama",025,93132,01
3653.0,3129.0,457.0,35.0,32.0,0.0,"Berry CCD, Fayette County, Alabama",057,90279,01
5836.0,4970.0,507.0,328.0,31.0,0.0,"Fayette CCD, Fayette County, Alabama",057,91089,01
