B19013I_001E,name,county,county subdivision,state
54167.0,"Hilo CCD, Hawaii County, Hawaii",001,90630,15
37411.0,"South Kona CCD, Hawaii County, Hawaii",001,93240,15
49953.0,"North Kona CCD, Hawaii County, Hawaii",001,92610,15
56842.0,"Honokaa-Kukuihaele CCD, Hawaii County, Hawaii",001,90720,15
-666666666.0,"Paauhau-Paauilo CCD, Hawaii County, Hawaii",001,92700,15
44081.0,"Pahoa-Kalapana CCD, Hawaii County, Hawaii",001,92790,15
75134.0,"North Kohala CCD, Hawaii County, Hawaii",001,92520,15
18125.0,"Papaikou-Wailea CCD, Hawaii County, Hawaii",001,92880,15
-666666666.0,"Kau CCD, Hawaii County, Hawaii",001,91170,15
68404.0,"South Kohala CCD, Hawaii County, Hawaii",001,93150,15
29449.0,"Keaau-Mountain View CCD, Hawaii County, Hawaii",001,91350,15
-666666666.0,"North Hilo CCD, Hawaii County, Hawaii",001,92430,15
73575.0,"Koolaupoko CCD, Honolulu County, Hawaii",003,91800,15
52344.0,"Wahiawa CCD, Honolulu County, Hawaii",003,93420,15
82094.0,"Ewa CCD, Honolulu County, Hawaii",003,90270,15
50625.0,"Waialua CCD, Honolulu County, Hawaii",003,93510,15
61705.0,"Koolauloa CCD, Honolulu County, Hawaii",003,91710,15
49360.0,"Waianae CCD, Honolulu County, Hawaii",003,93600,15
55269.0,"Honolulu CCD, Honolulu County, Hawaii",003,90810,15
106346.0,"Kula CCD, Maui County, Hawaii",009,91890,15
63056.0,"Makawao-Paia CCD, Maui County, Hawaii",009,92250,15
71250.0,"Kihei CCD, Maui County, Hawaii",009,91530,15
74700.0,"Haiku-Pauwela CCD, Maui County, Hawaii",009,90360,15
-666666666.0,"Hana CCD, Maui County, Hawaii",009,90450,15
56196.0,"Wailuku CCD, Maui County, Hawaii",009,93870,15
-666666666.0,"Lanai CCD, Maui County, Hawaii",009,92070,15
127083.0,"Waihee-Waikapu CCD, Maui County, Hawaii",009,93690,15
56389.0,"Lahaina CCD, Maui County, Hawaii",009,91980,15
51667.0,"West Molokai CCD, Maui County, Hawaii",009,93960,15
105208.0,"East Molokai CCD, Maui County, Hawaii",009,90090,15
44278.0,"Kahului CCD, Maui County, Hawaii",009,90900,15
-666666666.0,"Puunene CCD, Maui County, Hawaii",009,93060,15
-666666666.0,"Spreckelsville CCD, Maui County, Hawaii",009,93330,15
-666666666.0,"Niihau CCD, Kauai County, Hawaii",007,92340,15
65903.0,"Kekaha-Waimea CCD, Kauai County, Hawaii",007,91440,15
56591.0,"Lihue CCD, Kauai County, Hawaii",007,92160,15
62813.0,"Puhi-Hanamaulu CCD, Kauai County, Hawaii",007,92970,15
89653.0,"Kaumakani-Hanapepe CCD, Kauai County, Hawaii",007,91260,15
82857.0,"Eleele-Kalaheo CCD, Kauai County, Hawaii",007,90180,15
79333.0,"Kapaa CCD, Kauai County, Hawaii",007,91080,15
61771.0,"Wailua-Anahola CCD, Kauai County, Hawaii",007,93780,15
46458.0,"Hanalei CCD, Kauai County, Hawaii",007,90540,15
50000.0,"Koloa-Poipu CCD, Kauai County, Hawaii",007,91620,15
-666666666.0,"Kalawao CCD, Kalawao County, Hawaii",005,90990,15
