B19013H_001E,name,county,county subdivision,state
53750.0,"Boulder Junction town, Vilas County, Wisconsin",125,08950,55
60833.0,"Plum Lake town, Vilas County, Wisconsin",125,63625,55
44432.0,"Lincoln town, Vilas County, Wisconsin",125,44525,55
39414.0,"St. Germain town, Vilas County, Wisconsin",125,70725,55
34464.0,"Arbor Vitae town, Vilas County, Wisconsin",125,02450,55
41994.0,"Prairie du Chien city, Crawford County, Wisconsin",023,65050,55
45000.0,"Lynxville village, Crawford County, Wisconsin",023,46675,55
50469.0,"Marietta town, Crawford County, Wisconsin",023,49275,55
45833.0,"Eastman village, Crawford County, Wisconsin",023,21900,55
37500.0,"Steuben village, Crawford County, Wisconsin",023,77175,55
46458.0,"Wauzeka village, Crawford County, Wisconsin",023,84725,55
72083.0,"Bridgeport town, Crawford County, Wisconsin",023,09550,55
38750.0,"Mount Sterling village, Crawford County, Wisconsin",023,54900,55
66705.0,"De Soto village, Crawford County, Wisconsin",023,19850,55
61389.0,"Clayton town, Crawford County, Wisconsin",023,15075,55
62273.0,"Eastman town, Crawford County, Wisconsin",023,21925,55
51250.0,"Haney town, Crawford County, Wisconsin",023,32500,55
49904.0,"Scott town, Crawford County, Wisconsin",023,72275,55
36250.0,"Soldiers Grove village, Crawford County, Wisconsin",023,74550,55
73333.0,"Wauzeka town, Crawford County, Wisconsin",023,84750,55
53333.0,"Freeman town, Crawford County, Wisconsin",023,27700,55
33125.0,"Bell Center village, Crawford County, Wisconsin",023,06225,55
43333.0,"Camp Douglas village, Juneau County, Wisconsin",057,12350,55
55833.0,"Finley town, Juneau County, Wisconsin",057,25850,55
46528.0,"Necedah town, Juneau County, Wisconsin",057,55725,55
47727.0,"Germantown town, Juneau County, Wisconsin",057,28850,55
37813.0,"Hustler village, Juneau County, Wisconsin",057,36675,55
43125.0,"Kingston town, Juneau County, Wisconsin",057,39800,55
56250.0,"Cutler town, Juneau County, Wisconsin",057,18225,55
36250.0,"Lyndon Station village, Juneau County, Wisconsin",057,46600,55
56250.0,"Seven Mile Creek town, Juneau County, Wisconsin",057,72625,55
35972.0,"Union Center village, Juneau County, Wisconsin",057,81725,55
56500.0,"Fountain town, Juneau County, Wisconsin",057,26825,55
