B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
1657.0,566.0,1091.0,"Lower Christiana CCD, New Castle County, Delaware",003,91924,10
226.0,173.0,53.0,"Piedmont CCD, New Castle County, Delaware",003,92960,10
15188.0,6111.0,9077.0,"Wilmington CCD, New Castle County, Delaware",003,93996,10
639.0,623.0,16.0,"Red Lion CCD, New Castle County, Delaware",003,93256,10
2475.0,1391.0,1084.0,"Upper Christiana CCD, New Castle County, Delaware",003,93848,10
4192.0,1683.0,2509.0,"Brandywine CCD, New Castle County, Delaware",003,90148,10
3044.0,2564.0,480.0,"Middletown-Odessa CCD, New Castle County, Delaware",003,92072,10
1020.0,259.0,761.0,"Pike Creek-Central Kirkwood CCD, New Castle County, Delaware",003,93108,10
1101.0,528.0,573.0,"Laurel-Delmar CCD, Sussex County, Delaware",005,91628,10
696.0,595.0,101.0,"Milton CCD, Sussex County, Delaware",005,92664,10
12324.0,7555.0,4769.0,"New Castle CCD, New Castle County, Delaware",003,92812,10
769.0,510.0,259.0,"Bridgeville-Greenwood CCD, Sussex County, Delaware",005,90296,10
520.0,235.0,285.0,"Lewes CCD, Sussex County, Delaware",005,91776,10
1308.0,894.0,414.0,"Millsboro CCD, Sussex County, Delaware",005,92516,10
2303.0,1160.0,1143.0,"Seaford CCD, Sussex County, Delaware",005,93404,10
1237.0,765.0,472.0,"Milford South CCD, Sussex County, Delaware",005,92368,10
550.0,303.0,247.0,"Georgetown CCD, Sussex County, Delaware",005,91036,10
249.0,249.0,0.0,"Kenton CCD, Kent County, Delaware",001,91480,10
1017.0,299.0,718.0,"Milford North CCD, Kent County, Delaware",001,92220,10
706.0,356.0,350.0,"Harrington CCD, Kent County, Delaware",001,91332,10
335.0,227.0,108.0,"Felton CCD, Kent County, Delaware",001,90888,10
7520.0,3895.0,3625.0,"Dover CCD, Kent County, Delaware",001,90740,10
1642.0,1055.0,587.0,"Central Kent CCD, Kent County, Delaware",001,90444,10
2667.0,1902.0,765.0,"Smyrna CCD, Kent County, Delaware",001,93700,10
3279.0,1047.0,2232.0,"Newark CCD, New Castle County, Delaware",003,92738,10
3322.0,2037.0,1285.0,"Glasgow CCD, New Castle County, Delaware",003,91110,10
671.0,433.0,238.0,"Selbyville-Frankford CCD, Sussex County, Delaware",005,93552,10
