B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
940.0,106.0,45.0,10.0,60.0,81.0,43.0,48.0,63.0,16.0,26.0,107.0,152.0,117.0,36.0,7.0,23.0,"Rockingham CCD, Bacon County, Georgia",005,92562,13
1052.0,34.0,107.0,105.0,58.0,65.0,26.0,48.0,9.0,24.0,90.0,145.0,184.0,35.0,77.0,34.0,11.0,"Altamaha River CCD, Appling County, Georgia",001,90078,13
2327.0,174.0,144.0,160.0,288.0,119.0,206.0,123.0,61.0,119.0,119.0,240.0,190.0,256.0,39.0,15.0,74.0,"Baxley CCD, Appling County, Georgia",001,90240,13
2269.0,215.0,190.0,151.0,115.0,91.0,102.0,177.0,87.0,111.0,127.0,326.0,325.0,166.0,49.0,37.0,0.0,"Alma CCD, Bacon County, Georgia",005,90072,13
1865.0,154.0,184.0,127.0,266.0,72.0,113.0,82.0,79.0,38.0,78.0,196.0,154.0,132.0,134.0,30.0,26.0,"Hoboken CCD, Brantley County, Georgia",025,91500,13
2309.0,197.0,137.0,192.0,173.0,137.0,83.0,218.0,226.0,223.0,201.0,170.0,228.0,108.0,0.0,16.0,0.0,"Waynesville CCD, Brantley County, Georgia",025,93306,13
2203.0,194.0,161.0,297.0,101.0,252.0,125.0,85.0,93.0,94.0,140.0,235.0,242.0,87.0,57.0,23.0,17.0,"Nahunta CCD, Brantley County, Georgia",025,92124,13
1057.0,151.0,95.0,45.0,33.0,89.0,41.0,100.0,42.0,23.0,59.0,159.0,161.0,34.0,9.0,0.0,16.0,"Southeast Banks CCD, Banks County, Georgia",011,92803,13
10542.0,254.0,142.0,103.0,377.0,183.0,344.0,293.0,369.0,341.0,1077.0,1037.0,1825.0,1136.0,1310.0,1055.0,696.0,"North Paulding CCD, Paulding County, Georgia",223,92210,13
6267.0,515.0,320.0,532.0,381.0,482.0,556.0,396.0,423.0,260.0,527.0,652.0,610.0,219.0,142.0,132.0,120.0,"LaFayette CCD, Walker County, Georgia",295,91668,13
460.0,63.0,26.0,35.0,14.0,12.0,20.0,5.0,11.0,53.0,61.0,45.0,72.0,31.0,12.0,0.0,0.0,"Queensland CCD, Ben Hill County, Georgia",017,92433,13
2057.0,243.0,31.0,86.0,89.0,154.0,179.0,123.0,69.0,62.0,153.0,94.0,311.0,290.0,88.0,85.0,0.0,"Redbud CCD, Gordon County, Georgia",129,92460,13
1388.0,50.0,39.0,130.0,100.0,113.0,89.0,75.0,77.0,69.0,137.0,140.0,88.0,120.0,50.0,76.0,35.0,"Washington CCD, Wilkes County, Georgia",317,93275,13
185.0,4.0,0.0,0.0,16.0,39.0,5.0,0.0,7.0,6.0,2.0,11.0,21.0,39.0,11.0,5.0,19.0,"Southeast Grady CCD, Grady County, Georgia",131,92804,13
180.0,5.0,5.0,27.0,0.0,6.0,28.0,5.0,0.0,4.0,18.0,7.0,46.0,17.0,5.0,7.0,0.0,"Northwest Grady CCD, Grady County, Georgia",131,92216,13
507.0,20.0,25.0,8.0,36.0,74.0,8.0,23.0,9.0,47.0,8.0,58.0,42.0,99.0,29.0,21.0,0.0,"West Johnson CCD, Johnson County, Georgia",167,93332,13
426.0,44.0,38.0,13.0,45.0,18.0,19.0,51.0,24.0,14.0,28.0,35.0,23.0,17.0,26.0,31.0,0.0,"Carsonville CCD, Taylor County, Georgia",269,90557,13
5038.0,308.0,197.0,283.0,141.0,210.0,212.0,84.0,191.0,213.0,422.0,523.0,638.0,669.0,305.0,290.0,352.0,"Blacks Mill CCD, Dawson County, Georgia",085,90284,13
1033.0,116.0,100.0,78.0,40.0,104.0,105.0,29.0,63.0,24.0,70.0,158.0,23.0,36.0,37.0,38.0,12.0,"North Twiggs CCD, Twiggs County, Georgia",289,92215,13
707.0,108.0,26.0,33.0,84.0,23.0,99.0,72.0,10.0,49.0,39.0,25.0,36.0,77.0,20.0,0.0,6.0,"South Twiggs CCD, Twiggs County, Georgia",289,92821,13
455.0,36.0,31.0,46.0,42.0,18.0,23.0,0.0,56.0,23.0,5.0,25.0,88.0,33.0,12.0,17.0,0.0,"Mount Pleasant CCD, Decatur County, Georgia",087,92104,13
4830.0,325.0,240.0,287.0,429.0,189.0,282.0,181.0,223.0,160.0,321.0,784.0,640.0,304.0,197.0,101.0,167.0,"Three Sisters Mountain CCD, Lumpkin County, Georgia",187,93024,13
1353.0,136.0,54.0,132.0,164.0,98.0,123.0,73.0,80.0,52.0,117.0,113.0,140.0,50.0,10.0,0.0,11.0,"Millen CCD, Jenkins County, Georgia",165,92019,13
673.0,76.0,65.0,35.0,26.0,67.0,29.0,48.0,21.0,17.0,98.0,61.0,50.0,61.0,8.0,11.0,0.0,"South Jenkins CCD, Jenkins County, Georgia",165,92806,13
