B15002_001E,B15002_002E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B15002_010E,B15002_011E,B15002_012E,B15002_013E,B15002_014E,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_019E,B15002_020E,B15002_021E,B15002_022E,B15002_023E,B15002_024E,B15002_025E,B15002_026E,B15002_027E,B15002_028E,B15002_029E,B15002_030E,B15002_031E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,name,county,county subdivision,state
792.0,397.0,9.0,0.0,0.0,47.0,0.0,0.0,26.0,85.0,71.0,12.0,61.0,0.0,46.0,40.0,0.0,0.0,395.0,0.0,0.0,38.0,0.0,0.0,20.0,4.0,0.0,95.0,9.0,171.0,12.0,18.0,28.0,0.0,0.0,"Skinnersville township, Washington County, North Carolina",187,92968,37
4768.0,2083.0,45.0,12.0,30.0,184.0,50.0,87.0,9.0,0.0,826.0,83.0,297.0,222.0,213.0,0.0,25.0,0.0,2685.0,52.0,17.0,63.0,135.0,107.0,189.0,84.0,7.0,854.0,250.0,428.0,270.0,139.0,89.0,0.0,1.0,"Plymouth township, Washington County, North Carolina",187,92540,37
1227.0,609.0,10.0,0.0,0.0,9.0,5.0,0.0,11.0,0.0,398.0,13.0,72.0,51.0,29.0,0.0,0.0,11.0,618.0,31.0,0.0,4.0,5.0,65.0,20.0,8.0,3.0,186.0,78.0,128.0,71.0,9.0,10.0,0.0,0.0,"Scuppernong township, Washington County, North Carolina",187,92876,37
1729.0,645.0,36.0,0.0,0.0,2.0,20.0,12.0,83.0,47.0,280.0,16.0,93.0,30.0,21.0,5.0,0.0,0.0,1084.0,27.0,0.0,11.0,12.0,5.0,37.0,162.0,0.0,352.0,135.0,137.0,112.0,63.0,31.0,0.0,0.0,"Lees Mill township, Washington County, North Carolina",187,91768,37
2632.0,1220.0,13.0,2.0,2.0,122.0,26.0,8.0,26.0,35.0,364.0,115.0,230.0,92.0,117.0,47.0,0.0,21.0,1412.0,16.0,0.0,0.0,30.0,45.0,47.0,0.0,35.0,231.0,222.0,172.0,257.0,244.0,73.0,0.0,40.0,"Courthouse township, Camden County, North Carolina",029,90784,37
1741.0,907.0,0.0,4.0,26.0,38.0,28.0,72.0,44.0,0.0,242.0,78.0,144.0,71.0,58.0,21.0,65.0,16.0,834.0,0.0,15.0,0.0,17.0,63.0,17.0,13.0,0.0,282.0,67.0,103.0,67.0,89.0,67.0,18.0,16.0,"Shiloh township, Camden County, North Carolina",029,92920,37
2758.0,1349.0,19.0,0.0,14.0,28.0,0.0,43.0,25.0,37.0,469.0,146.0,269.0,179.0,82.0,26.0,0.0,12.0,1409.0,0.0,17.0,0.0,33.0,9.0,0.0,30.0,48.0,282.0,144.0,252.0,315.0,210.0,69.0,0.0,0.0,"South Mills township, Camden County, North Carolina",029,93044,37
634.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,16.0,22.0,48.0,26.0,26.0,0.0,14.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,40.0,71.0,52.0,56.0,0.0,12.0,0.0,"Sweetwater township, Clay County, North Carolina",043,93192,37
934.0,454.0,0.0,17.0,0.0,0.0,47.0,81.0,21.0,0.0,127.0,0.0,78.0,0.0,20.0,17.0,46.0,0.0,480.0,0.0,0.0,14.0,26.0,0.0,35.0,11.0,0.0,178.0,0.0,71.0,40.0,55.0,0.0,50.0,0.0,"Shooting Creek township, Clay County, North Carolina",043,92944,37
558.0,286.0,0.0,0.0,0.0,0.0,0.0,50.0,14.0,0.0,85.0,23.0,40.0,28.0,14.0,32.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,49.0,47.0,54.0,14.0,0.0,17.0,"Tusquittee township, Clay County, North Carolina",043,93792,37
