B15002_001E,B15002_002E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B15002_010E,B15002_011E,B15002_012E,B15002_013E,B15002_014E,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_019E,B15002_020E,B15002_021E,B15002_022E,B15002_023E,B15002_024E,B15002_025E,B15002_026E,B15002_027E,B15002_028E,B15002_029E,B15002_030E,B15002_031E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,name,county,county subdivision,state
204.0,93.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,23.0,0.0,25.0,10.0,31.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,17.0,17.0,26.0,0.0,0.0,4.0,"Liberty township, Plymouth County, Iowa",149,92484,19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sioux City city, Plymouth County, Iowa",149,93925,19
111.0,60.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,22.0,0.0,8.0,5.0,15.0,5.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,18.0,12.0,0.0,0.0,"Union township, Plymouth County, Iowa",149,94254,19
102.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,3.0,30.0,5.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,"Henry township, Plymouth County, Iowa",149,91908,19
107.0,64.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,32.0,0.0,6.0,6.0,14.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,"Preston township, Plymouth County, Iowa",149,93507,19
1163.0,526.0,3.0,0.0,2.0,25.0,0.0,0.0,2.0,2.0,278.0,46.0,77.0,35.0,51.0,3.0,2.0,0.0,637.0,2.0,0.0,0.0,9.0,3.0,3.0,0.0,8.0,189.0,99.0,120.0,91.0,103.0,10.0,0.0,0.0,"Remsen township, Plymouth County, Iowa",149,93564,19
199.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,9.0,8.0,0.0,22.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,9.0,0.0,49.0,10.0,0.0,0.0,"Johnson township, Plymouth County, Iowa",149,92274,19
391.0,205.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,98.0,17.0,9.0,38.0,31.0,4.0,2.0,0.0,186.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,32.0,40.0,11.0,28.0,15.0,9.0,0.0,"Marion township, Plymouth County, Iowa",149,92865,19
223.0,114.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,39.0,5.0,31.0,3.0,30.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,3.0,10.0,11.0,36.0,2.0,0.0,0.0,"Washington township, Plymouth County, Iowa",149,94545,19
135.0,62.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,9.0,20.0,0.0,16.0,5.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,10.0,24.0,22.0,0.0,0.0,0.0,"Lincoln township, Plymouth County, Iowa",149,92589,19
