B19013D_001E,name,county,county subdivision,state
-666666666.0,"Precinct 8, Hamilton County, Nebraska",081,92543,31
-666666666.0,"Precinct 6, Hamilton County, Nebraska",081,92523,31
-666666666.0,"Precinct 1, Hamilton County, Nebraska",081,92473,31
-666666666.0,"Precinct 2, Hamilton County, Nebraska",081,92483,31
-666666666.0,"Precinct 4, Hamilton County, Nebraska",081,92503,31
-666666666.0,"Precinct 7, Hamilton County, Nebraska",081,92533,31
-666666666.0,"Precinct 3, Hamilton County, Nebraska",081,92493,31
-666666666.0,"Newton precinct, Jefferson County, Nebraska",095,92110,31
-666666666.0,"Pleasant precinct, Jefferson County, Nebraska",095,92405,31
-666666666.0,"Rock Creek precinct, Jefferson County, Nebraska",095,92760,31
-666666666.0,"Brewster precinct, Blaine County, Nebraska",009,90355,31
-666666666.0,"Dunning precinct, Blaine County, Nebraska",009,90765,31
-666666666.0,"Purdum precinct, Blaine County, Nebraska",009,92690,31
-666666666.0,"Adams precinct, Colfax County, Nebraska",037,90005,31
-666666666.0,"Schuyler city, Colfax County, Nebraska",037,92868,31
-666666666.0,"Lincoln precinct, Colfax County, Nebraska",037,91755,31
-666666666.0,"Richland precinct, Colfax County, Nebraska",037,92725,31
-666666666.0,"Midland precinct, Colfax County, Nebraska",037,91975,31
-666666666.0,"Rogers precinct, Colfax County, Nebraska",037,92780,31
-666666666.0,"Maple Creek precinct, Colfax County, Nebraska",037,91920,31
-666666666.0,"Ayr township, Adams County, Nebraska",001,02900,31
-666666666.0,"Little Blue township, Adams County, Nebraska",001,28385,31
-666666666.0,"Verona township, Adams County, Nebraska",001,50545,31
-666666666.0,"Silver Lake township, Adams County, Nebraska",001,45470,31
-666666666.0,"Cottonwood township, Adams County, Nebraska",001,10810,31
-666666666.0,"Hanover township, Adams County, Nebraska",001,20855,31
-666666666.0,"Kenesaw township, Adams County, Nebraska",001,25195,31
-666666666.0,"Roseland township, Adams County, Nebraska",001,42390,31
-666666666.0,"Richland precinct, Jefferson County, Nebraska",095,92730,31
-666666666.0,"Eureka precinct, Jefferson County, Nebraska",095,90935,31
-666666666.0,"Gibson precinct, Jefferson County, Nebraska",095,91115,31
-666666666.0,"Cub Creek precinct, Jefferson County, Nebraska",095,90620,31
-666666666.0,"Fairbury precinct, Jefferson County, Nebraska",095,90940,31
-666666666.0,"Jefferson precinct, Jefferson County, Nebraska",095,91540,31
-666666666.0,"Meridian precinct, Jefferson County, Nebraska",095,91955,31
-666666666.0,"Washington precinct, Jefferson County, Nebraska",095,93350,31
-666666666.0,"Antelope precinct, Jefferson County, Nebraska",095,90055,31
-666666666.0,"Endicott precinct, Jefferson County, Nebraska",095,90915,31
