B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
19879.0,937.0,802.0,985.0,942.0,749.0,833.0,951.0,744.0,537.0,1644.0,2133.0,2612.0,2080.0,1449.0,1525.0,956.0,"Kenai-Cook Inlet census subarea, Kenai Peninsula Borough, Alaska",122,38460,02
2384.0,83.0,11.0,127.0,43.0,107.0,54.0,55.0,18.0,19.0,112.0,265.0,433.0,410.0,110.0,297.0,240.0,"Chugach census subarea, Valdez-Cordova Census Area, Alaska",261,14420,02
678.0,31.0,13.0,22.0,11.0,20.0,8.0,30.0,28.0,33.0,34.0,55.0,121.0,110.0,83.0,55.0,24.0,"Denali census subarea, Denali Borough, Alaska",068,18765,02
465.0,31.0,56.0,15.0,21.0,14.0,33.0,10.0,23.0,38.0,25.0,38.0,61.0,20.0,39.0,32.0,9.0,"Copper River census subarea, Valdez-Cordova Census Area, Alaska",261,17350,02
1900.0,71.0,98.0,59.0,119.0,55.0,99.0,123.0,8.0,31.0,95.0,243.0,281.0,202.0,195.0,138.0,83.0,"Seward-Hope census subarea, Kenai Peninsula Borough, Alaska",122,68610,02
399.0,62.0,42.0,26.0,15.0,28.0,16.0,30.0,13.0,21.0,27.0,33.0,43.0,20.0,8.0,11.0,4.0,"McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area, Alaska",290,46060,02
408.0,23.0,21.0,30.0,29.0,21.0,29.0,19.0,31.0,21.0,29.0,46.0,41.0,29.0,12.0,16.0,11.0,"Lake and Peninsula census subarea, Lake and Peninsula Borough, Alaska",164,42780,02
2139.0,102.0,101.0,136.0,79.0,72.0,109.0,147.0,28.0,31.0,175.0,209.0,374.0,178.0,170.0,162.0,66.0,"Southeast Fairbanks census subarea, Southeast Fairbanks Census Area, Alaska",240,72030,02
1094.0,115.0,74.0,82.0,77.0,63.0,39.0,69.0,41.0,50.0,89.0,97.0,116.0,71.0,46.0,45.0,20.0,"Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area, Alaska",290,42080,02
466.0,90.0,38.0,55.0,34.0,38.0,14.0,17.0,21.0,13.0,33.0,37.0,38.0,16.0,7.0,13.0,2.0,"Yukon Flats census subarea, Yukon-Koyukuk Census Area, Alaska",290,86690,02
106012.0,3142.0,2537.0,2529.0,3159.0,3140.0,3189.0,3230.0,4460.0,3560.0,7316.0,11491.0,15374.0,13046.0,8935.0,11037.0,9867.0,"Anchorage census subarea, Anchorage Municipality, Alaska",020,03050,02
812.0,29.0,39.0,33.0,53.0,30.0,41.0,27.0,21.0,26.0,66.0,99.0,115.0,104.0,25.0,61.0,43.0,"Aleutians East census subarea, Aleutians East Borough, Alaska",013,01598,02
1830.0,129.0,83.0,122.0,132.0,98.0,82.0,111.0,51.0,69.0,179.0,171.0,198.0,183.0,102.0,79.0,41.0,"Prince of Wales census subarea, Prince of Wales-Hyder Census Area, Alaska",198,64310,02
423.0,5.0,7.0,10.0,20.0,8.0,7.0,7.0,15.0,45.0,52.0,51.0,72.0,55.0,36.0,21.0,12.0,"Skagway census subarea, Skagway Municipality, Alaska",230,70810,02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hyder census subarea, Prince of Wales-Hyder Census Area, Alaska",198,34575,02
485.0,27.0,6.0,32.0,31.0,24.0,32.0,24.0,29.0,18.0,26.0,56.0,76.0,36.0,8.0,55.0,5.0,"Metlakatla Indian Community census subarea, Prince of Wales-Hyder Census Area, Alaska",198,48873,02
1084.0,41.0,53.0,49.0,88.0,76.0,33.0,51.0,54.0,21.0,119.0,107.0,144.0,113.0,76.0,39.0,20.0,"Wrangell census subarea, Wrangell City and Borough, Alaska",275,86420,02
770.0,19.0,25.0,39.0,47.0,44.0,47.0,22.0,49.0,21.0,86.0,59.0,120.0,65.0,45.0,65.0,17.0,"Hoonah-Angoon census subarea, Hoonah-Angoon Census Area, Alaska",105,33390,02
32.0,2.0,3.0,6.0,0.0,1.0,0.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,"Klukwan census subarea, Hoonah-Angoon Census Area, Alaska",105,40560,02
1218.0,25.0,32.0,29.0,18.0,31.0,32.0,26.0,52.0,39.0,97.0,114.0,230.0,163.0,94.0,117.0,119.0,"Aleutians West census subarea, Aleutians West Census Area, Alaska",016,01615,02
