B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
2760.0,72.0,99.0,11.0,82.0,94.0,36.0,95.0,84.0,38.0,162.0,257.0,432.0,378.0,344.0,268.0,308.0,"District 1, Vansville; Prince George's County; Maryland",033,90064,24
796.0,1.0,17.0,1.0,1.0,13.0,5.0,62.0,20.0,17.0,37.0,66.0,118.0,106.0,62.0,49.0,221.0,"District 3, Marlboro; Prince George's County; Maryland",033,90248,24
6208.0,138.0,106.0,221.0,224.0,165.0,182.0,176.0,167.0,307.0,439.0,736.0,909.0,646.0,361.0,625.0,806.0,"District 10, Laurel; Prince George's County; Maryland",033,90892,24
1054.0,57.0,31.0,16.0,0.0,18.0,39.0,6.0,55.0,36.0,85.0,118.0,161.0,201.0,83.0,95.0,53.0,"District 13, Kent; Prince George's County; Maryland",033,91164,24
1881.0,98.0,50.0,97.0,91.0,95.0,64.0,48.0,106.0,119.0,235.0,190.0,237.0,221.0,61.0,121.0,48.0,"District 6, Spauldings; Prince George's County; Maryland",033,90524,24
5565.0,118.0,11.0,190.0,145.0,127.0,105.0,171.0,78.0,187.0,232.0,435.0,741.0,842.0,637.0,807.0,739.0,"District 7, Queen Anne; Prince George's County; Maryland",033,90616,24
1739.0,43.0,17.0,50.0,31.0,71.0,37.0,47.0,18.0,51.0,140.0,176.0,241.0,243.0,151.0,226.0,197.0,"District 16, Hyattsville; Prince George's County; Maryland",033,91440,24
1425.0,75.0,31.0,45.0,18.0,46.0,114.0,70.0,37.0,47.0,74.0,158.0,218.0,124.0,113.0,108.0,147.0,"District 20, Lanham; Prince George's County; Maryland",033,91808,24
8272.0,698.0,232.0,266.0,263.0,219.0,278.0,258.0,242.0,156.0,446.0,661.0,1149.0,1043.0,796.0,880.0,685.0,"District 21, Berwyn; Prince George's County; Maryland",033,91900,24
1549.0,56.0,31.0,102.0,19.0,37.0,68.0,49.0,101.0,76.0,57.0,132.0,119.0,200.0,101.0,243.0,158.0,"District 12, Oxon Hill; Prince George's County; Maryland",033,91072,24
560.0,25.0,9.0,0.0,0.0,0.0,0.0,9.0,53.0,9.0,21.0,26.0,121.0,85.0,77.0,74.0,51.0,"District 4, Nottingham; Prince George's County; Maryland",033,90340,24
1978.0,94.0,32.0,38.0,45.0,87.0,15.0,23.0,63.0,45.0,132.0,162.0,335.0,224.0,187.0,345.0,151.0,"District 5, Piscataway; Prince George's County; Maryland",033,90432,24
4434.0,82.0,33.0,60.0,50.0,86.0,102.0,101.0,72.0,92.0,167.0,356.0,614.0,627.0,426.0,741.0,825.0,"District 14, Bowie; Prince George's County; Maryland",033,91256,24
1025.0,25.0,23.0,12.0,33.0,12.0,12.0,45.0,99.0,23.0,124.0,108.0,84.0,107.0,105.0,139.0,74.0,"District 15, Mellwood; Prince George's County; Maryland",033,91348,24
224.0,9.0,0.0,29.0,3.0,14.0,15.0,4.0,37.0,0.0,5.0,9.0,9.0,6.0,42.0,34.0,8.0,"District 18, Seat Pleasant; Prince George's County; Maryland",033,91624,24
2438.0,175.0,126.0,102.0,67.0,88.0,70.0,141.0,88.0,92.0,193.0,223.0,261.0,337.0,155.0,156.0,164.0,"District 17, Chillum; Prince George's County; Maryland",033,91532,24
1552.0,70.0,23.0,39.0,63.0,38.0,25.0,31.0,52.0,36.0,93.0,70.0,165.0,195.0,151.0,246.0,255.0,"District 19, Riverdale; Prince George's County; Maryland",033,91716,24
433.0,10.0,13.0,0.0,26.0,14.0,26.0,22.0,19.0,24.0,42.0,37.0,58.0,43.0,55.0,0.0,44.0,"District 8, Aquasco; Prince George's County; Maryland",033,90708,24
18030.0,718.0,480.0,579.0,572.0,624.0,624.0,603.0,731.0,494.0,1355.0,1772.0,2510.0,2306.0,1625.0,1834.0,1203.0,"District 1, Anne Arundel County, Maryland",003,90008,24
19684.0,460.0,195.0,195.0,309.0,495.0,433.0,695.0,586.0,424.0,1277.0,1442.0,2651.0,2915.0,2382.0,2685.0,2540.0,"District 4, Anne Arundel County, Maryland",003,90284,24
19130.0,601.0,672.0,434.0,529.0,642.0,757.0,714.0,696.0,774.0,1728.0,1946.0,2514.0,2132.0,1623.0,1877.0,1491.0,"District 2, Anne Arundel County, Maryland",003,90100,24
22995.0,579.0,369.0,244.0,481.0,612.0,605.0,526.0,498.0,832.0,1324.0,1725.0,3016.0,2742.0,2105.0,2862.0,4475.0,"District 6, Anne Arundel County, Maryland",003,90468,24
24392.0,610.0,395.0,457.0,798.0,578.0,617.0,592.0,848.0,961.0,1640.0,2488.0,3319.0,3207.0,2543.0,2942.0,2397.0,"District 3, Anne Arundel County, Maryland",003,90192,24
24023.0,525.0,298.0,273.0,406.0,365.0,341.0,360.0,303.0,596.0,1052.0,1655.0,2818.0,2800.0,2710.0,4114.0,5407.0,"District 5, Anne Arundel County, Maryland",003,90376,24
25515.0,391.0,482.0,402.0,354.0,473.0,533.0,698.0,609.0,713.0,1126.0,2000.0,3377.0,3471.0,2421.0,3544.0,4921.0,"District 7, Anne Arundel County, Maryland",003,90560,24
14524.0,606.0,316.0,442.0,505.0,282.0,469.0,499.0,541.0,351.0,994.0,1100.0,2272.0,1342.0,1037.0,1377.0,2391.0,"District 3, Baltimore County, Maryland",005,90196,24
12995.0,644.0,362.0,343.0,373.0,300.0,322.0,328.0,291.0,501.0,994.0,1255.0,1633.0,1497.0,1066.0,1346.0,1740.0,"District 4, Baltimore County, Maryland",005,90288,24
28828.0,1145.0,1005.0,998.0,848.0,1123.0,1063.0,863.0,1051.0,897.0,1951.0,2769.0,3597.0,3288.0,2113.0,2752.0,3365.0,"District 9, Baltimore County, Maryland",005,90748,24
23952.0,1006.0,570.0,783.0,686.0,760.0,1065.0,768.0,774.0,552.0,1733.0,2235.0,3144.0,2553.0,2425.0,2624.0,2274.0,"District 11, Baltimore County, Maryland",005,90932,24
2848.0,45.0,26.0,52.0,35.0,110.0,37.0,84.0,171.0,67.0,131.0,167.0,475.0,283.0,264.0,425.0,476.0,"District 7, Baltimore County, Maryland",005,90564,24
1522.0,38.0,43.0,69.0,75.0,44.0,53.0,17.0,34.0,11.0,52.0,93.0,215.0,206.0,164.0,148.0,260.0,"District 5, Baltimore County, Maryland",005,90380,24
1955.0,40.0,0.0,17.0,36.0,0.0,37.0,15.0,50.0,38.0,91.0,245.0,310.0,312.0,156.0,240.0,368.0,"District 6, Baltimore County, Maryland",005,90472,24
9005.0,399.0,248.0,347.0,224.0,515.0,280.0,406.0,323.0,344.0,509.0,1084.0,1750.0,1044.0,603.0,655.0,274.0,"District 13, Baltimore County, Maryland",005,91112,24
10960.0,278.0,381.0,383.0,425.0,399.0,436.0,432.0,469.0,549.0,1010.0,1234.0,1419.0,1510.0,750.0,952.0,333.0,"District 14, Baltimore County, Maryland",005,91204,24
22608.0,790.0,485.0,426.0,700.0,725.0,748.0,735.0,690.0,581.0,1561.0,2049.0,2699.0,2433.0,1960.0,2463.0,3563.0,"District 8, Baltimore County, Maryland",005,90656,24
3458.0,77.0,23.0,0.0,85.0,49.0,36.0,71.0,177.0,88.0,206.0,242.0,268.0,356.0,295.0,476.0,1009.0,"District 10, Baltimore County, Maryland",005,90840,24
15172.0,432.0,186.0,457.0,460.0,515.0,511.0,527.0,530.0,492.0,998.0,1801.0,2105.0,1687.0,1333.0,1746.0,1392.0,"District 1, Baltimore County, Maryland",005,90012,24
15912.0,1115.0,728.0,777.0,808.0,779.0,1038.0,722.0,868.0,724.0,1860.0,1649.0,2218.0,1255.0,640.0,584.0,147.0,"District 12, Baltimore County, Maryland",005,91020,24
6924.0,307.0,142.0,186.0,240.0,257.0,285.0,262.0,230.0,277.0,555.0,651.0,1241.0,806.0,447.0,552.0,486.0,"District 2, Baltimore County, Maryland",005,90104,24
29400.0,1564.0,946.0,1296.0,1478.0,1519.0,1267.0,1370.0,1256.0,1486.0,2406.0,3171.0,4117.0,3002.0,1639.0,1725.0,1158.0,"District 15, Baltimore County, Maryland",005,91296,24
3451.0,90.0,43.0,67.0,84.0,47.0,54.0,60.0,88.0,41.0,147.0,293.0,351.0,452.0,475.0,471.0,688.0,"District 3, Middletown; Frederick County; Maryland",021,90224,24
1602.0,34.0,8.0,16.0,21.0,51.0,21.0,47.0,55.0,41.0,109.0,133.0,220.0,165.0,141.0,267.0,273.0,"District 14, Jefferson; Frederick County; Maryland",021,91232,24
8717.0,194.0,123.0,75.0,192.0,91.0,179.0,167.0,154.0,258.0,473.0,476.0,1212.0,1205.0,1093.0,1582.0,1243.0,"District 9, New Market; Frederick County; Maryland",021,90776,24
815.0,9.0,25.0,36.0,50.0,12.0,44.0,7.0,23.0,28.0,144.0,77.0,48.0,166.0,62.0,36.0,48.0,"District 10, Hauvers; Frederick County; Maryland",021,90868,24
1345.0,24.0,12.0,12.0,32.0,16.0,35.0,37.0,29.0,46.0,75.0,108.0,256.0,212.0,141.0,157.0,153.0,"District 16, Jackson; Frederick County; Maryland",021,91416,24
1891.0,75.0,76.0,83.0,91.0,45.0,72.0,62.0,63.0,38.0,171.0,219.0,231.0,316.0,77.0,179.0,93.0,"District 5, Emmitsburg; Frederick County; Maryland",021,90408,24
1995.0,20.0,47.0,24.0,43.0,19.0,60.0,52.0,75.0,65.0,74.0,110.0,247.0,281.0,267.0,309.0,302.0,"District 13, Mount Pleasant; Frederick County; Maryland",021,91140,24
3558.0,134.0,85.0,106.0,174.0,168.0,139.0,232.0,169.0,133.0,241.0,404.0,629.0,378.0,178.0,226.0,162.0,"District 15, Thurmont; Frederick County; Maryland",021,91324,24
1704.0,19.0,24.0,25.0,41.0,52.0,36.0,64.0,25.0,33.0,125.0,195.0,230.0,284.0,155.0,242.0,154.0,"District 23, Ballenger; Frederick County; Maryland",021,92060,24
2882.0,28.0,22.0,35.0,60.0,86.0,61.0,30.0,61.0,94.0,73.0,265.0,197.0,485.0,525.0,417.0,443.0,"District 18, Woodville; Frederick County; Maryland",021,91600,24
999.0,68.0,6.0,36.0,43.0,0.0,30.0,5.0,31.0,40.0,74.0,54.0,86.0,196.0,94.0,137.0,99.0,"District 8, Liberty; Frederick County; Maryland",021,90684,24
1303.0,24.0,26.0,59.0,55.0,9.0,59.0,19.0,45.0,0.0,91.0,173.0,227.0,161.0,87.0,176.0,92.0,"District 20, Lewistown; Frederick County; Maryland",021,91784,24
3265.0,59.0,59.0,19.0,67.0,152.0,40.0,67.0,79.0,47.0,147.0,256.0,491.0,385.0,275.0,530.0,592.0,"District 21, Tuscarora; Frederick County; Maryland",021,91876,24
1946.0,14.0,39.0,34.0,19.0,77.0,51.0,43.0,86.0,28.0,124.0,194.0,237.0,324.0,156.0,279.0,241.0,"District 24, Braddock; Frederick County; Maryland",021,92152,24
800.0,34.0,21.0,5.0,30.0,26.0,44.0,23.0,12.0,23.0,72.0,69.0,133.0,68.0,102.0,78.0,60.0,"District 6, Catoctin; Frederick County; Maryland",021,90500,24
582.0,32.0,0.0,19.0,9.0,38.0,9.0,0.0,36.0,26.0,32.0,99.0,20.0,31.0,116.0,31.0,84.0,"District 19, Linganore; Frederick County; Maryland",021,91692,24
646.0,6.0,2.0,14.0,31.0,17.0,12.0,10.0,10.0,16.0,15.0,58.0,104.0,60.0,57.0,83.0,151.0,"District 22, Burkittsville; Frederick County; Maryland",021,91968,24
2626.0,64.0,59.0,39.0,89.0,72.0,50.0,76.0,130.0,91.0,176.0,219.0,431.0,346.0,224.0,347.0,213.0,"District 26, Walkersville; Frederick County; Maryland",021,92336,24
1178.0,38.0,19.0,24.0,52.0,22.0,12.0,36.0,26.0,9.0,222.0,82.0,99.0,144.0,111.0,168.0,114.0,"District 12, Petersville; Frederick County; Maryland",021,91048,24
3072.0,42.0,20.0,10.0,76.0,63.0,42.0,98.0,38.0,58.0,192.0,344.0,443.0,487.0,331.0,529.0,299.0,"District 1, Buckeystown; Frederick County; Maryland",021,90040,24
4088.0,85.0,82.0,25.0,44.0,114.0,71.0,63.0,38.0,61.0,113.0,236.0,345.0,409.0,528.0,1029.0,845.0,"District 7, Urbana; Frederick County; Maryland",021,90592,24
1246.0,94.0,26.0,24.0,72.0,30.0,35.0,33.0,53.0,5.0,80.0,135.0,116.0,133.0,145.0,109.0,156.0,"District 11, Woodsboro; Frederick County; Maryland",021,90956,24
19712.0,834.0,485.0,611.0,688.0,648.0,867.0,834.0,890.0,627.0,1559.0,2183.0,3093.0,2298.0,1439.0,1601.0,1055.0,"District 2, Frederick; Frederick County; Maryland",021,90132,24
395.0,15.0,18.0,0.0,10.0,8.0,6.0,21.0,0.0,0.0,43.0,67.0,62.0,15.0,19.0,8.0,103.0,"District 4, Creagerstown; Frederick County; Maryland",021,90316,24
699.0,21.0,0.0,8.0,15.0,67.0,43.0,0.0,0.0,9.0,35.0,72.0,120.0,53.0,115.0,53.0,88.0,"District 17, Johnsville; Frederick County; Maryland",021,91508,24
1577.0,90.0,87.0,100.0,26.0,32.0,85.0,37.0,36.0,44.0,77.0,176.0,217.0,207.0,160.0,147.0,56.0,"District 25, Brunswick; Frederick County; Maryland",021,92244,24
8329.0,216.0,137.0,105.0,123.0,162.0,217.0,232.0,205.0,208.0,560.0,968.0,1455.0,931.0,778.0,1219.0,813.0,"District 1, Solomons Island; Calvert County; Maryland",009,90016,24
8887.0,269.0,119.0,83.0,101.0,171.0,107.0,249.0,184.0,191.0,429.0,771.0,1188.0,1106.0,1217.0,1490.0,1212.0,"District 3, Sunderland; Calvert County; Maryland",009,90200,24
8335.0,159.0,181.0,161.0,141.0,99.0,312.0,171.0,148.0,112.0,321.0,692.0,1052.0,934.0,1142.0,1453.0,1257.0,"District 2, Prince Frederick; Calvert County; Maryland",009,90108,24
794.0,6.0,19.0,54.0,34.0,76.0,61.0,45.0,32.0,32.0,101.0,39.0,119.0,106.0,57.0,4.0,9.0,"District 5, Accident; Garrett County; Maryland",023,90412,24
987.0,129.0,140.0,83.0,36.0,16.0,43.0,45.0,58.0,19.0,59.0,86.0,91.0,77.0,45.0,43.0,17.0,"District 7, East Oakland; Garrett County; Maryland",023,90596,24
189.0,12.0,7.0,5.0,18.0,34.0,19.0,13.0,18.0,5.0,22.0,14.0,4.0,12.0,6.0,0.0,0.0,"District 13, Kitzmiller; Garrett County; Maryland",023,91144,24
