B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,county,county subdivision,state
2632.0,2352.0,216.0,40.0,24.0,0.0,"Mary Ann township, Licking County, Ohio",089,48132,39
1558.0,1457.0,50.0,51.0,0.0,0.0,"Burlington township, Licking County, Ohio",089,10366,39
748.0,694.0,23.0,31.0,0.0,0.0,"Fallsbury township, Licking County, Ohio",089,26530,39
1142.0,1036.0,26.0,66.0,14.0,0.0,"Hopewell township, Licking County, Ohio",089,36316,39
1765.0,1495.0,206.0,64.0,0.0,0.0,"Newark township, Licking County, Ohio",089,54054,39
12803.0,11158.0,334.0,1089.0,169.0,53.0,"Pataskala city, Licking County, Ohio",089,61112,39
2448.0,2174.0,187.0,40.0,22.0,25.0,"St. Albans township, Licking County, Ohio",089,69456,39
2970.0,2619.0,155.0,131.0,65.0,0.0,"Washington township, Licking County, Ohio",089,81410,39
1251.0,1128.0,0.0,123.0,0.0,0.0,"Bennington township, Licking County, Ohio",089,05494,39
1291.0,1178.0,17.0,96.0,0.0,0.0,"Bowling Green township, Licking County, Ohio",089,07944,39
1603.0,1409.0,194.0,0.0,0.0,0.0,"McKean township, Licking County, Ohio",089,46116,39
829.0,774.0,40.0,15.0,0.0,0.0,"Eden township, Licking County, Ohio",089,24332,39
12895.0,11263.0,315.0,1082.0,235.0,0.0,"Etna township, Licking County, Ohio",089,25690,39
8757.0,7646.0,284.0,411.0,416.0,0.0,"Granville township, Licking County, Ohio",089,31416,39
7419.0,6844.0,217.0,273.0,85.0,0.0,"Harrison township, Licking County, Ohio",089,33894,39
1599.0,1407.0,0.0,13.0,179.0,0.0,"Perry township, Licking County, Ohio",089,61924,39
1243.0,916.0,87.0,240.0,0.0,0.0,"Hartford township, Licking County, Ohio",089,34188,39
8316.0,7130.0,566.0,501.0,38.0,81.0,"Union township, Licking County, Ohio",089,78400,39
2741.0,2372.0,189.0,180.0,0.0,0.0,"Jersey township, Licking County, Ohio",089,39102,39
8411.0,6836.0,982.0,407.0,149.0,37.0,"Sharon township, Richland County, Ohio",139,71830,39
9404.0,8442.0,729.0,146.0,87.0,0.0,"Springfield township, Richland County, Ohio",139,74128,39
2835.0,2651.0,134.0,28.0,3.0,19.0,"Bennington township, Morrow County, Ohio",117,05508,39
987.0,938.0,20.0,29.0,0.0,0.0,"Westfield township, Morrow County, Ohio",117,83454,39
881.0,838.0,43.0,0.0,0.0,0.0,"Canaan township, Morrow County, Ohio",117,11248,39
985.0,954.0,9.0,22.0,0.0,0.0,"Troy township, Morrow County, Ohio",117,77602,39
1645.0,1567.0,49.0,25.0,4.0,0.0,"Franklin township, Morrow County, Ohio",117,28378,39
691.0,689.0,2.0,0.0,0.0,0.0,"Buffalo township, Noble County, Ohio",121,10142,39
381.0,273.0,5.0,15.0,88.0,0.0,"Jackson township, Noble County, Ohio",121,37940,39
