B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
691.0,97.0,101.0,58.0,13.0,69.0,22.0,39.0,55.0,40.0,34.0,43.0,88.0,17.0,6.0,1.0,8.0,"Louisville CCD, Barbour County, Alabama",005,91989,01
5037.0,761.0,494.0,414.0,471.0,233.0,288.0,293.0,256.0,111.0,293.0,330.0,541.0,288.0,159.0,73.0,32.0,"Eufaula CCD, Barbour County, Alabama",005,91017,01
1106.0,119.0,167.0,104.0,83.0,70.0,44.0,107.0,18.0,66.0,35.0,137.0,120.0,7.0,23.0,3.0,3.0,"Clayton CCD, Barbour County, Alabama",005,90630,01
1060.0,103.0,120.0,73.0,150.0,65.0,77.0,46.0,58.0,35.0,109.0,63.0,29.0,106.0,14.0,1.0,11.0,"Clio CCD, Barbour County, Alabama",005,90648,01
1297.0,154.0,62.0,64.0,36.0,90.0,141.0,108.0,117.0,65.0,94.0,79.0,133.0,105.0,26.0,1.0,22.0,"Bakerhill CCD, Barbour County, Alabama",005,90189,01
2896.0,197.0,235.0,170.0,161.0,111.0,210.0,126.0,250.0,131.0,223.0,344.0,318.0,168.0,107.0,131.0,14.0,"West Blocton CCD, Bibb County, Alabama",007,93438,01
3612.0,221.0,189.0,227.0,399.0,175.0,334.0,184.0,225.0,140.0,246.0,337.0,360.0,291.0,146.0,93.0,45.0,"Centreville-Brent CCD, Bibb County, Alabama",007,90531,01
408.0,14.0,14.0,10.0,58.0,0.0,15.0,39.0,44.0,0.0,39.0,15.0,40.0,15.0,42.0,34.0,29.0,"Piper-Coleanor CCD, Bibb County, Alabama",007,92601,01
619.0,114.0,92.0,60.0,68.0,91.0,36.0,30.0,10.0,37.0,16.0,22.0,18.0,10.0,11.0,0.0,4.0,"Midway CCD, Bullock County, Alabama",011,92133,01
1929.0,454.0,250.0,0.0,184.0,106.0,117.0,34.0,117.0,50.0,221.0,130.0,82.0,118.0,32.0,0.0,34.0,"Union Springs CCD, Bullock County, Alabama",011,93249,01
380.0,75.0,27.0,0.0,8.0,15.0,0.0,15.0,60.0,32.0,26.0,46.0,28.0,17.0,5.0,0.0,26.0,"Fitzpatrick CCD, Bullock County, Alabama",011,91098,01
742.0,84.0,82.0,39.0,41.0,57.0,21.0,20.0,31.0,33.0,76.0,44.0,164.0,38.0,10.0,2.0,0.0,"Inverness CCD, Bullock County, Alabama",011,91701,01
6731.0,765.0,401.0,415.0,381.0,502.0,328.0,409.0,379.0,205.0,456.0,697.0,743.0,354.0,356.0,225.0,115.0,"Jacksonville CCD, Calhoun County, Alabama",015,91746,01
2674.0,85.0,109.0,132.0,103.0,118.0,177.0,79.0,130.0,119.0,249.0,410.0,456.0,197.0,46.0,88.0,176.0,"Choccolocco CCD, Calhoun County, Alabama",015,90585,01
1743.0,58.0,116.0,30.0,86.0,137.0,77.0,135.0,78.0,31.0,213.0,214.0,191.0,193.0,49.0,74.0,61.0,"Ohatchee CCD, Calhoun County, Alabama",015,92430,01
2927.0,375.0,321.0,201.0,180.0,193.0,202.0,133.0,145.0,186.0,196.0,238.0,245.0,170.0,54.0,62.0,26.0,"Piedmont CCD, Calhoun County, Alabama",015,92556,01
673.0,4.0,37.0,118.0,127.0,34.0,46.0,42.0,30.0,3.0,36.0,59.0,60.0,31.0,37.0,3.0,6.0,"Waverly CCD, Chambers County, Alabama",017,93393,01
26565.0,2594.0,2206.0,1861.0,1832.0,1613.0,1806.0,1391.0,1399.0,1015.0,2382.0,2540.0,2549.0,1447.0,797.0,705.0,428.0,"Anniston CCD, Calhoun County, Alabama",015,90099,01
1070.0,129.0,41.0,80.0,89.0,24.0,84.0,38.0,55.0,107.0,103.0,99.0,128.0,20.0,18.0,23.0,32.0,"Five Points CCD, Chambers County, Alabama",017,91107,01
4096.0,454.0,302.0,452.0,394.0,194.0,268.0,126.0,281.0,217.0,252.0,287.0,496.0,123.0,112.0,83.0,55.0,"Lanett CCD, Chambers County, Alabama",017,91827,01
350.0,35.0,53.0,12.0,23.0,34.0,61.0,19.0,25.0,16.0,23.0,10.0,19.0,20.0,0.0,0.0,0.0,"Milltown CCD, Chambers County, Alabama",017,92169,01
2018.0,223.0,167.0,185.0,128.0,112.0,201.0,57.0,156.0,79.0,124.0,124.0,224.0,144.0,60.0,26.0,8.0,"La Fayette CCD, Chambers County, Alabama",017,91818,01
533.0,82.0,62.0,7.0,55.0,37.0,41.0,21.0,41.0,27.0,28.0,46.0,41.0,34.0,3.0,8.0,0.0,"Coffeeville CCD, Clarke County, Alabama",025,90675,01
2061.0,432.0,100.0,128.0,94.0,104.0,114.0,122.0,7.0,140.0,118.0,180.0,252.0,126.0,47.0,64.0,33.0,"Grove Hill CCD, Clarke County, Alabama",025,91440,01
578.0,76.0,71.0,21.0,89.0,28.0,27.0,30.0,65.0,31.0,15.0,51.0,41.0,11.0,0.0,5.0,17.0,"Fulton CCD, Clarke County, Alabama",025,91260,01
2473.0,373.0,164.0,161.0,121.0,145.0,257.0,68.0,42.0,101.0,205.0,169.0,105.0,314.0,97.0,87.0,64.0,"Thomasville CCD, Clarke County, Alabama",025,93132,01
1589.0,281.0,139.0,83.0,103.0,100.0,111.0,115.0,52.0,55.0,132.0,124.0,134.0,109.0,15.0,33.0,3.0,"Berry CCD, Fayette County, Alabama",057,90279,01
3403.0,382.0,349.0,242.0,242.0,170.0,259.0,227.0,169.0,183.0,274.0,249.0,335.0,79.0,63.0,102.0,78.0,"Fayette CCD, Fayette County, Alabama",057,91089,01
656.0,77.0,21.0,55.0,42.0,64.0,28.0,34.0,36.0,12.0,64.0,45.0,94.0,42.0,19.0,14.0,9.0,"Pine Level CCD, Montgomery County, Alabama",101,92592,01
13802.0,1162.0,1172.0,1224.0,1277.0,861.0,905.0,690.0,812.0,602.0,999.0,1136.0,1245.0,676.0,531.0,203.0,307.0,"Albertville-Boaz CCD, Marshall County, Alabama",095,90054,01
3991.0,134.0,129.0,220.0,163.0,139.0,70.0,65.0,36.0,106.0,250.0,374.0,639.0,688.0,420.0,309.0,249.0,"Mount Meigs CCD, Montgomery County, Alabama",101,92295,01
8501.0,403.0,148.0,148.0,216.0,206.0,208.0,328.0,181.0,418.0,704.0,1081.0,1115.0,1335.0,730.0,675.0,605.0,"Pike Road CCD, Montgomery County, Alabama",101,92565,01
72428.0,7434.0,5257.0,4917.0,4237.0,4425.0,4456.0,3855.0,3635.0,3075.0,5584.0,6353.0,7415.0,4462.0,2388.0,2632.0,2303.0,"Montgomery CCD, Montgomery County, Alabama",101,92214,01
