C16001_001E,C16001_002E,C16001_004E,C16001_005E,C16001_007E,C16001_008E,C16001_010E,C16001_011E,C16001_013E,C16001_014E,C16001_016E,C16001_017E,C16001_019E,C16001_020E,C16001_022E,C16001_023E,C16001_025E,C16001_026E,C16001_028E,C16001_029E,C16001_031E,C16001_032E,C16001_034E,C16001_035E,C16001_037E,C16001_038E,name,county,county subdivision,state
2167.0,2161.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mount Carmel CCD, McCormick County, South Carolina",065,92262,45
14234.0,13723.0,208.0,154.0,22.0,25.0,2.0,0.0,0.0,0.0,9.0,2.0,34.0,0.0,0.0,18.0,0.0,3.0,2.0,0.0,0.0,21.0,11.0,0.0,0.0,0.0,"Clinton CCD, Laurens County, South Carolina",059,90663,45
19562.0,18219.0,561.0,575.0,41.0,0.0,112.0,0.0,0.0,0.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Laurens CCD, Laurens County, South Carolina",059,91924,45
2153.0,2146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Joanna CCD, Laurens County, South Carolina",059,91690,45
2058.0,2036.0,17.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Parksville CCD, McCormick County, South Carolina",065,92561,45
5173.0,4974.0,114.0,0.0,9.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,11.0,0.0,"McCormick CCD, McCormick County, South Carolina",065,92119,45
11044.0,10090.0,295.0,281.0,10.0,0.0,28.0,0.0,28.0,7.0,38.0,8.0,0.0,0.0,31.0,121.0,0.0,0.0,38.0,0.0,39.0,25.0,0.0,0.0,5.0,0.0,"Central CCD, Pickens County, South Carolina",077,90533,45
35195.0,33851.0,640.0,215.0,69.0,0.0,21.0,32.0,0.0,0.0,39.0,11.0,0.0,23.0,54.0,144.0,0.0,51.0,9.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,"Easley CCD, Pickens County, South Carolina",077,90936,45
14603.0,14379.0,69.0,41.0,16.0,0.0,63.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,"Pickens CCD, Pickens County, South Carolina",077,92639,45
9894.0,9630.0,12.0,0.0,14.0,0.0,15.0,0.0,78.0,0.0,75.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11.0,0.0,"Easley East CCD, Pickens County, South Carolina",077,90949,45
9992.0,9726.0,144.0,57.0,10.0,0.0,0.0,0.0,17.0,0.0,3.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Six Mile CCD, Pickens County, South Carolina",077,93146,45
19350.0,17692.0,165.0,189.0,31.0,0.0,49.0,0.0,96.0,0.0,189.0,243.0,5.0,0.0,150.0,168.0,21.0,0.0,0.0,0.0,124.0,56.0,120.0,29.0,23.0,0.0,"Clemson CCD, Pickens County, South Carolina",077,90650,45
12186.0,11756.0,235.0,153.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,"Liberty CCD, Pickens County, South Carolina",077,91950,45
3627.0,3533.0,23.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,"Jonesville CCD, Union County, South Carolina",087,91742,45
1626.0,1599.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"Carlisle CCD, Union County, South Carolina",087,90507,45
951.0,951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cross Keys CCD, Union County, South Carolina",087,90832,45
2157.0,2120.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"West Springs CCD, Union County, South Carolina",087,93679,45
2445.0,2435.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Lockhart CCD, Union County, South Carolina",087,91989,45
15454.0,15291.0,36.0,71.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,"Union CCD, Union County, South Carolina",087,93497,45
4369.0,4337.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hemingway CCD, Williamsburg County, South Carolina",089,91495,45
2455.0,2406.0,32.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Trio CCD, Williamsburg County, South Carolina",089,93458,45
2353.0,2256.0,80.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Greeleyville CCD, Williamsburg County, South Carolina",089,91339,45
11936.0,11607.0,156.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,6.0,0.0,15.0,0.0,"Kingstree CCD, Williamsburg County, South Carolina",089,91768,45
2285.0,2244.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Nesmith CCD, Williamsburg County, South Carolina",089,92353,45
3948.0,3485.0,194.0,217.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,"Lane CCD, Williamsburg County, South Carolina",089,91898,45
59893.0,56359.0,1020.0,1052.0,6.0,20.0,276.0,46.0,88.0,14.0,223.0,95.0,0.0,13.0,45.0,13.0,0.0,57.0,123.0,131.0,82.0,130.0,6.0,47.0,33.0,14.0,"Aiken CCD, Aiken County, South Carolina",003,90026,45
3336.0,3262.0,48.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"Jackson CCD, Aiken County, South Carolina",003,91651,45
7866.0,7240.0,323.0,204.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beech Island CCD, Aiken County, South Carolina",003,90208,45
10975.0,10287.0,301.0,281.0,0.0,0.0,0.0,0.0,39.0,19.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,"New Ellenton CCD, Aiken County, South Carolina",003,92379,45
52451.0,48546.0,1750.0,1546.0,23.0,6.0,170.0,0.0,0.0,0.0,69.0,32.0,11.0,59.0,10.0,74.0,28.0,66.0,13.0,41.0,0.0,0.0,7.0,0.0,0.0,0.0,"North Augusta CCD, Aiken County, South Carolina",003,92418,45
2385.0,2359.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Salley CCD, Aiken County, South Carolina",003,92977,45
