B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,name,county,county subdivision,state
2062.0,1301.0,1301.0,1198.0,103.0,0.0,761.0,"Harrison township, Blackford County, Indiana",009,31630,18
21262.0,12991.0,12991.0,12557.0,434.0,0.0,8271.0,"Perry township, Vanderburgh County, Indiana",163,59166,18
272.0,127.0,127.0,127.0,0.0,0.0,145.0,"Union township, Vanderburgh County, Indiana",163,77696,18
6673.0,4680.0,4680.0,4523.0,157.0,0.0,1993.0,"Scott township, Vanderburgh County, Indiana",163,68472,18
6328.0,3833.0,3833.0,3727.0,106.0,0.0,2495.0,"German township, Vanderburgh County, Indiana",163,27486,18
54804.0,34354.0,34340.0,32425.0,1915.0,14.0,20450.0,"Knight township, Vanderburgh County, Indiana",163,40212,18
23434.0,13799.0,13799.0,12505.0,1294.0,0.0,9635.0,"Pigeon township, Vanderburgh County, Indiana",163,59670,18
6082.0,3509.0,3509.0,3256.0,253.0,0.0,2573.0,"Licking township, Blackford County, Indiana",009,43650,18
1066.0,412.0,412.0,408.0,4.0,0.0,654.0,"Jackson township, Blackford County, Indiana",009,36774,18
703.0,413.0,413.0,389.0,24.0,0.0,290.0,"Washington township, Blackford County, Indiana",009,80360,18
1694.0,880.0,880.0,848.0,32.0,0.0,814.0,"Jefferson township, Carroll County, Indiana",015,37872,18
886.0,591.0,591.0,545.0,46.0,0.0,295.0,"Jackson township, Carroll County, Indiana",015,36828,18
2183.0,1424.0,1424.0,1320.0,104.0,0.0,759.0,"Monroe township, Carroll County, Indiana",015,50256,18
485.0,292.0,292.0,277.0,15.0,0.0,193.0,"Rock Creek township, Carroll County, Indiana",015,65268,18
696.0,464.0,464.0,451.0,13.0,0.0,232.0,"Democrat township, Carroll County, Indiana",015,17686,18
368.0,239.0,239.0,228.0,11.0,0.0,129.0,"Madison township, Carroll County, Indiana",015,45900,18
554.0,340.0,340.0,340.0,0.0,0.0,214.0,"Adams township, Carroll County, Indiana",015,00316,18
490.0,371.0,371.0,371.0,0.0,0.0,119.0,"Liberty township, Carroll County, Indiana",015,43200,18
3700.0,2235.0,2235.0,2112.0,123.0,0.0,1465.0,"Deer Creek township, Carroll County, Indiana",015,17236,18
1262.0,797.0,797.0,739.0,58.0,0.0,465.0,"Burlington township, Carroll County, Indiana",015,09262,18
1976.0,1261.0,1261.0,1155.0,106.0,0.0,715.0,"Tippecanoe township, Carroll County, Indiana",015,75824,18
358.0,234.0,234.0,223.0,11.0,0.0,124.0,"Washington township, Carroll County, Indiana",015,80414,18
2774.0,1701.0,1701.0,1613.0,88.0,0.0,1073.0,"Lexington township, Scott County, Indiana",143,43164,18
1197.0,734.0,734.0,701.0,33.0,0.0,463.0,"Finley township, Scott County, Indiana",143,23224,18
5049.0,2830.0,2830.0,2563.0,267.0,0.0,2219.0,"Jennings township, Scott County, Indiana",143,38448,18
7830.0,4440.0,4404.0,4244.0,160.0,36.0,3390.0,"Vienna township, Scott County, Indiana",143,79100,18
1367.0,844.0,844.0,832.0,12.0,0.0,523.0,"Webster township, Harrison County, Indiana",061,82106,18
1976.0,974.0,974.0,887.0,87.0,0.0,1002.0,"Blue River township, Harrison County, Indiana",061,06058,18
3313.0,2127.0,2127.0,2025.0,102.0,0.0,1186.0,"Franklin township, Harrison County, Indiana",061,25396,18
32588.0,18049.0,18042.0,16708.0,1334.0,7.0,14539.0,"Wayne township, Wayne County, Indiana",177,81944,18
62369.0,44571.0,44562.0,41368.0,3194.0,9.0,17798.0,"Pike township, Marion County, Indiana",097,59742,18
120351.0,72484.0,72437.0,63890.0,8547.0,47.0,47867.0,"Center township, Marion County, Indiana",097,11512,18
25460.0,17526.0,17513.0,15953.0,1560.0,13.0,7934.0,"Decatur township, Marion County, Indiana",097,17092,18
