B15002_001E,B15002_002E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B15002_010E,B15002_011E,B15002_012E,B15002_013E,B15002_014E,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_019E,B15002_020E,B15002_021E,B15002_022E,B15002_023E,B15002_024E,B15002_025E,B15002_026E,B15002_027E,B15002_028E,B15002_029E,B15002_030E,B15002_031E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,name,county,county subdivision,state
10239.0,4793.0,109.0,87.0,194.0,209.0,46.0,173.0,256.0,166.0,1564.0,303.0,849.0,181.0,427.0,125.0,88.0,16.0,5446.0,102.0,19.0,200.0,108.0,105.0,227.0,66.0,170.0,1758.0,540.0,787.0,391.0,620.0,223.0,70.0,60.0,"Gainesville CCD, Cooke County, Texas",097,91435,48
8483.0,4930.0,209.0,205.0,190.0,226.0,308.0,326.0,283.0,115.0,1916.0,160.0,663.0,24.0,243.0,49.0,13.0,0.0,3553.0,225.0,180.0,362.0,243.0,60.0,37.0,33.0,119.0,1318.0,109.0,313.0,214.0,283.0,57.0,0.0,0.0,"Raymondville CCD, Willacy County, Texas",489,93205,48
3305.0,1579.0,5.0,14.0,18.0,18.0,41.0,58.0,25.0,2.0,423.0,131.0,321.0,250.0,185.0,56.0,26.0,6.0,1726.0,19.0,0.0,16.0,29.0,53.0,42.0,26.0,13.0,522.0,214.0,227.0,173.0,288.0,82.0,8.0,14.0,"Valley View CCD, Cooke County, Texas",097,93995,48
5288.0,2677.0,0.0,0.0,0.0,28.0,0.0,67.0,9.0,28.0,401.0,75.0,635.0,119.0,958.0,301.0,40.0,16.0,2611.0,15.0,12.0,15.0,12.0,29.0,112.0,17.0,0.0,715.0,290.0,497.0,240.0,438.0,206.0,13.0,0.0,"Gainesville Southeast CCD, Cooke County, Texas",097,91440,48
4065.0,2051.0,5.0,1.0,0.0,40.0,4.0,71.0,121.0,2.0,649.0,300.0,335.0,186.0,260.0,73.0,4.0,0.0,2014.0,2.0,0.0,0.0,20.0,27.0,94.0,47.0,14.0,764.0,170.0,405.0,191.0,195.0,80.0,5.0,0.0,"Callisburg CCD, Cooke County, Texas",097,90580,48
3291.0,1609.0,0.0,0.0,3.0,11.0,21.0,7.0,15.0,13.0,500.0,139.0,260.0,173.0,353.0,89.0,21.0,4.0,1682.0,2.0,10.0,4.0,28.0,10.0,19.0,12.0,3.0,419.0,102.0,305.0,173.0,374.0,184.0,34.0,3.0,"Muenster CCD, Cooke County, Texas",097,92680,48
1351.0,686.0,22.0,7.0,14.0,27.0,17.0,30.0,31.0,9.0,243.0,54.0,55.0,31.0,113.0,28.0,5.0,0.0,665.0,18.0,20.0,10.0,17.0,0.0,9.0,35.0,13.0,253.0,41.0,105.0,63.0,66.0,15.0,0.0,0.0,"Crosbyton CCD, Crosby County, Texas",107,90905,48
1445.0,694.0,20.0,25.0,25.0,19.0,8.0,84.0,6.0,8.0,246.0,50.0,106.0,28.0,66.0,3.0,0.0,0.0,751.0,10.0,34.0,26.0,15.0,40.0,49.0,28.0,13.0,256.0,71.0,100.0,11.0,71.0,27.0,0.0,0.0,"Ralls CCD, Crosby County, Texas",107,93185,48
927.0,432.0,2.0,20.0,15.0,6.0,0.0,21.0,34.0,10.0,188.0,20.0,52.0,25.0,37.0,2.0,0.0,0.0,495.0,12.0,2.0,50.0,3.0,21.0,18.0,26.0,0.0,155.0,31.0,95.0,32.0,34.0,11.0,0.0,5.0,"Lorenzo CCD, Crosby County, Texas",107,92290,48
175.0,91.0,6.0,0.0,0.0,0.0,2.0,9.0,9.0,0.0,23.0,8.0,6.0,6.0,18.0,2.0,2.0,0.0,84.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,22.0,31.0,10.0,0.0,6.0,4.0,5.0,0.0,"Lamesa Southwest CCD, Dawson County, Texas",115,92125,48
212.0,108.0,5.0,1.0,6.0,5.0,5.0,1.0,0.0,2.0,18.0,7.0,38.0,3.0,11.0,5.0,1.0,0.0,104.0,1.0,2.0,9.0,0.0,2.0,0.0,4.0,0.0,34.0,7.0,17.0,3.0,20.0,2.0,0.0,3.0,"Lamesa Northwest CCD, Dawson County, Texas",115,92115,48
7549.0,4213.0,248.0,45.0,127.0,146.0,248.0,55.0,304.0,72.0,1551.0,374.0,549.0,65.0,276.0,144.0,3.0,6.0,3336.0,122.0,157.0,47.0,107.0,160.0,98.0,126.0,72.0,1211.0,230.0,318.0,199.0,391.0,82.0,16.0,0.0,"Lamesa CCD, Dawson County, Texas",115,92105,48
198.0,96.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,17.0,12.0,27.0,3.0,15.0,11.0,0.0,0.0,102.0,6.0,3.0,1.0,0.0,10.0,0.0,0.0,4.0,24.0,10.0,21.0,5.0,10.0,4.0,0.0,4.0,"Lamesa Southeast CCD, Dawson County, Texas",115,92120,48
270.0,174.0,0.0,0.0,10.0,4.0,13.0,0.0,7.0,1.0,103.0,15.0,7.0,0.0,14.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,26.0,2.0,24.0,5.0,10.0,4.0,0.0,0.0,"Lamesa Northeast CCD, Dawson County, Texas",115,92110,48
1314.0,687.0,10.0,0.0,9.0,8.0,22.0,17.0,8.0,8.0,221.0,85.0,119.0,68.0,90.0,22.0,0.0,0.0,627.0,8.0,3.0,23.0,26.0,12.0,8.0,2.0,5.0,161.0,45.0,85.0,90.0,118.0,34.0,7.0,0.0,"Roby CCD, Fisher County, Texas",151,93275,48
1285.0,567.0,27.0,9.0,18.0,19.0,8.0,15.0,19.0,9.0,197.0,75.0,72.0,13.0,63.0,23.0,0.0,0.0,718.0,20.0,24.0,13.0,15.0,35.0,8.0,6.0,13.0,225.0,70.0,116.0,42.0,92.0,34.0,2.0,3.0,"Rotan CCD, Fisher County, Texas",151,93340,48
144.0,95.0,0.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,43.0,5.0,15.0,10.0,5.0,0.0,0.0,0.0,49.0,0.0,0.0,8.0,3.0,0.0,0.0,5.0,0.0,8.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,"McCaulley CCD, Fisher County, Texas",151,92350,48
