B19013H_001E,name,county,county subdivision,state
57440.0,"St. Anthony CCD, Fremont County, Idaho",043,93128,16
58913.0,"Sugar City CCD, Madison County, Idaho",065,93381,16
41518.0,"Mullan CCD, Shoshone County, Idaho",079,92346,16
50043.0,"Murray CCD, Shoshone County, Idaho",079,92392,16
39313.0,"Kellogg CCD, Shoshone County, Idaho",079,91794,16
26389.0,"Avery-Clarkia CCD, Shoshone County, Idaho",079,90230,16
48650.0,"Cottonwood CCD, Idaho County, Idaho",049,90644,16
43768.0,"Grangeville CCD, Idaho County, Idaho",049,91334,16
36219.0,"Elk City CCD, Idaho County, Idaho",049,90897,16
34728.0,"Riggins CCD, Idaho County, Idaho",049,93013,16
38413.0,"Nez Perce CCD, Idaho County, Idaho",049,92553,16
57383.0,"Victor CCD, Teton County, Idaho",081,93611,16
63333.0,"Tetonia CCD, Teton County, Idaho",081,93473,16
53198.0,"Driggs CCD, Teton County, Idaho",081,90782,16
47188.0,"Fort Hall CCD, Power County, Idaho",077,91127,16
55875.0,"Rockland CCD, Power County, Idaho",077,93082,16
46989.0,"American Falls CCD, Power County, Idaho",077,90092,16
33750.0,"Arbon CCD, Power County, Idaho",077,90115,16
36500.0,"Weiser CCD, Washington County, Idaho",087,93703,16
35795.0,"Cambridge CCD, Washington County, Idaho",087,90506,16
49265.0,"Midvale CCD, Washington County, Idaho",087,92139,16
50845.0,"Albion CCD, Cassia County, Idaho",031,90046,16
45978.0,"Burley CCD, Cassia County, Idaho",031,90460,16
41534.0,"Holbrook CCD, Oneida County, Idaho",071,91472,16
49444.0,"Malad City CCD, Oneida County, Idaho",071,92047,16
71105.0,"Declo CCD, Cassia County, Idaho",031,90759,16
56667.0,"Oakley CCD, Cassia County, Idaho",031,92645,16
40787.0,"Emmett Valley CCD, Gem County, Idaho",045,90966,16
53778.0,"Emmett Bench CCD, Gem County, Idaho",045,90943,16
43634.0,"Sweet CCD, Gem County, Idaho",045,93427,16
47625.0,"Richfield CCD, Lincoln County, Idaho",063,92967,16
44403.0,"Shoshone CCD, Lincoln County, Idaho",063,93243,16
55333.0,"McCall CCD, Valley County, Idaho",085,92001,16
55313.0,"Cascade CCD, Valley County, Idaho",085,90552,16
41250.0,"Stibnite CCD, Valley County, Idaho",085,93358,16
67596.0,"Mink Creek CCD, Franklin County, Idaho",041,92185,16
55000.0,"Dayton CCD, Franklin County, Idaho",041,90713,16
42083.0,"Council CCD, Adams County, Idaho",003,90667,16
46196.0,"New Meadows CCD, Adams County, Idaho",003,92484,16
52509.0,"Preston CCD, Franklin County, Idaho",041,92921,16
