B07004D_001E,B07004D_002E,B07004D_003E,B07004D_004E,B07004D_005E,B07004D_006E,name,county,county subdivision,state
15450.0,14533.0,660.0,63.0,89.0,105.0,"Hilo CCD, Hawaii County, Hawaii",001,90630,15
1976.0,1834.0,136.0,0.0,0.0,6.0,"South Kona CCD, Hawaii County, Hawaii",001,93240,15
6926.0,5985.0,629.0,48.0,148.0,116.0,"North Kona CCD, Hawaii County, Hawaii",001,92610,15
1351.0,1114.0,237.0,0.0,0.0,0.0,"Honokaa-Kukuihaele CCD, Hawaii County, Hawaii",001,90720,15
951.0,934.0,17.0,0.0,0.0,0.0,"Paauhau-Paauilo CCD, Hawaii County, Hawaii",001,92700,15
1060.0,1050.0,10.0,0.0,0.0,0.0,"Pahoa-Kalapana CCD, Hawaii County, Hawaii",001,92790,15
1316.0,1222.0,94.0,0.0,0.0,0.0,"North Kohala CCD, Hawaii County, Hawaii",001,92520,15
1514.0,1496.0,13.0,5.0,0.0,0.0,"Papaikou-Wailea CCD, Hawaii County, Hawaii",001,92880,15
1603.0,1498.0,58.0,0.0,47.0,0.0,"Kau CCD, Hawaii County, Hawaii",001,91170,15
3643.0,3221.0,254.0,95.0,73.0,0.0,"South Kohala CCD, Hawaii County, Hawaii",001,93150,15
6894.0,6715.0,86.0,0.0,34.0,59.0,"Keaau-Mountain View CCD, Hawaii County, Hawaii",001,91350,15
624.0,585.0,39.0,0.0,0.0,0.0,"North Hilo CCD, Hawaii County, Hawaii",001,92430,15
28937.0,27258.0,1056.0,5.0,377.0,241.0,"Koolaupoko CCD, Honolulu County, Hawaii",003,91800,15
11335.0,10494.0,444.0,59.0,215.0,123.0,"Wahiawa CCD, Honolulu County, Hawaii",003,93420,15
157694.0,145440.0,9051.0,256.0,1284.0,1663.0,"Ewa CCD, Honolulu County, Hawaii",003,90270,15
3055.0,2821.0,162.0,0.0,5.0,67.0,"Waialua CCD, Honolulu County, Hawaii",003,93510,15
2222.0,1923.0,107.0,0.0,59.0,133.0,"Koolauloa CCD, Honolulu County, Hawaii",003,91710,15
6399.0,5698.0,597.0,0.0,35.0,69.0,"Waianae CCD, Honolulu County, Hawaii",003,93600,15
212091.0,191469.0,14794.0,381.0,2067.0,3380.0,"Honolulu CCD, Honolulu County, Hawaii",003,90810,15
1664.0,1596.0,53.0,0.0,12.0,3.0,"Kula CCD, Maui County, Hawaii",009,91890,15
4643.0,4363.0,192.0,81.0,7.0,0.0,"Makawao-Paia CCD, Maui County, Hawaii",009,92250,15
5003.0,4671.0,94.0,32.0,129.0,77.0,"Kihei CCD, Maui County, Hawaii",009,91530,15
696.0,637.0,37.0,22.0,0.0,0.0,"Haiku-Pauwela CCD, Maui County, Hawaii",009,90360,15
13.0,13.0,0.0,0.0,0.0,0.0,"Hana CCD, Maui County, Hawaii",009,90450,15
7964.0,7446.0,371.0,17.0,42.0,88.0,"Wailuku CCD, Maui County, Hawaii",009,93870,15
1733.0,1699.0,0.0,0.0,0.0,34.0,"Lanai CCD, Maui County, Hawaii",009,92070,15
1760.0,1728.0,28.0,4.0,0.0,0.0,"Waihee-Waikapu CCD, Maui County, Hawaii",009,93690,15
6759.0,5808.0,436.0,13.0,82.0,420.0,"Lahaina CCD, Maui County, Hawaii",009,91980,15
273.0,233.0,21.0,0.0,0.0,19.0,"West Molokai CCD, Maui County, Hawaii",009,93960,15
1111.0,1110.0,1.0,0.0,0.0,0.0,"East Molokai CCD, Maui County, Hawaii",009,90090,15
15763.0,14442.0,813.0,148.0,10.0,350.0,"Kahului CCD, Maui County, Hawaii",009,90900,15
0.0,0.0,0.0,0.0,0.0,0.0,"Puunene CCD, Maui County, Hawaii",009,93060,15
37.0,37.0,0.0,0.0,0.0,0.0,"Spreckelsville CCD, Maui County, Hawaii",009,93330,15
0.0,0.0,0.0,0.0,0.0,0.0,"Niihau CCD, Kauai County, Hawaii",007,92340,15
2252.0,2175.0,53.0,0.0,0.0,24.0,"Kekaha-Waimea CCD, Kauai County, Hawaii",007,91440,15
3060.0,2602.0,402.0,0.0,15.0,41.0,"Lihue CCD, Kauai County, Hawaii",007,92160,15
6333.0,5881.0,295.0,78.0,9.0,70.0,"Puhi-Hanamaulu CCD, Kauai County, Hawaii",007,92970,15
1976.0,1897.0,58.0,17.0,4.0,0.0,"Kaumakani-Hanapepe CCD, Kauai County, Hawaii",007,91260,15
3505.0,2977.0,122.0,141.0,32.0,233.0,"Eleele-Kalaheo CCD, Kauai County, Hawaii",007,90180,15
2426.0,2338.0,56.0,0.0,0.0,32.0,"Kapaa CCD, Kauai County, Hawaii",007,91080,15
3031.0,2848.0,88.0,31.0,64.0,0.0,"Wailua-Anahola CCD, Kauai County, Hawaii",007,93780,15
526.0,511.0,0.0,0.0,0.0,15.0,"Hanalei CCD, Kauai County, Hawaii",007,90540,15
1461.0,1387.0,40.0,14.0,6.0,14.0,"Koloa-Poipu CCD, Kauai County, Hawaii",007,91620,15
27.0,24.0,1.0,2.0,0.0,0.0,"Kalawao CCD, Kalawao County, Hawaii",005,90990,15
