B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B07003_007E,B07003_008E,B07003_009E,B07003_010E,B07003_011E,B07003_012E,B07003_013E,B07003_014E,B07003_015E,B07003_016E,B07003_017E,B07003_018E,name,county,county subdivision,state
138099.0,67988.0,70111.0,119485.0,58550.0,60935.0,7641.0,4170.0,3471.0,6330.0,3087.0,3243.0,3895.0,1904.0,1991.0,748.0,277.0,471.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
5614.0,2764.0,2850.0,5211.0,2596.0,2615.0,176.0,46.0,130.0,225.0,122.0,103.0,2.0,0.0,2.0,0.0,0.0,0.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
18050.0,9087.0,8963.0,14981.0,7572.0,7409.0,1618.0,609.0,1009.0,1202.0,762.0,440.0,230.0,125.0,105.0,19.0,19.0,0.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
113720.0,55371.0,58349.0,98561.0,47694.0,50867.0,8059.0,4091.0,3968.0,3795.0,1962.0,1833.0,2965.0,1450.0,1515.0,340.0,174.0,166.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
42308.0,20824.0,21484.0,34898.0,16991.0,17907.0,4123.0,2095.0,2028.0,1330.0,713.0,617.0,1394.0,713.0,681.0,563.0,312.0,251.0,"Sebring CCD, Highlands County, Florida",055,93120,12
23369.0,11635.0,11734.0,20426.0,10196.0,10230.0,1665.0,666.0,999.0,419.0,238.0,181.0,713.0,402.0,311.0,146.0,133.0,13.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
33656.0,15735.0,17921.0,27654.0,12724.0,14930.0,3154.0,1466.0,1688.0,1251.0,616.0,635.0,871.0,458.0,413.0,726.0,471.0,255.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
7012.0,3714.0,3298.0,6546.0,3537.0,3009.0,142.0,49.0,93.0,318.0,128.0,190.0,6.0,0.0,6.0,0.0,0.0,0.0,"Branford CCD, Suwannee County, Florida",121,90299,12
14845.0,7301.0,7544.0,12732.0,6300.0,6432.0,1168.0,596.0,572.0,587.0,251.0,336.0,358.0,154.0,204.0,0.0,0.0,0.0,"Dade City CCD, Pasco County, Florida",101,90741,12
168343.0,81986.0,86357.0,149127.0,72628.0,76499.0,9183.0,4372.0,4811.0,4967.0,2555.0,2412.0,4383.0,2047.0,2336.0,683.0,384.0,299.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
11498.0,6188.0,5310.0,9617.0,4879.0,4738.0,445.0,278.0,167.0,1209.0,880.0,329.0,201.0,138.0,63.0,26.0,13.0,13.0,"Trenton CCD, Gilchrist County, Florida",041,93432,12
8630.0,4035.0,4595.0,7935.0,3671.0,4264.0,347.0,166.0,181.0,188.0,94.0,94.0,144.0,98.0,46.0,16.0,6.0,10.0,"Dowling Park CCD, Suwannee County, Florida",121,90858,12
9645.0,5213.0,4432.0,8053.0,4294.0,3759.0,510.0,200.0,310.0,996.0,687.0,309.0,86.0,32.0,54.0,0.0,0.0,0.0,"McAlpin-Wellborn CCD, Suwannee County, Florida",121,92002,12
177640.0,84786.0,92854.0,127050.0,60755.0,66295.0,27352.0,12429.0,14923.0,15680.0,7819.0,7861.0,5441.0,2538.0,2903.0,2117.0,1245.0,872.0,"Gainesville CCD, Alachua County, Florida",001,91248,12
5953.0,2861.0,3092.0,5878.0,2830.0,3048.0,55.0,29.0,26.0,20.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hawthorne CCD, Alachua County, Florida",001,91469,12
23938.0,11618.0,12320.0,21667.0,10522.0,11145.0,1390.0,671.0,719.0,481.0,188.0,293.0,331.0,207.0,124.0,69.0,30.0,39.0,"Newberry-Archer CCD, Alachua County, Florida",001,92314,12
2992.0,1538.0,1454.0,2721.0,1396.0,1325.0,166.0,97.0,69.0,87.0,35.0,52.0,14.0,10.0,4.0,4.0,0.0,4.0,"Micanopy CCD, Alachua County, Florida",001,92184,12
39808.0,20283.0,19525.0,33478.0,16997.0,16481.0,4092.0,2236.0,1856.0,936.0,384.0,552.0,815.0,362.0,453.0,487.0,304.0,183.0,"High Springs-Alachua CCD, Alachua County, Florida",001,91495,12
7014.0,3458.0,3556.0,6590.0,3265.0,3325.0,135.0,62.0,73.0,165.0,87.0,78.0,117.0,44.0,73.0,7.0,0.0,7.0,"Waldo CCD, Alachua County, Florida",001,93536,12
11720.0,6253.0,5467.0,9825.0,5154.0,4671.0,644.0,322.0,322.0,758.0,434.0,324.0,314.0,164.0,150.0,179.0,179.0,0.0,"Arcadia West CCD, DeSoto County, Florida",027,90078,12
23635.0,13754.0,9881.0,20229.0,11644.0,8585.0,1301.0,574.0,727.0,1332.0,1063.0,269.0,442.0,215.0,227.0,331.0,258.0,73.0,"Arcadia East CCD, DeSoto County, Florida",027,90065,12
2339.0,1141.0,1198.0,2164.0,1052.0,1112.0,100.0,39.0,61.0,36.0,30.0,6.0,39.0,20.0,19.0,0.0,0.0,0.0,"Altha CCD, Calhoun County, Florida",013,90026,12
8416.0,5030.0,3386.0,6879.0,3959.0,2920.0,441.0,260.0,181.0,830.0,695.0,135.0,266.0,116.0,150.0,0.0,0.0,0.0,"Blountstown CCD, Calhoun County, Florida",013,90169,12
15387.0,7696.0,7691.0,13598.0,6908.0,6690.0,692.0,253.0,439.0,692.0,328.0,364.0,357.0,175.0,182.0,48.0,32.0,16.0,"Fort White CCD, Columbia County, Florida",023,91183,12
41311.0,21197.0,20114.0,33646.0,16914.0,16732.0,2934.0,1494.0,1440.0,2375.0,1546.0,829.0,1949.0,1020.0,929.0,407.0,223.0,184.0,"Punta Gorda CCD, Charlotte County, Florida",015,92899,12
39380.0,19115.0,20265.0,33451.0,16219.0,17232.0,1952.0,744.0,1208.0,1762.0,1018.0,744.0,2090.0,1051.0,1039.0,125.0,83.0,42.0,"Grove City-Rotonda CCD, Charlotte County, Florida",015,91352,12
91334.0,43315.0,48019.0,76272.0,35645.0,40627.0,6961.0,3245.0,3716.0,3384.0,1889.0,1495.0,4272.0,2247.0,2025.0,445.0,289.0,156.0,"Port Charlotte CCD, Charlotte County, Florida",015,92834,12
1448.0,677.0,771.0,1197.0,474.0,723.0,154.0,134.0,20.0,46.0,46.0,0.0,51.0,23.0,28.0,0.0,0.0,0.0,"North Columbia CCD, Columbia County, Florida",023,92366,12
50810.0,26778.0,24032.0,40407.0,20942.0,19465.0,4400.0,1809.0,2591.0,4998.0,3481.0,1517.0,906.0,509.0,397.0,99.0,37.0,62.0,"Lake City CCD, Columbia County, Florida",023,91820,12
4201.0,2150.0,2051.0,3769.0,1864.0,1905.0,150.0,119.0,31.0,160.0,91.0,69.0,121.0,75.0,46.0,1.0,1.0,0.0,"Cross City South CCD, Dixie County, Florida",029,90702,12
11981.0,6840.0,5141.0,10041.0,5689.0,4352.0,656.0,336.0,320.0,1019.0,727.0,292.0,265.0,88.0,177.0,0.0,0.0,0.0,"Cross City North CCD, Dixie County, Florida",029,90689,12
69267.0,33983.0,35284.0,58491.0,28285.0,30206.0,3908.0,2085.0,1823.0,3728.0,2068.0,1660.0,2784.0,1372.0,1412.0,356.0,173.0,183.0,"Stuart CCD, Martin County, Florida",085,93250,12
20328.0,10574.0,9754.0,18127.0,9107.0,9020.0,761.0,448.0,313.0,1306.0,954.0,352.0,81.0,31.0,50.0,53.0,34.0,19.0,"Indiantown CCD, Martin County, Florida",085,91586,12
64979.0,31964.0,33015.0,54512.0,27109.0,27403.0,4205.0,1958.0,2247.0,3301.0,1457.0,1844.0,2342.0,1055.0,1287.0,619.0,385.0,234.0,"Port Salerno-Hobe Sound CCD, Martin County, Florida",085,92873,12
68935.0,32892.0,36043.0,57814.0,27426.0,30388.0,5732.0,2815.0,2917.0,1388.0,731.0,657.0,3655.0,1756.0,1899.0,346.0,164.0,182.0,"Venice CCD, Sarasota County, Florida",115,93484,12
24560.0,12305.0,12255.0,21799.0,10929.0,10870.0,1362.0,782.0,580.0,864.0,448.0,416.0,485.0,111.0,374.0,50.0,35.0,15.0,"Interlachen-Florahome CCD, Putnam County, Florida",107,91612,12
15792.0,7570.0,8222.0,13946.0,6591.0,7355.0,1151.0,702.0,449.0,403.0,138.0,265.0,265.0,123.0,142.0,27.0,16.0,11.0,"Crescent City CCD, Putnam County, Florida",107,90663,12
22802.0,10844.0,11958.0,20115.0,9526.0,10589.0,1450.0,684.0,766.0,725.0,435.0,290.0,471.0,170.0,301.0,41.0,29.0,12.0,"Palatka CCD, Putnam County, Florida",107,92574,12
34786.0,16608.0,18178.0,29887.0,14222.0,15665.0,1950.0,873.0,1077.0,767.0,389.0,378.0,1959.0,1010.0,949.0,223.0,114.0,109.0,"Interior County CCD, Sarasota County, Florida",115,91599,12
8665.0,4572.0,4093.0,7731.0,3959.0,3772.0,300.0,175.0,125.0,441.0,312.0,129.0,178.0,111.0,67.0,15.0,15.0,0.0,"East Palatka CCD, Putnam County, Florida",107,90923,12
11728.0,5695.0,6033.0,10157.0,4848.0,5309.0,676.0,373.0,303.0,437.0,226.0,211.0,375.0,207.0,168.0,83.0,41.0,42.0,"Englewood CCD, Sarasota County, Florida",115,90975,12
4653.0,2179.0,2474.0,4129.0,1931.0,2198.0,141.0,80.0,61.0,118.0,38.0,80.0,175.0,91.0,84.0,90.0,39.0,51.0,"Longboat Key CCD, Sarasota County, Florida",115,91963,12
66438.0,31790.0,34648.0,58328.0,28037.0,30291.0,3431.0,1462.0,1969.0,1967.0,1049.0,918.0,2460.0,1119.0,1341.0,252.0,123.0,129.0,"North Port CCD, Sarasota County, Florida",115,92431,12
187051.0,89615.0,97436.0,156101.0,73718.0,82383.0,17942.0,9292.0,8650.0,6081.0,3168.0,2913.0,5225.0,2670.0,2555.0,1702.0,767.0,935.0,"Sarasota CCD, Sarasota County, Florida",115,93107,12
3697.0,2918.0,779.0,2936.0,2212.0,724.0,72.0,49.0,23.0,644.0,624.0,20.0,45.0,33.0,12.0,0.0,0.0,0.0,"Raiford CCD, Union County, Florida",125,92925,12
7458.0,5128.0,2330.0,5412.0,3213.0,2199.0,99.0,71.0,28.0,1857.0,1764.0,93.0,90.0,80.0,10.0,0.0,0.0,0.0,"Lake Butler CCD, Union County, Florida",125,91807,12
4030.0,1804.0,2226.0,3848.0,1721.0,2127.0,104.0,45.0,59.0,33.0,17.0,16.0,42.0,20.0,22.0,3.0,1.0,2.0,"Worthington Springs CCD, Union County, Florida",125,93731,12
126805.0,60020.0,66785.0,108004.0,50737.0,57267.0,7658.0,3821.0,3837.0,6273.0,3056.0,3217.0,4400.0,2207.0,2193.0,470.0,199.0,271.0,"Spring Hill CCD, Hernando County, Florida",053,93230,12
66362.0,31220.0,35142.0,57969.0,26987.0,30982.0,5201.0,2543.0,2658.0,1542.0,902.0,640.0,1305.0,584.0,721.0,345.0,204.0,141.0,"DeLand CCD, Volusia County, Florida",127,90832,12
51114.0,24437.0,26677.0,41378.0,19600.0,21778.0,4773.0,2398.0,2375.0,2454.0,1173.0,1281.0,1177.0,696.0,481.0,1332.0,570.0,762.0,"Hallandale Beach CCD, Broward County, Florida",011,91417,12
19323.0,10160.0,9163.0,16045.0,8421.0,7624.0,1585.0,838.0,747.0,512.0,225.0,287.0,596.0,296.0,300.0,585.0,380.0,205.0,"LaBelle CCD, Hendry County, Florida",051,91781,12
43411.0,21481.0,21930.0,37237.0,18317.0,18920.0,3128.0,1570.0,1558.0,1522.0,756.0,766.0,1198.0,642.0,556.0,326.0,196.0,130.0,"DeBary-Orange City CCD, Volusia County, Florida",127,90793,12
25045.0,12112.0,12933.0,20818.0,10002.0,10816.0,2193.0,1064.0,1129.0,444.0,222.0,222.0,1493.0,756.0,737.0,97.0,68.0,29.0,"Midway CCD, Santa Rosa County, Florida",113,92218,12
29.0,23.0,6.0,11.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,12.0,12.0,0.0,0.0,0.0,0.0,"Whiting Field CCD, Santa Rosa County, Florida",113,93659,12
15697.0,8046.0,7651.0,13382.0,6754.0,6628.0,1430.0,854.0,576.0,447.0,269.0,178.0,430.0,161.0,269.0,8.0,8.0,0.0,"Skyline CCD, Santa Rosa County, Florida",113,93127,12
995.0,489.0,506.0,763.0,409.0,354.0,75.0,10.0,65.0,0.0,0.0,0.0,157.0,70.0,87.0,0.0,0.0,0.0,"Navarre Beach CCD, Santa Rosa County, Florida",113,92309,12
35276.0,17714.0,17562.0,27639.0,13848.0,13791.0,2673.0,1341.0,1332.0,1713.0,947.0,766.0,3003.0,1454.0,1549.0,248.0,124.0,124.0,"Holley-Navarre CCD, Santa Rosa County, Florida",113,91500,12
26142.0,14833.0,11309.0,22151.0,12082.0,10069.0,1525.0,929.0,596.0,2236.0,1696.0,540.0,181.0,93.0,88.0,49.0,33.0,16.0,"East Wakulla CCD, Wakulla County, Florida",129,90949,12
3177.0,1596.0,1581.0,2917.0,1437.0,1480.0,113.0,88.0,25.0,146.0,71.0,75.0,0.0,0.0,0.0,1.0,0.0,1.0,"Caryville CCD, Washington County, Florida",133,90442,12
13261.0,7641.0,5620.0,10843.0,6061.0,4782.0,591.0,223.0,368.0,1724.0,1291.0,433.0,102.0,66.0,36.0,1.0,0.0,1.0,"Vernon CCD, Washington County, Florida",133,93497,12
5186.0,2579.0,2607.0,4648.0,2265.0,2383.0,395.0,225.0,170.0,84.0,60.0,24.0,54.0,27.0,27.0,5.0,2.0,3.0,"West Wakulla CCD, Wakulla County, Florida",129,93627,12
7809.0,3954.0,3855.0,6909.0,3497.0,3412.0,475.0,176.0,299.0,360.0,250.0,110.0,65.0,31.0,34.0,0.0,0.0,0.0,"Chipley CCD, Washington County, Florida",133,90546,12
14075.0,7626.0,6449.0,12191.0,6320.0,5871.0,440.0,201.0,239.0,1188.0,999.0,189.0,249.0,106.0,143.0,7.0,0.0,7.0,"Starke CCD, Bradford County, Florida",007,93237,12
1087.0,578.0,509.0,1032.0,526.0,506.0,8.0,5.0,3.0,42.0,42.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,"Brooker CCD, Bradford County, Florida",007,90312,12
6024.0,3209.0,2815.0,5670.0,3034.0,2636.0,76.0,29.0,47.0,204.0,85.0,119.0,74.0,61.0,13.0,0.0,0.0,0.0,"Hampton CCD, Bradford County, Florida",007,91430,12
