B15002_001E,B15002_002E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B15002_010E,B15002_011E,B15002_012E,B15002_013E,B15002_014E,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_019E,B15002_020E,B15002_021E,B15002_022E,B15002_023E,B15002_024E,B15002_025E,B15002_026E,B15002_027E,B15002_028E,B15002_029E,B15002_030E,B15002_031E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,name,county,county subdivision,state
1070.0,519.0,0.0,5.0,0.0,27.0,13.0,0.0,4.0,16.0,197.0,39.0,54.0,33.0,101.0,30.0,0.0,0.0,551.0,0.0,5.0,0.0,4.0,20.0,0.0,5.0,0.0,211.0,31.0,118.0,44.0,62.0,51.0,0.0,0.0,"Cunningham CCD, Carlisle County, Kentucky",039,90968,21
1523.0,771.0,11.0,0.0,8.0,40.0,20.0,51.0,18.0,11.0,339.0,30.0,103.0,40.0,51.0,38.0,0.0,11.0,752.0,0.0,6.0,16.0,7.0,12.0,30.0,46.0,13.0,318.0,52.0,72.0,60.0,71.0,23.0,4.0,22.0,"Prestonville CCD, Carroll County, Kentucky",041,92840,21
1011.0,471.0,7.0,3.0,12.0,20.0,13.0,25.0,21.0,12.0,157.0,46.0,52.0,42.0,28.0,9.0,11.0,13.0,540.0,2.0,1.0,8.0,33.0,38.0,9.0,6.0,12.0,180.0,28.0,107.0,64.0,30.0,22.0,0.0,0.0,"Arlington CCD, Carlisle County, Kentucky",039,90080,21
5599.0,2862.0,124.0,65.0,18.0,127.0,70.0,164.0,82.0,15.0,1249.0,229.0,355.0,93.0,154.0,33.0,83.0,1.0,2737.0,4.0,14.0,48.0,85.0,213.0,179.0,96.0,80.0,1044.0,169.0,264.0,195.0,228.0,110.0,8.0,0.0,"Carrollton CCD, Carroll County, Kentucky",041,90608,21
1913.0,1024.0,67.0,29.0,0.0,132.0,62.0,68.0,8.0,22.0,519.0,31.0,33.0,22.0,17.0,0.0,14.0,0.0,889.0,14.0,10.0,32.0,119.0,33.0,15.0,67.0,26.0,240.0,82.0,49.0,95.0,43.0,40.0,24.0,0.0,"Kirkmansville CCD, Todd County, Kentucky",219,91928,21
1354.0,678.0,2.0,0.0,9.0,63.0,30.0,27.0,5.0,5.0,246.0,60.0,88.0,56.0,47.0,37.0,3.0,0.0,676.0,3.0,0.0,0.0,16.0,8.0,31.0,24.0,23.0,204.0,63.0,116.0,101.0,50.0,30.0,2.0,5.0,"Bardwell CCD, Carlisle County, Kentucky",039,90160,21
1101.0,576.0,12.0,6.0,9.0,20.0,31.0,47.0,31.0,6.0,246.0,85.0,21.0,25.0,28.0,6.0,3.0,0.0,525.0,1.0,0.0,2.0,38.0,11.0,23.0,14.0,14.0,200.0,26.0,75.0,43.0,51.0,10.0,4.0,13.0,"Ravenna CCD, Estill County, Kentucky",065,92888,21
5057.0,2461.0,29.0,71.0,41.0,236.0,171.0,148.0,174.0,24.0,889.0,147.0,249.0,114.0,85.0,30.0,45.0,8.0,2596.0,4.0,12.0,43.0,229.0,55.0,128.0,116.0,27.0,1034.0,116.0,283.0,322.0,120.0,84.0,23.0,0.0,"Albany CCD, Clinton County, Kentucky",053,90032,21
2072.0,1062.0,7.0,27.0,11.0,44.0,61.0,34.0,48.0,72.0,482.0,18.0,84.0,33.0,80.0,61.0,0.0,0.0,1010.0,8.0,11.0,0.0,83.0,42.0,20.0,43.0,0.0,418.0,24.0,141.0,39.0,112.0,59.0,10.0,0.0,"Cumberland City CCD, Clinton County, Kentucky",053,90944,21
4306.0,1930.0,53.0,21.0,30.0,105.0,76.0,32.0,121.0,65.0,1046.0,81.0,141.0,48.0,108.0,3.0,0.0,0.0,2376.0,26.0,5.0,24.0,120.0,40.0,121.0,53.0,12.0,1088.0,95.0,389.0,91.0,204.0,81.0,12.0,15.0,"Irvine CCD, Estill County, Kentucky",065,91816,21
