B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,name,county,county subdivision,state
77,41.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,10.0,6.0,4.0,4.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"Dixie Valley CCD, Churchill County, Nevada",001,94238,32
23945,12136.0,932.0,844.0,643.0,465.0,332.0,224.0,141.0,451.0,803.0,855.0,807.0,433.0,730.0,838.0,956.0,264.0,405.0,362.0,316.0,593.0,305.0,275.0,162.0,11809.0,790.0,952.0,575.0,372.0,180.0,83.0,192.0,493.0,783.0,716.0,655.0,579.0,727.0,809.0,923.0,367.0,399.0,296.0,454.0,537.0,426.0,286.0,215.0,"Fallon CCD, Churchill County, Nevada",001,94308,32
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Carson Sink CCD, Churchill County, Nevada",001,94154,32
8530,4174.0,198.0,212.0,179.0,224.0,126.0,71.0,9.0,26.0,189.0,185.0,159.0,138.0,190.0,258.0,487.0,151.0,177.0,74.0,276.0,320.0,224.0,189.0,112.0,4356.0,209.0,232.0,229.0,132.0,126.0,0.0,6.0,124.0,170.0,180.0,316.0,160.0,209.0,255.0,517.0,207.0,260.0,90.0,207.0,314.0,168.0,195.0,50.0,"Genoa-Jacks Valley CCD, Douglas County, Nevada",005,94378,32
804,450.0,10.0,21.0,28.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,26.0,8.0,5.0,56.0,47.0,33.0,29.0,32.0,33.0,30.0,22.0,354.0,12.0,10.0,39.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,18.0,3.0,6.0,58.0,15.0,11.0,47.0,22.0,57.0,18.0,3.0,20.0,"Pine Nut CCD, Douglas County, Nevada",005,94658,32
5273,2786.0,101.0,59.0,65.0,51.0,13.0,0.0,0.0,88.0,142.0,137.0,157.0,157.0,227.0,142.0,327.0,210.0,147.0,130.0,165.0,204.0,86.0,89.0,89.0,2487.0,174.0,74.0,60.0,56.0,38.0,17.0,13.0,25.0,135.0,173.0,133.0,126.0,159.0,185.0,259.0,151.0,145.0,64.0,85.0,227.0,82.0,93.0,13.0,"Zephyr Cove CCD, Douglas County, Nevada",005,94952,32
30680,15412.0,568.0,1105.0,860.0,615.0,347.0,147.0,175.0,532.0,692.0,793.0,644.0,1037.0,806.0,1171.0,1132.0,511.0,695.0,614.0,688.0,956.0,691.0,403.0,230.0,15268.0,529.0,887.0,792.0,467.0,123.0,73.0,220.0,565.0,664.0,852.0,712.0,686.0,975.0,1285.0,1348.0,471.0,742.0,542.0,699.0,1033.0,712.0,483.0,408.0,"Gardnerville-Minden CCD, Douglas County, Nevada",005,94364,32
2345,1225.0,64.0,33.0,41.0,35.0,18.0,4.0,17.0,29.0,71.0,54.0,41.0,37.0,75.0,96.0,122.0,43.0,73.0,40.0,92.0,83.0,73.0,67.0,17.0,1120.0,34.0,44.0,53.0,22.0,9.0,2.0,7.0,19.0,61.0,30.0,41.0,54.0,28.0,101.0,119.0,36.0,88.0,54.0,74.0,89.0,92.0,39.0,24.0,"Topaz Lake CCD, Douglas County, Nevada",005,94826,32
5476,3034.0,244.0,302.0,339.0,125.0,7.0,67.0,83.0,77.0,185.0,182.0,226.0,107.0,106.0,177.0,446.0,48.0,29.0,15.0,21.0,107.0,90.0,19.0,32.0,2442.0,195.0,164.0,120.0,52.0,5.0,28.0,29.0,81.0,249.0,83.0,105.0,173.0,129.0,159.0,261.0,72.0,55.0,35.0,65.0,173.0,23.0,62.0,124.0,"Battle Mountain CCD, Lander County, Nevada",015,94070,32
411,242.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,21.0,33.0,19.0,17.0,0.0,21.0,43.0,44.0,0.0,0.0,18.0,169.0,10.0,33.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,51.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,"Austin CCD, Lander County, Nevada",015,94042,32
