B19013H_001E,name,county,county subdivision,state
62250.0,"Shiprock-Sanostee CCD, San Juan County, New Mexico",045,92970,35
57923.0,"Bloomfield CCD, San Juan County, New Mexico",045,90360,35
62817.0,"Farmington CCD, San Juan County, New Mexico",045,91290,35
-666666666.0,"Naschitti CCD, San Juan County, New Mexico",045,92160,35
55220.0,"Aztec CCD, San Juan County, New Mexico",045,90180,35
53125.0,"San Jon CCD, Quay County, New Mexico",037,92730,35
26284.0,"Tucumcari CCD, Quay County, New Mexico",037,93540,35
-666666666.0,"Hondo CCD, Lincoln County, New Mexico",027,91500,35
37679.0,"Logan-Nara Visa CCD, Quay County, New Mexico",037,91830,35
54583.0,"House-Forrest CCD, Quay County, New Mexico",037,91530,35
50833.0,"Corona CCD, Lincoln County, New Mexico",027,90780,35
27426.0,"Carrizozo CCD, Lincoln County, New Mexico",027,90510,35
44643.0,"Capitan CCD, Lincoln County, New Mexico",027,90450,35
52042.0,"Ruidoso CCD, Lincoln County, New Mexico",027,92700,35
44821.0,"Hagerman CCD, Chaves County, New Mexico",005,91410,35
68462.0,"Northwest Chaves CCD, Chaves County, New Mexico",005,92280,35
36975.0,"Southwest Chaves CCD, Chaves County, New Mexico",005,93240,35
53250.0,"Dexter CCD, Chaves County, New Mexico",005,90960,35
45278.0,"Southeast Chaves CCD, Chaves County, New Mexico",005,93090,35
46890.0,"Roswell CCD, Chaves County, New Mexico",005,92670,35
81667.0,"Northeast Chaves CCD, Chaves County, New Mexico",005,92190,35
55273.0,"Lovington CCD, Lea County, New Mexico",025,91950,35
54397.0,"Jal CCD, Lea County, New Mexico",025,91620,35
70859.0,"Hobbs CCD, Lea County, New Mexico",025,91470,35
69625.0,"Eunice CCD, Lea County, New Mexico",025,91230,35
63750.0,"Tatum CCD, Lea County, New Mexico",025,93360,35
72558.0,"Santa Fe South CCD, Santa Fe County, New Mexico",049,92880,35
62488.0,"Santa Fe CCD, Santa Fe County, New Mexico",049,92820,35
69962.0,"Santa Fe North CCD, Santa Fe County, New Mexico",049,92850,35
44803.0,"Clayton North CCD, Union County, New Mexico",059,90660,35
41806.0,"Clayton South CCD, Union County, New Mexico",059,90690,35
33030.0,"Truth or Consequences West CCD, Sierra County, New Mexico",051,93510,35
30273.0,"Truth or Consequences East CCD, Sierra County, New Mexico",051,93480,35
41111.0,"Magdalena CCD, Socorro County, New Mexico",053,91980,35
-666666666.0,"Claunch CCD, Socorro County, New Mexico",053,90630,35
37481.0,"Portales CCD, Roosevelt County, New Mexico",041,92430,35
60250.0,"Elida CCD, Roosevelt County, New Mexico",041,91140,35
54583.0,"Dora CCD, Roosevelt County, New Mexico",041,91080,35
107600.0,"Los Alamos CCD, Los Alamos County, New Mexico",028,91860,35
119500.0,"White Rock CCD, Los Alamos County, New Mexico",028,93810,35
-666666666.0,"Dixon CCD, Rio Arriba County, New Mexico",039,91020,35
-666666666.0,"Rio Chama CCD, Rio Arriba County, New Mexico",039,92610,35
20599.0,"Coyote CCD, Rio Arriba County, New Mexico",039,90810,35
32031.0,"Tierra Amarilla CCD, Rio Arriba County, New Mexico",039,93390,35
-666666666.0,"Conchas Dam CCD, San Miguel County, New Mexico",047,90750,35
-666666666.0,"Villanueva CCD, San Miguel County, New Mexico",047,93690,35
30724.0,"South Rio Arriba CCD, Rio Arriba County, New Mexico",039,93210,35
-666666666.0,"Chimayo CCD, Rio Arriba County, New Mexico",039,90570,35
32004.0,"Pecos CCD, San Miguel County, New Mexico",047,92310,35
50000.0,"Santa Clara Pueblo CCD, Rio Arriba County, New Mexico",039,92790,35
38074.0,"Las Vegas CCD, San Miguel County, New Mexico",047,91770,35
-666666666.0,"Trementina CCD, San Miguel County, New Mexico",047,93420,35
45641.0,"Belen CCD, Valencia County, New Mexico",061,90240,35
53207.0,"Los Lunas CCD, Valencia County, New Mexico",061,91890,35
49440.0,"Mountainair-Encino CCD, Torrance County, New Mexico",057,92135,35
35851.0,"Estancia CCD, Torrance County, New Mexico",057,91200,35
50102.0,"Grants CCD, Cibola County, New Mexico",006,91380,35
49250.0,"Zuni-Ramah Navajo CCD, Cibola County, New Mexico",006,93900,35
34779.0,"Fence Lake CCD, Cibola County, New Mexico",006,91320,35
-666666666.0,"Laguna CCD, Cibola County, New Mexico",006,91710,35
16607.0,"Vaughn CCD, Guadalupe County, New Mexico",019,93660,35
-666666666.0,"Dilia CCD, Guadalupe County, New Mexico",019,90990,35
31146.0,"East De Baca CCD, De Baca County, New Mexico",011,91110,35
-666666666.0,"West De Baca CCD, De Baca County, New Mexico",011,93750,35
24500.0,"Santa Rosa CCD, Guadalupe County, New Mexico",019,92910,35
42625.0,"Reserve CCD, Catron County, New Mexico",003,92580,35
44963.0,"Quemado CCD, Catron County, New Mexico",003,92460,35
35972.0,"North Hidalgo CCD, Hidalgo County, New Mexico",023,92250,35
-666666666.0,"South Hidalgo CCD, Hidalgo County, New Mexico",023,93180,35
31833.0,"Deming North CCD, Luna County, New Mexico",029,90900,35
36691.0,"Red Rock CCD, McKinley County, New Mexico",031,92535,35
70278.0,"Crownpoint CCD, McKinley County, New Mexico",031,90840,35
30567.0,"Deming South CCD, Luna County, New Mexico",029,90930,35
62081.0,"Gallup CCD, McKinley County, New Mexico",031,91350,35
-666666666.0,"Zuni CCD, McKinley County, New Mexico",031,93870,35
41250.0,"Cuba CCD, Sandoval County, New Mexico",043,90870,35
21135.0,"Tres Piedras CCD, Taos County, New Mexico",055,93450,35
32368.0,"Questa CCD, Taos County, New Mexico",055,92490,35
44593.0,"Taos CCD, Taos County, New Mexico",055,93300,35
54688.0,"Taos Pueblo CCD, Taos County, New Mexico",055,93330,35
55020.0,"Arroyo Hondo CCD, Taos County, New Mexico",055,90120,35
32917.0,"Picuris CCD, Taos County, New Mexico",055,92370,35
61058.0,"Pinos Altos CCD, Grant County, New Mexico",017,92400,35
45394.0,"Silver City CCD, Grant County, New Mexico",017,93000,35
39694.0,"Mimbres CCD, Grant County, New Mexico",017,92070,35
47548.0,"Hurley CCD, Grant County, New Mexico",017,91560,35
40139.0,"Santa Clara CCD, Grant County, New Mexico",017,92782,35
59021.0,"Albuquerque CCD, Bernalillo County, New Mexico",001,90060,35
-666666666.0,"Isleta Pueblo CCD, Bernalillo County, New Mexico",001,91590,35
-666666666.0,"Mescalero CCD, Otero County, New Mexico",035,92040,35
40691.0,"Southeast Otero CCD, Otero County, New Mexico",035,93120,35
46634.0,"Tularosa CCD, Otero County, New Mexico",035,93570,35
49314.0,"Alamogordo CCD, Otero County, New Mexico",035,90030,35
49333.0,"Broadview CCD, Curry County, New Mexico",009,90390,35
49742.0,"Clovis CCD, Curry County, New Mexico",009,90720,35
43309.0,"Tyrone CCD, Grant County, New Mexico",017,93600,35
34135.0,"Bayard-Santa Rita CCD, Grant County, New Mexico",017,90210,35
47250.0,"Melrose CCD, Curry County, New Mexico",009,92010,35
37155.0,"Raton CCD, Colfax County, New Mexico",007,92520,35
48068.0,"Springer CCD, Colfax County, New Mexico",007,93270,35
50432.0,"Cimarron CCD, Colfax County, New Mexico",007,90600,35
56354.0,"Loving CCD, Eddy County, New Mexico",015,91920,35
63138.0,"Artesia CCD, Eddy County, New Mexico",015,90150,35
-666666666.0,"Loco Hills CCD, Eddy County, New Mexico",015,91800,35
66223.0,"Carlsbad CCD, Eddy County, New Mexico",015,90480,35
-666666666.0,"South Harding CCD, Harding County, New Mexico",021,93150,35
35208.0,"North Harding CCD, Harding County, New Mexico",021,92220,35
-666666666.0,"Mora CCD, Mora County, New Mexico",033,92100,35
21250.0,"Wagon Mound CCD, Mora County, New Mexico",033,93720,35
-666666666.0,"Nenahnezad-Burnham CCD, San Juan County, New Mexico",045,92180,35
62237.0,"Napi Headquarters CCD, San Juan County, New Mexico",045,92150,35
32083.0,"Ohkay Owingeh CCD, Rio Arriba County, New Mexico",039,92295,35
-666666666.0,"Peñasco CCD, Taos County, New Mexico",055,92340,35
73304.0,"East Bernalillo CCD, Bernalillo County, New Mexico",001,91095,35
91359.0,"West Bernalillo CCD, Bernalillo County, New Mexico",001,93735,35
59402.0,"South Doña Ana CCD, Doña Ana County, New Mexico",013,93060,35
-666666666.0,"Jicarilla Apache CCD, Rio Arriba County, New Mexico",039,91682,35
-666666666.0,"Vallecitos CCD, Rio Arriba County, New Mexico",039,93630,35
80500.0,"Anthony CCD, Doña Ana County, New Mexico",013,90090,35
57151.0,"Doña Ana-Hill CCD, Doña Ana County, New Mexico",013,91050,35
46542.0,"Hatch CCD, Doña Ana County, New Mexico",013,91440,35
-666666666.0,"West Rio Arriba CCD, Rio Arriba County, New Mexico",039,93795,35
62604.0,"Fairacres CCD, Doña Ana County, New Mexico",013,91260,35
51430.0,"Las Cruces CCD, Doña Ana County, New Mexico",013,91740,35
42422.0,"White Sands CCD, Doña Ana County, New Mexico",013,93840,35
65966.0,"Rio Rancho CCD, Sandoval County, New Mexico",043,92655,35
57679.0,"Jemez-Zia CCD, Sandoval County, New Mexico",043,91654,35
50313.0,"Santo Domingo-San Felipe CCD, Sandoval County, New Mexico",043,92944,35
37104.0,"Socorro CCD, Socorro County, New Mexico",053,93040,35
39583.0,"Navajo Nation CCD, McKinley County, New Mexico",031,92170,35
