B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
9604.0,1572.0,619.0,463.0,610.0,536.0,621.0,254.0,408.0,350.0,542.0,559.0,862.0,644.0,499.0,400.0,665.0,"East Lansing city, Ingham County, Michigan",065,24120,26
904.0,11.0,19.0,24.0,20.0,45.0,50.0,50.0,57.0,60.0,115.0,102.0,142.0,117.0,39.0,28.0,25.0,"Leslie township, Ingham County, Michigan",065,47200,26
3021.0,95.0,62.0,129.0,142.0,70.0,172.0,190.0,142.0,203.0,302.0,426.0,443.0,285.0,123.0,189.0,48.0,"Mason city, Ingham County, Michigan",065,52180,26
2720.0,236.0,104.0,109.0,269.0,212.0,202.0,74.0,186.0,166.0,243.0,431.0,262.0,130.0,69.0,20.0,7.0,"Lansing charter township, Ingham County, Michigan",065,46020,26
655.0,59.0,38.0,28.0,27.0,39.0,25.0,31.0,51.0,34.0,30.0,87.0,84.0,46.0,63.0,10.0,3.0,"Leslie city, Ingham County, Michigan",065,47180,26
608.0,30.0,4.0,9.0,12.0,32.0,14.0,35.0,11.0,25.0,39.0,67.0,100.0,75.0,46.0,68.0,41.0,"Locke township, Ingham County, Michigan",065,49040,26
14143.0,952.0,413.0,649.0,485.0,531.0,706.0,454.0,537.0,494.0,831.0,1504.0,1504.0,1493.0,779.0,1367.0,1444.0,"Meridian charter township, Ingham County, Michigan",065,53140,26
1061.0,53.0,10.0,29.0,30.0,29.0,34.0,124.0,85.0,64.0,75.0,109.0,233.0,121.0,42.0,18.0,5.0,"Onondaga township, Ingham County, Michigan",065,60800,26
1336.0,26.0,39.0,56.0,81.0,25.0,114.0,72.0,48.0,61.0,78.0,121.0,273.0,133.0,65.0,68.0,76.0,"Leroy township, Ingham County, Michigan",065,47080,26
1400.0,13.0,12.0,17.0,43.0,44.0,36.0,45.0,32.0,34.0,149.0,212.0,381.0,206.0,61.0,96.0,19.0,"Aurelius township, Ingham County, Michigan",065,04240,26
1041.0,24.0,17.0,6.0,50.0,19.0,38.0,44.0,38.0,34.0,70.0,142.0,128.0,141.0,78.0,95.0,117.0,"Alaiedon township, Ingham County, Michigan",065,00800,26
1480.0,18.0,18.0,35.0,54.0,96.0,39.0,145.0,130.0,65.0,118.0,167.0,194.0,125.0,159.0,68.0,49.0,"Williamston city, Ingham County, Michigan",065,87420,26
583.0,18.0,18.0,7.0,13.0,13.0,16.0,11.0,20.0,11.0,30.0,72.0,106.0,64.0,66.0,65.0,53.0,"Wheatfield township, Ingham County, Michigan",065,86520,26
821.0,50.0,30.0,30.0,21.0,28.0,35.0,25.0,15.0,44.0,91.0,100.0,123.0,113.0,28.0,66.0,22.0,"Ingham township, Ingham County, Michigan",065,40640,26
441.0,12.0,9.0,24.0,5.0,21.0,13.0,32.0,25.0,20.0,40.0,54.0,77.0,60.0,28.0,5.0,16.0,"White Oak township, Ingham County, Michigan",065,86900,26
737.0,56.0,53.0,53.0,61.0,50.0,37.0,31.0,50.0,35.0,74.0,67.0,88.0,45.0,19.0,5.0,13.0,"Beaverton township, Gladwin County, Michigan",051,06680,26
348.0,23.0,14.0,14.0,15.0,14.0,0.0,24.0,30.0,11.0,44.0,59.0,48.0,31.0,11.0,6.0,4.0,"Bentley township, Gladwin County, Michigan",051,07360,26
1032.0,93.0,83.0,91.0,76.0,115.0,50.0,46.0,33.0,59.0,70.0,106.0,108.0,56.0,25.0,18.0,3.0,"Billings township, Gladwin County, Michigan",051,08360,26
444.0,63.0,26.0,34.0,55.0,31.0,30.0,18.0,19.0,21.0,28.0,44.0,39.0,9.0,14.0,13.0,0.0,"Sherman township, Gladwin County, Michigan",051,73140,26
857.0,62.0,48.0,54.0,71.0,35.0,49.0,51.0,58.0,44.0,93.0,101.0,97.0,60.0,11.0,15.0,8.0,"Butman township, Gladwin County, Michigan",051,12180,26
939.0,94.0,62.0,68.0,28.0,56.0,33.0,55.0,46.0,62.0,130.0,57.0,130.0,39.0,48.0,15.0,16.0,"Sage township, Gladwin County, Michigan",051,70500,26
582.0,68.0,59.0,42.0,45.0,36.0,26.0,42.0,28.0,12.0,66.0,68.0,31.0,36.0,9.0,5.0,9.0,"Hay township, Gladwin County, Michigan",051,37300,26
1248.0,183.0,77.0,172.0,98.0,75.0,58.0,74.0,75.0,72.0,130.0,64.0,63.0,23.0,21.0,38.0,25.0,"Gladwin city, Gladwin County, Michigan",051,32320,26
