B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
750.0,375.0,375.0,"District 2, Yazoo County, Mississippi",163,91476,28
1322.0,618.0,704.0,"District 4, Yazoo County, Mississippi",163,92952,28
349.0,306.0,43.0,"District 2, Winston County, Mississippi",159,91458,28
392.0,213.0,179.0,"District 1, Winston County, Mississippi",159,90720,28
580.0,461.0,119.0,"District 1, Yazoo County, Mississippi",163,90738,28
1181.0,448.0,733.0,"District 3, Yazoo County, Mississippi",163,92214,28
1055.0,323.0,732.0,"District 5, Yazoo County, Mississippi",163,93690,28
497.0,288.0,209.0,"District 1, Attala County, Mississippi",007,90036,28
979.0,488.0,491.0,"District 2, Attala County, Mississippi",007,90774,28
240.0,138.0,102.0,"District 5, Attala County, Mississippi",007,92988,28
784.0,558.0,226.0,"District 4, Attala County, Mississippi",007,92250,28
512.0,234.0,278.0,"District 3, Attala County, Mississippi",007,91512,28
108.0,108.0,0.0,"District 4, Benton County, Mississippi",009,92259,28
277.0,241.0,36.0,"District 2, Benton County, Mississippi",009,90783,28
166.0,129.0,37.0,"District 3, Benton County, Mississippi",009,91521,28
110.0,61.0,49.0,"District 5, Benton County, Mississippi",009,92997,28
24.0,24.0,0.0,"District 5, Franklin County, Mississippi",037,93123,28
381.0,363.0,18.0,"District 1, Benton County, Mississippi",009,90045,28
376.0,259.0,117.0,"District 1, Franklin County, Mississippi",037,90171,28
192.0,153.0,39.0,"District 2, Franklin County, Mississippi",037,90909,28
289.0,134.0,155.0,"District 3, Franklin County, Mississippi",037,91647,28
187.0,187.0,0.0,"District 4, Franklin County, Mississippi",037,92385,28
1285.0,637.0,648.0,"District 5, Coahoma County, Mississippi",027,93078,28
1105.0,389.0,716.0,"District 1, Coahoma County, Mississippi",027,90126,28
2005.0,752.0,1253.0,"District 3, Coahoma County, Mississippi",027,91602,28
1052.0,430.0,622.0,"District 4, Coahoma County, Mississippi",027,92340,28
1196.0,620.0,576.0,"District 2, Coahoma County, Mississippi",027,90864,28
943.0,755.0,188.0,"District 5, Jasper County, Mississippi",061,93231,28
404.0,360.0,44.0,"District 4, Jasper County, Mississippi",061,92493,28
908.0,796.0,112.0,"District 2, Jasper County, Mississippi",061,91017,28
651.0,598.0,53.0,"District 1, Jasper County, Mississippi",061,90279,28
782.0,551.0,231.0,"District 3, Jasper County, Mississippi",061,91755,28
478.0,361.0,117.0,"District 3, Jones County, Mississippi",067,91782,28
1087.0,625.0,462.0,"District 2, Jones County, Mississippi",067,91044,28
674.0,591.0,83.0,"District 2, Walthall County, Mississippi",147,91404,28
479.0,226.0,253.0,"District 4, Jones County, Mississippi",067,92520,28
1570.0,693.0,877.0,"District 1, Jones County, Mississippi",067,90306,28
3002.0,1517.0,1485.0,"District 5, Jones County, Mississippi",067,93258,28
