B19013I_001E,name,county,county subdivision,state
-666666666.0,"Cayuga CCD, Anderson County, Texas",001,90650,48
42917.0,"Elkhart CCD, Anderson County, Texas",001,91205,48
-666666666.0,"Frankston CCD, Anderson County, Texas",001,91390,48
48555.0,"Montalba-Tennessee Colony CCD, Anderson County, Texas",001,92615,48
37481.0,"Palestine CCD, Anderson County, Texas",001,92945,48
67798.0,"Andrews North CCD, Andrews County, Texas",003,90085,48
51336.0,"Andrews South CCD, Andrews County, Texas",003,90090,48
50231.0,"Diboll CCD, Angelina County, Texas",005,91045,48
31397.0,"Huntington CCD, Angelina County, Texas",005,91855,48
37564.0,"Lufkin CCD, Angelina County, Texas",005,92325,48
55697.0,"Pollok CCD, Angelina County, Texas",005,93090,48
-666666666.0,"Zavalla CCD, Angelina County, Texas",005,94315,48
27656.0,"Fulton CCD, Aransas County, Texas",007,91420,48
44472.0,"Rockport CCD, Aransas County, Texas",007,93295,48
28906.0,"Archer City CCD, Archer County, Texas",009,90130,48
-666666666.0,"Holliday CCD, Archer County, Texas",009,91815,48
-666666666.0,"Claude North CCD, Armstrong County, Texas",011,90740,48
151500.0,"Claude South CCD, Armstrong County, Texas",011,90745,48
-666666666.0,"Campbellton CCD, Atascosa County, Texas",013,90595,48
32917.0,"Charlotte CCD, Atascosa County, Texas",013,90695,48
51913.0,"Jourdanton CCD, Atascosa County, Texas",013,91955,48
52727.0,"Pleasanton CCD, Atascosa County, Texas",013,93070,48
48534.0,"Poteet CCD, Atascosa County, Texas",013,93120,48
-666666666.0,"Bellville CCD, Austin County, Texas",015,90250,48
-666666666.0,"Industry CCD, Austin County, Texas",015,91873,48
62568.0,"Sealy CCD, Austin County, Texas",015,93490,48
34934.0,"Wallis CCD, Austin County, Texas",015,94070,48
37905.0,"Muleshoe CCD, Bailey County, Texas",017,92685,48
50625.0,"South Sand Hills CCD, Bailey County, Texas",017,93670,48
54957.0,"Bandera CCD, Bandera County, Texas",019,90195,48
70000.0,"Medina CCD, Bandera County, Texas",019,92500,48
47958.0,"Bastrop CCD, Bastrop County, Texas",021,90210,48
55234.0,"Cedar Creek-Red Rock CCD, Bastrop County, Texas",021,90655,48
43359.0,"Elgin CCD, Bastrop County, Texas",021,91200,48
59333.0,"Smithville CCD, Bastrop County, Texas",021,93600,48
21875.0,"Seymour CCD, Baylor County, Texas",023,93525,48
-666666666.0,"Seymour Rural CCD, Baylor County, Texas",023,93535,48
39034.0,"Beeville CCD, Bee County, Texas",025,90240,48
60179.0,"Pettus-Pawnee CCD, Bee County, Texas",025,93025,48
44405.0,"Skidmore CCD, Bee County, Texas",025,93585,48
46373.0,"Belton CCD, Bell County, Texas",027,90255,48
44245.0,"East Bell CCD, Bell County, Texas",027,91110,48
41587.0,"Fort Hood CCD, Bell County, Texas",027,91365,48
48285.0,"Killeen CCD, Bell County, Texas",027,92030,48
52557.0,"Northwest Bell CCD, Bell County, Texas",027,92835,48
48000.0,"Rogers CCD, Bell County, Texas",027,93310,48
60313.0,"South Bell CCD, Bell County, Texas",027,93630,48
51836.0,"Southwest Bell CCD, Bell County, Texas",027,93680,48
43822.0,"Temple CCD, Bell County, Texas",027,93855,48
35684.0,"San Antonio Central CCD, Bexar County, Texas",029,93407,48
