B07004B_001E,B07004B_002E,B07004B_003E,B07004B_004E,B07004B_005E,B07004B_006E,name,county,county subdivision,state
456.0,456.0,0.0,0.0,0.0,0.0,"Timberlake district, Campbell County, Virginia",031,96087,51
1252.0,1252.0,0.0,0.0,0.0,0.0,"Concord district, Campbell County, Virginia",031,90968,51
665.0,649.0,16.0,0.0,0.0,0.0,"Seneca district, Campbell County, Virginia",031,95623,51
1284.0,1208.0,48.0,28.0,0.0,0.0,"Brookneal district, Campbell County, Virginia",031,90504,51
1252.0,1113.0,14.0,107.0,16.0,2.0,"Rustburg district, Campbell County, Virginia",031,95503,51
6392.0,4749.0,793.0,676.0,160.0,14.0,"Tuckahoe district, Henrico County, Virginia",087,96119,51
37993.0,32108.0,3475.0,1857.0,250.0,303.0,"Fairfield district, Henrico County, Virginia",087,93511,51
5283.0,3961.0,706.0,391.0,216.0,9.0,"Three Chopt district, Henrico County, Virginia",087,96079,51
3413.0,2812.0,187.0,66.0,348.0,0.0,"Iriswood district, Henry County, Virginia",089,93975,51
12024.0,9513.0,1268.0,930.0,155.0,158.0,"Brookland district, Henrico County, Virginia",087,90496,51
32866.0,29612.0,2256.0,769.0,229.0,0.0,"Varina district, Henrico County, Virginia",087,96175,51
1516.0,1164.0,13.0,203.0,136.0,0.0,"Collinsville district, Henry County, Virginia",089,90944,51
1406.0,1304.0,72.0,19.0,11.0,0.0,"Reed Creek district, Henry County, Virginia",089,95263,51
1053.0,701.0,31.0,321.0,0.0,0.0,"Blackberry district, Henry County, Virginia",089,90288,51
1510.0,1420.0,43.0,47.0,0.0,0.0,"Ridgeway district, Henry County, Virginia",089,95295,51
2410.0,2286.0,42.0,57.0,17.0,8.0,"Horsepasture district, Henry County, Virginia",089,93919,51
1414.0,911.0,132.0,45.0,326.0,0.0,"Dahlgren district, King George County, Virginia",099,91080,51
878.0,826.0,41.0,11.0,0.0,0.0,"James Monroe district, King George County, Virginia",099,94039,51
936.0,921.0,0.0,8.0,7.0,0.0,"Shiloh district, King George County, Virginia",099,95687,51
938.0,668.0,47.0,212.0,0.0,11.0,"James Madison district, King George County, Virginia",099,94031,51
870.0,772.0,5.0,93.0,0.0,0.0,"West Point district, King William County, Virginia",101,96327,51
1092.0,1081.0,0.0,0.0,0.0,11.0,"Acquinton district, King William County, Virginia",101,90016,51
1045.0,981.0,0.0,40.0,0.0,24.0,"Mangohick district, King William County, Virginia",101,94479,51
672.0,633.0,39.0,0.0,0.0,0.0,"Mountain Road district, Louisa County, Virginia",109,94759,51
1085.0,990.0,44.0,51.0,0.0,0.0,"Patrick Henry district, Louisa County, Virginia",109,95015,51
538.0,472.0,52.0,12.0,2.0,0.0,"Louisa district, Louisa County, Virginia",109,94375,51
714.0,702.0,0.0,0.0,12.0,0.0,"Mineral district, Louisa County, Virginia",109,94711,51
699.0,679.0,0.0,20.0,0.0,0.0,"Cuckoo district, Louisa County, Virginia",109,91040,51
746.0,713.0,22.0,11.0,0.0,0.0,"Green Spring district, Louisa County, Virginia",109,93767,51
826.0,738.0,79.0,9.0,0.0,0.0,"Jackson district, Louisa County, Virginia",109,93999,51
223.0,223.0,0.0,0.0,0.0,0.0,"Chesapeake district, Mathews County, Virginia",115,90808,51
490.0,392.0,74.0,10.0,14.0,0.0,"Westville district, Mathews County, Virginia",115,96335,51
214.0,214.0,0.0,0.0,0.0,0.0,"Piankatank district, Mathews County, Virginia",115,95055,51
568.0,543.0,25.0,0.0,0.0,0.0,"Jamaica district, Middlesex County, Virginia",119,94023,51
440.0,383.0,0.0,22.0,35.0,0.0,"Pine Top district, Middlesex County, Virginia",119,95079,51
969.0,784.0,31.0,141.0,13.0,0.0,"Saluda district, Middlesex County, Virginia",119,95559,51
1283.0,1255.0,28.0,0.0,0.0,0.0,"District 501, Prince Edward County, Virginia",147,92593,51
370.0,268.0,16.0,34.0,52.0,0.0,"District 701, Prince Edward County, Virginia",147,92613,51
528.0,402.0,32.0,46.0,48.0,0.0,"District 401, Prince Edward County, Virginia",147,92583,51
955.0,872.0,72.0,11.0,0.0,0.0,"District 201, Prince Edward County, Virginia",147,92563,51
863.0,838.0,0.0,25.0,0.0,0.0,"District 801, Prince Edward County, Virginia",147,92623,51
1448.0,1405.0,35.0,0.0,8.0,0.0,"District 601, Prince Edward County, Virginia",147,92603,51
1027.0,1001.0,0.0,0.0,0.0,26.0,"District 301, Prince Edward County, Virginia",147,92573,51
579.0,519.0,48.0,8.0,4.0,0.0,"District 101, Prince Edward County, Virginia",147,92553,51
7133.0,5472.0,238.0,961.0,421.0,41.0,"Bland district, Prince George County, Virginia",149,90352,51
835.0,674.0,62.0,99.0,0.0,0.0,"Blackwater district, Prince George County, Virginia",149,90328,51
125.0,108.0,0.0,17.0,0.0,0.0,"Brandon district, Prince George County, Virginia",149,90472,51
2814.0,2425.0,53.0,168.0,168.0,0.0,"Rives district, Prince George County, Virginia",149,95343,51
1163.0,947.0,216.0,0.0,0.0,0.0,"Templeton district, Prince George County, Virginia",149,96063,51
373.0,313.0,0.0,60.0,0.0,0.0,"District 1, Richmond County, Virginia",159,91271,51
239.0,196.0,3.0,40.0,0.0,0.0,"District 3, Richmond County, Virginia",159,91571,51
1060.0,875.0,8.0,154.0,23.0,0.0,"District 2, Richmond County, Virginia",159,91421,51
309.0,309.0,0.0,0.0,0.0,0.0,"District 4, Richmond County, Virginia",159,91721,51
258.0,221.0,8.0,25.0,4.0,0.0,"District 5, Richmond County, Virginia",159,91871,51
414.0,377.0,0.0,33.0,4.0,0.0,"Central district, Rockingham County, Virginia",165,90736,51
134.0,71.0,52.0,11.0,0.0,0.0,"Plains district, Rockingham County, Virginia",165,95095,51
808.0,787.0,0.0,21.0,0.0,0.0,"Stonewall district, Rockingham County, Virginia",165,95951,51
321.0,274.0,14.0,12.0,13.0,8.0,"Ashby district, Rockingham County, Virginia",165,90080,51
310.0,289.0,10.0,11.0,0.0,0.0,"Linville district, Rockingham County, Virginia",165,94287,51
36.0,6.0,0.0,21.0,9.0,0.0,"District 6, Scott County, Virginia",169,92026,51
59.0,54.0,0.0,5.0,0.0,0.0,"District 1, Scott County, Virginia",169,91276,51
0.0,0.0,0.0,0.0,0.0,0.0,"District 3, Scott County, Virginia",169,91576,51
90.0,87.0,3.0,0.0,0.0,0.0,"District 4, Scott County, Virginia",169,91726,51
0.0,0.0,0.0,0.0,0.0,0.0,"District 2, Scott County, Virginia",169,91426,51
0.0,0.0,0.0,0.0,0.0,0.0,"District 5, Scott County, Virginia",169,91876,51
2435.0,2207.0,158.0,6.0,50.0,14.0,"Chancellor district, Spotsylvania County, Virginia",177,90760,51
1842.0,1632.0,150.0,42.0,18.0,0.0,"Livingston district, Spotsylvania County, Virginia",177,94311,51
4271.0,3698.0,236.0,177.0,87.0,73.0,"Lee Hill district, Spotsylvania County, Virginia",177,94231,51
3637.0,2908.0,349.0,146.0,187.0,47.0,"Battlefield district, Spotsylvania County, Virginia",177,90168,51
2340.0,1962.0,220.0,136.0,22.0,0.0,"Courtland district, Spotsylvania County, Virginia",177,91008,51
2299.0,2173.0,48.0,60.0,18.0,0.0,"Berkeley district, Spotsylvania County, Virginia",177,90232,51
3681.0,3315.0,63.0,303.0,0.0,0.0,"Salem district, Spotsylvania County, Virginia",177,95543,51
778.0,758.0,11.0,9.0,0.0,0.0,"Bacons Castle district, Surry County, Virginia",181,90136,51
617.0,557.0,36.0,0.0,24.0,0.0,"Carsley district, Surry County, Virginia",181,90624,51
