B19013I_001E,name,county,county subdivision,state
-666666666.0,"District 2, Yazoo County, Mississippi",163,91476,28
-666666666.0,"District 4, Yazoo County, Mississippi",163,92952,28
-666666666.0,"District 2, Winston County, Mississippi",159,91458,28
19948.0,"District 1, Winston County, Mississippi",159,90720,28
-666666666.0,"District 1, Yazoo County, Mississippi",163,90738,28
-666666666.0,"District 3, Yazoo County, Mississippi",163,92214,28
-666666666.0,"District 5, Yazoo County, Mississippi",163,93690,28
-666666666.0,"District 1, Attala County, Mississippi",007,90036,28
-666666666.0,"District 2, Attala County, Mississippi",007,90774,28
-666666666.0,"District 5, Attala County, Mississippi",007,92988,28
-666666666.0,"District 4, Attala County, Mississippi",007,92250,28
-666666666.0,"District 3, Attala County, Mississippi",007,91512,28
-666666666.0,"District 4, Benton County, Mississippi",009,92259,28
-666666666.0,"District 2, Benton County, Mississippi",009,90783,28
-666666666.0,"District 3, Benton County, Mississippi",009,91521,28
-666666666.0,"District 5, Benton County, Mississippi",009,92997,28
-666666666.0,"District 5, Franklin County, Mississippi",037,93123,28
-666666666.0,"District 1, Benton County, Mississippi",009,90045,28
-666666666.0,"District 1, Franklin County, Mississippi",037,90171,28
-666666666.0,"District 2, Franklin County, Mississippi",037,90909,28
-666666666.0,"District 3, Franklin County, Mississippi",037,91647,28
-666666666.0,"District 4, Franklin County, Mississippi",037,92385,28
-666666666.0,"District 5, Coahoma County, Mississippi",027,93078,28
-666666666.0,"District 1, Coahoma County, Mississippi",027,90126,28
-666666666.0,"District 3, Coahoma County, Mississippi",027,91602,28
-666666666.0,"District 4, Coahoma County, Mississippi",027,92340,28
-666666666.0,"District 2, Coahoma County, Mississippi",027,90864,28
-666666666.0,"District 5, Jasper County, Mississippi",061,93231,28
-666666666.0,"District 4, Jasper County, Mississippi",061,92493,28
-666666666.0,"District 2, Jasper County, Mississippi",061,91017,28
-666666666.0,"District 1, Jasper County, Mississippi",061,90279,28
-666666666.0,"District 3, Jasper County, Mississippi",061,91755,28
-666666666.0,"District 3, Jones County, Mississippi",067,91782,28
45125.0,"District 2, Jones County, Mississippi",067,91044,28
-666666666.0,"District 2, Walthall County, Mississippi",147,91404,28
37500.0,"District 4, Jones County, Mississippi",067,92520,28
-666666666.0,"District 1, Jones County, Mississippi",067,90306,28
-666666666.0,"District 5, Jones County, Mississippi",067,93258,28
-666666666.0,"District 1, Walthall County, Mississippi",147,90666,28
-666666666.0,"District 3, Walthall County, Mississippi",147,92142,28
-666666666.0,"District 5, Walthall County, Mississippi",147,93618,28
-666666666.0,"District 4, Walthall County, Mississippi",147,92880,28
-666666666.0,"District 3, Monroe County, Mississippi",095,91908,28
29531.0,"District 4, Monroe County, Mississippi",095,92646,28
-666666666.0,"District 5, Monroe County, Mississippi",095,93384,28
-666666666.0,"District 2, Monroe County, Mississippi",095,91170,28
-666666666.0,"District 1, Monroe County, Mississippi",095,90432,28
-666666666.0,"District 4, Pontotoc County, Mississippi",115,92736,28
76491.0,"District 3, Pontotoc County, Mississippi",115,91998,28
-666666666.0,"District 2, Sunflower County, Mississippi",133,91341,28
-666666666.0,"District 5, Pontotoc County, Mississippi",115,93474,28
26788.0,"District 1, Pontotoc County, Mississippi",115,90522,28
40807.0,"District 2, Pontotoc County, Mississippi",115,91260,28
-666666666.0,"District 4, Sunflower County, Mississippi",133,92817,28
