B25003H_001E,B25003H_002E,B25003H_003E,name,county,county subdivision,state
275.0,204.0,71.0,"Precinct 8, Hamilton County, Nebraska",081,92543,31
339.0,323.0,16.0,"Precinct 6, Hamilton County, Nebraska",081,92523,31
124.0,99.0,25.0,"Precinct 1, Hamilton County, Nebraska",081,92473,31
288.0,248.0,40.0,"Precinct 2, Hamilton County, Nebraska",081,92483,31
1731.0,1323.0,408.0,"Precinct 4, Hamilton County, Nebraska",081,92503,31
240.0,189.0,51.0,"Precinct 7, Hamilton County, Nebraska",081,92533,31
275.0,255.0,20.0,"Precinct 3, Hamilton County, Nebraska",081,92493,31
68.0,59.0,9.0,"Newton precinct, Jefferson County, Nebraska",095,92110,31
170.0,148.0,22.0,"Pleasant precinct, Jefferson County, Nebraska",095,92405,31
78.0,74.0,4.0,"Rock Creek precinct, Jefferson County, Nebraska",095,92760,31
53.0,24.0,29.0,"Brewster precinct, Blaine County, Nebraska",009,90355,31
92.0,66.0,26.0,"Dunning precinct, Blaine County, Nebraska",009,90765,31
80.0,51.0,29.0,"Purdum precinct, Blaine County, Nebraska",009,92690,31
372.0,312.0,60.0,"Adams precinct, Colfax County, Nebraska",037,90005,31
707.0,573.0,134.0,"Schuyler city, Colfax County, Nebraska",037,92868,31
336.0,256.0,80.0,"Lincoln precinct, Colfax County, Nebraska",037,91755,31
127.0,96.0,31.0,"Richland precinct, Colfax County, Nebraska",037,92725,31
85.0,62.0,23.0,"Midland precinct, Colfax County, Nebraska",037,91975,31
36.0,34.0,2.0,"Rogers precinct, Colfax County, Nebraska",037,92780,31
44.0,32.0,12.0,"Maple Creek precinct, Colfax County, Nebraska",037,91920,31
186.0,136.0,50.0,"Ayr township, Adams County, Nebraska",001,02900,31
102.0,85.0,17.0,"Little Blue township, Adams County, Nebraska",001,28385,31
100.0,82.0,18.0,"Verona township, Adams County, Nebraska",001,50545,31
36.0,28.0,8.0,"Silver Lake township, Adams County, Nebraska",001,45470,31
154.0,106.0,48.0,"Cottonwood township, Adams County, Nebraska",001,10810,31
54.0,50.0,4.0,"Hanover township, Adams County, Nebraska",001,20855,31
407.0,342.0,65.0,"Kenesaw township, Adams County, Nebraska",001,25195,31
155.0,138.0,17.0,"Roseland township, Adams County, Nebraska",001,42390,31
83.0,67.0,16.0,"Richland precinct, Jefferson County, Nebraska",095,92730,31
112.0,106.0,6.0,"Eureka precinct, Jefferson County, Nebraska",095,90935,31
62.0,57.0,5.0,"Gibson precinct, Jefferson County, Nebraska",095,91115,31
73.0,61.0,12.0,"Cub Creek precinct, Jefferson County, Nebraska",095,90620,31
94.0,87.0,7.0,"Fairbury precinct, Jefferson County, Nebraska",095,90940,31
118.0,115.0,3.0,"Jefferson precinct, Jefferson County, Nebraska",095,91540,31
34.0,25.0,9.0,"Meridian precinct, Jefferson County, Nebraska",095,91955,31
39.0,24.0,15.0,"Washington precinct, Jefferson County, Nebraska",095,93350,31
83.0,76.0,7.0,"Antelope precinct, Jefferson County, Nebraska",095,90055,31
89.0,76.0,13.0,"Endicott precinct, Jefferson County, Nebraska",095,90915,31
1650.0,1093.0,557.0,"Fairbury city, Jefferson County, Nebraska",095,90938,31
16.0,16.0,0.0,"Lincoln precinct, Jefferson County, Nebraska",095,91770,31
80.0,38.0,42.0,"Buckley precinct, Jefferson County, Nebraska",095,90405,31
303.0,242.0,61.0,"Plymouth precinct, Jefferson County, Nebraska",095,92450,31
28.0,16.0,12.0,"Newark township, Kearney County, Nebraska",099,34055,31
52.0,28.0,24.0,"Liberty township, Kearney County, Nebraska",099,27050,31
733.0,422.0,311.0,"Lincoln township, Kearney County, Nebraska",099,27295,31
102.0,65.0,37.0,"Lowell township, Kearney County, Nebraska",099,29610,31
242.0,174.0,68.0,"Oneida township, Kearney County, Nebraska",099,37070,31
52.0,52.0,0.0,"May township, Kearney County, Nebraska",099,31255,31
214.0,108.0,106.0,"Blaine township, Kearney County, Nebraska",099,05315,31
101.0,89.0,12.0,"Logan township, Kearney County, Nebraska",099,28840,31
24.0,24.0,0.0,"Cosmo township, Kearney County, Nebraska",099,10670,31
