B25003H_001E,B25003H_002E,B25003H_003E,name,county,county subdivision,state
940.0,754.0,186.0,"Rockingham CCD, Bacon County, Georgia",005,92562,13
1052.0,907.0,145.0,"Altamaha River CCD, Appling County, Georgia",001,90078,13
2327.0,1652.0,675.0,"Baxley CCD, Appling County, Georgia",001,90240,13
2269.0,1757.0,512.0,"Alma CCD, Bacon County, Georgia",005,90072,13
1865.0,1224.0,641.0,"Hoboken CCD, Brantley County, Georgia",025,91500,13
2309.0,1977.0,332.0,"Waynesville CCD, Brantley County, Georgia",025,93306,13
2203.0,1832.0,371.0,"Nahunta CCD, Brantley County, Georgia",025,92124,13
1057.0,730.0,327.0,"Southeast Banks CCD, Banks County, Georgia",011,92803,13
10542.0,8979.0,1563.0,"North Paulding CCD, Paulding County, Georgia",223,92210,13
6267.0,4443.0,1824.0,"LaFayette CCD, Walker County, Georgia",295,91668,13
460.0,418.0,42.0,"Queensland CCD, Ben Hill County, Georgia",017,92433,13
2057.0,1590.0,467.0,"Redbud CCD, Gordon County, Georgia",129,92460,13
1388.0,1072.0,316.0,"Washington CCD, Wilkes County, Georgia",317,93275,13
185.0,166.0,19.0,"Southeast Grady CCD, Grady County, Georgia",131,92804,13
180.0,148.0,32.0,"Northwest Grady CCD, Grady County, Georgia",131,92216,13
507.0,462.0,45.0,"West Johnson CCD, Johnson County, Georgia",167,93332,13
426.0,337.0,89.0,"Carsonville CCD, Taylor County, Georgia",269,90557,13
5038.0,4133.0,905.0,"Blacks Mill CCD, Dawson County, Georgia",085,90284,13
1033.0,902.0,131.0,"North Twiggs CCD, Twiggs County, Georgia",289,92215,13
707.0,541.0,166.0,"South Twiggs CCD, Twiggs County, Georgia",289,92821,13
455.0,442.0,13.0,"Mount Pleasant CCD, Decatur County, Georgia",087,92104,13
4830.0,3606.0,1224.0,"Three Sisters Mountain CCD, Lumpkin County, Georgia",187,93024,13
1353.0,984.0,369.0,"Millen CCD, Jenkins County, Georgia",165,92019,13
673.0,548.0,125.0,"South Jenkins CCD, Jenkins County, Georgia",165,92806,13
243.0,179.0,64.0,"Salem CCD, Upson County, Georgia",293,92671,13
1033.0,888.0,145.0,"Cedar Crossing CCD, Toombs County, Georgia",279,90591,13
1356.0,1030.0,326.0,"South Lincoln CCD, Lincoln County, Georgia",181,92807,13
3359.0,2691.0,668.0,"Crawford CCD, Oglethorpe County, Georgia",221,90814,13
1692.0,1135.0,557.0,"Macon East CCD, Bibb County, Georgia",021,91891,13
1088.0,878.0,210.0,"Vaughn CCD, Spalding County, Georgia",255,93180,13
15255.0,9985.0,5270.0,"Macon West CCD, Bibb County, Georgia",021,91892,13
2001.0,1698.0,303.0,"Towalaga CCD, Spalding County, Georgia",255,93071,13
261.0,223.0,38.0,"Digbey CCD, Spalding County, Georgia",255,90942,13
6798.0,5545.0,1253.0,"Gray-Macon East CCD, Jones County, Georgia",169,91351,13
1955.0,1590.0,365.0,"Worthville CCD, Butts County, Georgia",035,93438,13
876.0,786.0,90.0,"Southwest Butts CCD, Butts County, Georgia",035,92822,13
874.0,705.0,169.0,"Eldorado CCD, Tift County, Georgia",277,91052,13
6353.0,3401.0,2952.0,"Milledgeville CCD, Baldwin County, Georgia",009,92015,13
2457.0,1922.0,535.0,"Martin-Avalon CCD, Stephens County, Georgia",257,91934,13
3020.0,2211.0,809.0,"Trenton CCD, Dade County, Georgia",083,93084,13
6263.0,4539.0,1724.0,"Grovetown-Harlem CCD, Columbia County, Georgia",073,91383,13
1431.0,1190.0,241.0,"East Baldwin CCD, Baldwin County, Georgia",009,90992,13
1103.0,873.0,230.0,"Lookout Mountain CCD, Walker County, Georgia",295,91810,13
1468.0,1194.0,274.0,"South Gilmer CCD, Gilmer County, Georgia",123,92805,13
2124.0,1894.0,230.0,"North Gilmer CCD, Gilmer County, Georgia",123,92206,13
2472.0,1662.0,810.0,"South Newton CCD, Newton County, Georgia",217,92810,13
10173.0,7983.0,2190.0,"Buford-Sugar Hill CCD, Gwinnett County, Georgia",135,90469,13
940.0,823.0,117.0,"Coldwater CCD, Elbert County, Georgia",105,90719,13
13077.0,8182.0,4895.0,"Pooler-Bloomingdale CCD, Chatham County, Georgia",051,92393,13
10210.0,7605.0,2605.0,"Tybee Island-Wilmington Island CCD, Chatham County, Georgia",051,93127,13
817.0,641.0,176.0,"East Lanier CCD, Lanier County, Georgia",173,91010,13
1285.0,935.0,350.0,"Big Satilla Creek CCD, Appling County, Georgia",001,90273,13
435.0,401.0,34.0,"Surrency-Troper CCD, Appling County, Georgia",001,92905,13
1809.0,1443.0,366.0,"Mountain City CCD, Rabun County, Georgia",241,92103,13
334.0,295.0,39.0,"Northeast Bleckley CCD, Bleckley County, Georgia",023,92198,13
15419.0,12678.0,2741.0,"Peachtree City-Tyrone CCD, Fayette County, Georgia",113,92331,13
322.0,256.0,66.0,"Jekyll Island CCD, Glynn County, Georgia",127,91599,13
1032.0,0.0,1032.0,"Fort Benning CCD, Muscogee County, Georgia",215,91213,13
1213.0,1026.0,187.0,"Sunset Village CCD, Upson County, Georgia",293,92902,13
9308.0,4905.0,4403.0,"Columbus West CCD, Muscogee County, Georgia",215,90753,13
5335.0,3397.0,1938.0,"Columbus East CCD, Muscogee County, Georgia",215,90751,13
16800.0,11425.0,5375.0,"Columbus North CCD, Muscogee County, Georgia",215,90752,13
1500.0,1308.0,192.0,"North Marion CCD, Marion County, Georgia",197,92207,13
9602.0,6837.0,2765.0,"Douglasville-Lithia Springs CCD, Douglas County, Georgia",097,90974,13
817.0,594.0,223.0,"North Evans CCD, Evans County, Georgia",109,92204,13
5241.0,3926.0,1315.0,"West Whitfield CCD, Whitfield County, Georgia",313,93350,13
20496.0,13396.0,7100.0,"Rome CCD, Floyd County, Georgia",115,92586,13
5609.0,4641.0,968.0,"Chestatee CCD, Forsyth County, Georgia",117,90642,13
3325.0,2359.0,966.0,"Armuchee CCD, Floyd County, Georgia",115,90126,13
1620.0,1050.0,570.0,"Shannon CCD, Floyd County, Georgia",115,92736,13
7083.0,6144.0,939.0,"Silver City CCD, Forsyth County, Georgia",117,92772,13
28481.0,24407.0,4074.0,"Cumming CCD, Forsyth County, Georgia",117,90828,13
14629.0,13045.0,1584.0,"Big Creek CCD, Forsyth County, Georgia",117,90270,13
5026.0,4012.0,1014.0,"Clarkesville CCD, Habersham County, Georgia",137,90672,13
6573.0,4783.0,1790.0,"Cornelia CCD, Habersham County, Georgia",137,90798,13
1412.0,1225.0,187.0,"Turnerville CCD, Habersham County, Georgia",137,93102,13
1036.0,835.0,201.0,"Royston CCD, Hart County, Georgia",147,92622,13
3368.0,2615.0,753.0,"Hartwell CCD, Hart County, Georgia",147,91428,13
2129.0,1791.0,338.0,"Reed Creek CCD, Hart County, Georgia",147,92466,13
1353.0,1131.0,222.0,"Bowersville CCD, Hart County, Georgia",147,90348,13
934.0,779.0,155.0,"Naylor CCD, Lowndes County, Georgia",185,92136,13
2742.0,1785.0,957.0,"Barretts CCD, Lowndes County, Georgia",185,90228,13
520.0,366.0,154.0,"Greenville CCD, Meriwether County, Georgia",199,91368,13
1264.0,951.0,313.0,"Manchester CCD, Meriwether County, Georgia",199,91908,13
2174.0,1623.0,551.0,"Darien CCD, McIntosh County, Georgia",191,90882,13
1453.0,1226.0,227.0,"Townsend CCD, McIntosh County, Georgia",191,93078,13
1106.0,897.0,209.0,"Luthersville CCD, Meriwether County, Georgia",199,91854,13
4194.0,3174.0,1020.0,"Hahira CCD, Lowndes County, Georgia",185,91392,13
2476.0,1781.0,695.0,"Lake Park CCD, Lowndes County, Georgia",185,91686,13
13505.0,7053.0,6452.0,"Valdosta CCD, Lowndes County, Georgia",185,93168,13
448.0,362.0,86.0,"Woodbury CCD, Meriwether County, Georgia",199,93414,13
850.0,608.0,242.0,"Warm Springs CCD, Meriwether County, Georgia",199,93246,13
607.0,544.0,63.0,"Gay CCD, Meriwether County, Georgia",199,91266,13
3323.0,2988.0,335.0,"Culloden-Bolingbroke CCD, Monroe County, Georgia",207,90822,13
3840.0,2990.0,850.0,"Forsyth CCD, Monroe County, Georgia",207,91206,13
1599.0,1323.0,276.0,"Little River CCD, Putnam County, Georgia",237,91782,13
3290.0,2628.0,662.0,"Phoenix CCD, Putnam County, Georgia",237,92364,13
1165.0,897.0,268.0,"Eatonton CCD, Putnam County, Georgia",237,91032,13
670.0,509.0,161.0,"Leslie-De Soto CCD, Sumter County, Georgia",261,91728,13
3692.0,2583.0,1109.0,"Americus CCD, Sumter County, Georgia",261,90090,13
222.0,155.0,67.0,"Andersonville CCD, Sumter County, Georgia",261,90096,13
689.0,517.0,172.0,"Plains CCD, Sumter County, Georgia",261,92388,13
191.0,142.0,49.0,"Crawfordville CCD, Taliaferro County, Georgia",265,90816,13
52.0,45.0,7.0,"Sharon CCD, Taliaferro County, Georgia",265,92742,13
82.0,73.0,9.0,"Panhandle CCD, Warren County, Georgia",301,92304,13
164.0,112.0,52.0,"Norwood CCD, Warren County, Georgia",301,92226,13
212.0,194.0,18.0,"Camak CCD, Warren County, Georgia",301,90516,13
144.0,110.0,34.0,"Norris CCD, Warren County, Georgia",301,92190,13
332.0,256.0,76.0,"Warrenton CCD, Warren County, Georgia",301,93258,13
303.0,251.0,52.0,"Milford CCD, Baker County, Georgia",007,92010,13
378.0,249.0,129.0,"Newton CCD, Baker County, Georgia",007,92160,13
3028.0,2302.0,726.0,"Pembroke CCD, Bryan County, Georgia",029,92346,13
6475.0,4599.0,1876.0,"Richmond Hill CCD, Bryan County, Georgia",029,92514,13
0.0,0.0,0.0,"Fort Stewart CCD, Bryan County, Georgia",029,91236,13
1617.0,1089.0,528.0,"Jackson CCD, Butts County, Georgia",035,91572,13
511.0,301.0,210.0,"Jenkinsburg CCD, Butts County, Georgia",035,91602,13
740.0,562.0,178.0,"Flovilla CCD, Butts County, Georgia",035,91182,13
386.0,219.0,167.0,"Aline CCD, Candler County, Georgia",043,90060,13
530.0,372.0,158.0,"Pulaski CCD, Candler County, Georgia",043,92430,13
1748.0,1114.0,634.0,"Metter CCD, Candler County, Georgia",043,91986,13
8434.0,5007.0,3427.0,"St. Marys CCD, Camden County, Georgia",039,92652,13
5444.0,3710.0,1734.0,"Villa Rica CCD, Carroll County, Georgia",045,93216,13
2328.0,1976.0,352.0,"Woodbine CCD, Camden County, Georgia",039,93408,13
3196.0,2254.0,942.0,"Kingsland CCD, Camden County, Georgia",039,91650,13
1889.0,1398.0,491.0,"Mount Zion CCD, Carroll County, Georgia",045,92112,13
3016.0,2185.0,831.0,"Bowdon CCD, Carroll County, Georgia",045,90342,13
1379.0,1115.0,264.0,"Whitesburg CCD, Carroll County, Georgia",045,93372,13
1350.0,1117.0,233.0,"Roopville CCD, Carroll County, Georgia",045,92592,13
14659.0,9262.0,5397.0,"Carrollton CCD, Carroll County, Georgia",045,90552,13
3505.0,2606.0,899.0,"Temple CCD, Carroll County, Georgia",045,92976,13
