B19013H_001E,name,county,county subdivision,state
56125.0,"Mary Ann township, Licking County, Ohio",089,48132,39
59873.0,"Burlington township, Licking County, Ohio",089,10366,39
43457.0,"Fallsbury township, Licking County, Ohio",089,26530,39
61250.0,"Hopewell township, Licking County, Ohio",089,36316,39
70034.0,"Newark township, Licking County, Ohio",089,54054,39
70678.0,"Pataskala city, Licking County, Ohio",089,61112,39
74650.0,"St. Albans township, Licking County, Ohio",089,69456,39
46992.0,"Washington township, Licking County, Ohio",089,81410,39
73676.0,"Bennington township, Licking County, Ohio",089,05494,39
87869.0,"Bowling Green township, Licking County, Ohio",089,07944,39
50556.0,"McKean township, Licking County, Ohio",089,46116,39
57500.0,"Eden township, Licking County, Ohio",089,24332,39
84880.0,"Etna township, Licking County, Ohio",089,25690,39
106885.0,"Granville township, Licking County, Ohio",089,31416,39
92115.0,"Harrison township, Licking County, Ohio",089,33894,39
55066.0,"Perry township, Licking County, Ohio",089,61924,39
59083.0,"Hartford township, Licking County, Ohio",089,34188,39
56857.0,"Union township, Licking County, Ohio",089,78400,39
69474.0,"Jersey township, Licking County, Ohio",089,39102,39
44621.0,"Sharon township, Richland County, Ohio",139,71830,39
57416.0,"Springfield township, Richland County, Ohio",139,74128,39
65644.0,"Bennington township, Morrow County, Ohio",117,05508,39
37391.0,"Westfield township, Morrow County, Ohio",117,83454,39
59063.0,"Canaan township, Morrow County, Ohio",117,11248,39
41600.0,"Troy township, Morrow County, Ohio",117,77602,39
67431.0,"Franklin township, Morrow County, Ohio",117,28378,39
53611.0,"Buffalo township, Noble County, Ohio",121,10142,39
39722.0,"Jackson township, Noble County, Ohio",121,37940,39
28909.0,"Jefferson township, Noble County, Ohio",121,38766,39
14798.0,"Stock township, Noble County, Ohio",121,74728,39
37224.0,"Wayne township, Noble County, Ohio",121,82250,39
31000.0,"Enoch township, Noble County, Ohio",121,25438,39
50339.0,"Sharon township, Noble County, Ohio",121,71826,39
41083.0,"Olive township, Noble County, Ohio",121,58310,39
54659.0,"Brookfield township, Noble County, Ohio",121,09162,39
43200.0,"Elk township, Noble County, Ohio",121,24878,39
48684.0,"Beaver township, Noble County, Ohio",121,04682,39
50625.0,"Marion township, Noble County, Ohio",121,47810,39
52050.0,"Noble township, Noble County, Ohio",121,56028,39
43139.0,"Seneca township, Noble County, Ohio",121,71352,39
59620.0,"Center township, Noble County, Ohio",121,12994,39
114378.0,"Orange township, Delaware County, Ohio",041,58618,39
51188.0,"Oxford township, Delaware County, Ohio",041,59262,39
86447.0,"Trenton township, Delaware County, Ohio",041,77336,39
79063.0,"Marlboro township, Delaware County, Ohio",041,47908,39
78050.0,"Troy township, Delaware County, Ohio",041,77560,39
133884.0,"Concord township, Delaware County, Ohio",041,18140,39
126207.0,"Genoa township, Delaware County, Ohio",041,29694,39
131414.0,"Liberty township, Delaware County, Ohio",041,43106,39
89891.0,"Radnor township, Delaware County, Ohio",041,65312,39
79938.0,"Scioto township, Delaware County, Ohio",041,70842,39
130951.0,"Berlin township, Delaware County, Ohio",041,05788,39
88472.0,"Chardon township, Geauga County, Ohio",055,13561,39
73089.0,"Chester township, Geauga County, Ohio",055,13988,39
32063.0,"Ohio township, Gallia County, Ohio",053,57974,39
37841.0,"Huntington township, Gallia County, Ohio",053,36848,39
43657.0,"Cheshire township, Gallia County, Ohio",053,13946,39
47250.0,"Morgan township, Gallia County, Ohio",053,52094,39
51288.0,"Monroe township, Preble County, Ohio",135,51548,39
59464.0,"Twin township, Preble County, Ohio",135,77994,39
53563.0,"Israel township, Preble County, Ohio",135,37590,39
-666666666.0,"Dixon township, Preble County, Ohio",135,22106,39
48673.0,"Jefferson township, Preble County, Ohio",135,38780,39
52813.0,"Lanier township, Preble County, Ohio",135,41846,39
40125.0,"Jackson township, Preble County, Ohio",135,38010,39
53413.0,"Somers township, Preble County, Ohio",135,72964,39
72375.0,"Washington township, Preble County, Ohio",135,81564,39
34925.0,"Eaton city, Preble County, Ohio",135,24234,39
66193.0,"Gratis township, Preble County, Ohio",135,31486,39
64913.0,"Gasper township, Preble County, Ohio",135,29484,39
57413.0,"Harrison township, Preble County, Ohio",135,33992,39
55709.0,"Clinton township, Seneca County, Ohio",147,16154,39
66528.0,"Adams township, Seneca County, Ohio",147,00324,39
69188.0,"Thompson township, Seneca County, Ohio",147,76632,39
55938.0,"Liberty township, Seneca County, Ohio",147,43316,39
