B15002_001E,B15002_002E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B15002_010E,B15002_011E,B15002_012E,B15002_013E,B15002_014E,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_019E,B15002_020E,B15002_021E,B15002_022E,B15002_023E,B15002_024E,B15002_025E,B15002_026E,B15002_027E,B15002_028E,B15002_029E,B15002_030E,B15002_031E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,name,county,county subdivision,state
20266.0,9468.0,169.0,252.0,155.0,162.0,122.0,44.0,113.0,349.0,1834.0,326.0,1303.0,513.0,2604.0,1072.0,173.0,277.0,10798.0,379.0,53.0,197.0,329.0,134.0,86.0,276.0,198.0,2167.0,405.0,1585.0,521.0,2831.0,1375.0,144.0,118.0,"District 1, Vansville; Prince George's County; Maryland",033,90064,24
15047.0,6714.0,53.0,0.0,17.0,6.0,42.0,30.0,37.0,108.0,1851.0,487.0,1430.0,368.0,1290.0,822.0,59.0,114.0,8333.0,99.0,10.0,29.0,16.0,19.0,14.0,60.0,62.0,1620.0,526.0,1648.0,565.0,1998.0,1326.0,116.0,225.0,"District 3, Marlboro; Prince George's County; Maryland",033,90248,24
41472.0,20087.0,311.0,249.0,224.0,216.0,445.0,336.0,271.0,346.0,4186.0,1187.0,2855.0,1005.0,4725.0,2769.0,404.0,558.0,21385.0,295.0,262.0,169.0,182.0,261.0,168.0,198.0,297.0,4594.0,1483.0,2852.0,1631.0,5449.0,2837.0,359.0,348.0,"District 10, Laurel; Prince George's County; Maryland",033,90892,24
51418.0,22202.0,146.0,110.0,232.0,159.0,301.0,191.0,298.0,367.0,6416.0,1330.0,4399.0,1339.0,4042.0,2250.0,375.0,247.0,29216.0,320.0,115.0,204.0,233.0,270.0,232.0,241.0,455.0,6524.0,2016.0,5390.0,1922.0,6228.0,4152.0,592.0,322.0,"District 13, Kent; Prince George's County; Maryland",033,91164,24
62389.0,27021.0,342.0,326.0,166.0,377.0,245.0,595.0,604.0,672.0,11148.0,2046.0,4517.0,1741.0,2777.0,1143.0,176.0,146.0,35368.0,376.0,92.0,162.0,217.0,428.0,384.0,689.0,802.0,11552.0,3024.0,7522.0,2569.0,4656.0,2446.0,226.0,223.0,"District 6, Spauldings; Prince George's County; Maryland",033,90524,24
44130.0,19615.0,40.0,12.0,61.0,93.0,116.0,132.0,116.0,252.0,3944.0,1043.0,3430.0,962.0,5232.0,3152.0,467.0,563.0,24515.0,139.0,55.0,40.0,60.0,84.0,102.0,102.0,273.0,3748.0,1413.0,3724.0,1622.0,6706.0,5106.0,721.0,620.0,"District 7, Queen Anne; Prince George's County; Maryland",033,90616,24
10358.0,4794.0,285.0,269.0,336.0,99.0,198.0,92.0,76.0,67.0,1096.0,189.0,572.0,147.0,562.0,557.0,62.0,187.0,5564.0,185.0,219.0,202.0,104.0,144.0,48.0,96.0,78.0,1221.0,308.0,811.0,171.0,954.0,796.0,114.0,113.0,"District 16, Hyattsville; Prince George's County; Maryland",033,91440,24
27773.0,13239.0,355.0,249.0,549.0,217.0,500.0,219.0,251.0,377.0,3931.0,619.0,2255.0,636.0,1829.0,952.0,119.0,181.0,14534.0,282.0,263.0,411.0,351.0,329.0,196.0,343.0,334.0,3691.0,1024.0,2373.0,1096.0,2497.0,1146.0,106.0,92.0,"District 20, Lanham; Prince George's County; Maryland",033,91808,24
41193.0,20041.0,360.0,228.0,545.0,601.0,407.0,242.0,168.0,534.0,3741.0,807.0,2808.0,1081.0,4241.0,2690.0,645.0,943.0,21152.0,263.0,313.0,387.0,286.0,277.0,199.0,188.0,402.0,3920.0,1001.0,3223.0,1532.0,4658.0,3358.0,350.0,795.0,"District 21, Berwyn; Prince George's County; Maryland",033,91900,24
48707.0,22044.0,323.0,538.0,426.0,209.0,396.0,719.0,654.0,516.0,7476.0,1437.0,3900.0,1180.0,2780.0,1192.0,140.0,158.0,26663.0,259.0,394.0,439.0,242.0,358.0,348.0,586.0,460.0,7688.0,2107.0,5355.0,1581.0,3952.0,2363.0,344.0,187.0,"District 12, Oxon Hill; Prince George's County; Maryland",033,91072,24
2229.0,1102.0,9.0,36.0,20.0,0.0,62.0,0.0,19.0,29.0,278.0,43.0,119.0,80.0,240.0,79.0,0.0,88.0,1127.0,0.0,32.0,0.0,0.0,8.0,47.0,17.0,19.0,356.0,104.0,110.0,70.0,185.0,151.0,9.0,19.0,"District 4, Nottingham; Prince George's County; Maryland",033,90340,24
30112.0,14605.0,270.0,120.0,315.0,106.0,45.0,41.0,197.0,228.0,3891.0,1037.0,2587.0,765.0,2878.0,1613.0,305.0,207.0,15507.0,92.0,14.0,229.0,125.0,65.0,255.0,226.0,171.0,2995.0,1245.0,2884.0,880.0,3516.0,2249.0,285.0,276.0,"District 5, Piscataway; Prince George's County; Maryland",033,90432,24
