B01002_001E,B01002_002E,B01002_003E,name,county,county subdivision,state
34.4,32.9,35.4,"Gainesville CCD, Cooke County, Texas",097,91435,48
31.6,30.3,33.7,"Raymondville CCD, Willacy County, Texas",489,93205,48
40.3,39.0,42.0,"Valley View CCD, Cooke County, Texas",097,93995,48
52.8,52.2,53.6,"Gainesville Southeast CCD, Cooke County, Texas",097,91440,48
40.4,36.8,41.1,"Callisburg CCD, Cooke County, Texas",097,90580,48
41.8,39.1,44.2,"Muenster CCD, Cooke County, Texas",097,92680,48
43.5,46.4,41.0,"Crosbyton CCD, Crosby County, Texas",107,90905,48
36.1,33.3,37.0,"Ralls CCD, Crosby County, Texas",107,93185,48
32.4,26.8,37.0,"Lorenzo CCD, Crosby County, Texas",107,92290,48
38.7,26.5,44.0,"Lamesa Southwest CCD, Dawson County, Texas",115,92125,48
34.3,35.7,29.8,"Lamesa Northwest CCD, Dawson County, Texas",115,92115,48
33.1,31.1,37.8,"Lamesa CCD, Dawson County, Texas",115,92105,48
33.9,33.5,34.5,"Lamesa Southeast CCD, Dawson County, Texas",115,92120,48
28.8,43.1,24.7,"Lamesa Northeast CCD, Dawson County, Texas",115,92110,48
43.0,43.6,42.4,"Roby CCD, Fisher County, Texas",151,93275,48
46.8,44.5,49.2,"Rotan CCD, Fisher County, Texas",151,93340,48
42.4,42.3,47.2,"McCaulley CCD, Fisher County, Texas",151,92350,48
56.9,51.1,63.2,"Realitos-Concepcion CCD, Duval County, Texas",131,93215,48
39.5,38.0,40.6,"Benavides CCD, Duval County, Texas",131,90260,48
31.9,30.0,36.3,"San Diego CCD, Duval County, Texas",131,93420,48
33.5,33.6,33.2,"Freer CCD, Duval County, Texas",131,91405,48
43.1,45.8,42.1,"Old River CCD, Burleson County, Texas",051,92890,48
39.0,38.4,40.3,"Somerville CCD, Burleson County, Texas",051,93610,48
42.8,37.7,45.1,"Caldwell CCD, Burleson County, Texas",051,90570,48
52.9,52.7,52.9,"Cooks Point CCD, Burleson County, Texas",051,90825,48
50.0,48.0,52.2,"Blanco CCD, Blanco County, Texas",031,90330,48
48.9,47.8,49.8,"Johnson City CCD, Blanco County, Texas",031,91950,48
40.7,33.4,43.6,"Buna CCD, Jasper County, Texas",241,90520,48
38.8,39.4,37.9,"Jasper CCD, Jasper County, Texas",241,91920,48
46.2,44.9,48.6,"Kirbyville CCD, Jasper County, Texas",241,92040,48
43.2,42.6,44.2,"Nome-China CCD, Jefferson County, Texas",245,92770,48
34.5,31.9,36.7,"Beaumont CCD, Jefferson County, Texas",245,90230,48
40.5,39.7,42.5,"Sabine Pass CCD, Jefferson County, Texas",245,93385,48
41.1,38.3,46.3,"Brackettville CCD, Kinney County, Texas",271,90400,48
54.7,55.8,54.3,"Hereford West CCD, Deaf Smith County, Texas",117,91790,48
31.2,29.7,32.9,"Hereford East CCD, Deaf Smith County, Texas",117,91785,48
39.0,37.7,40.3,"Galveston CCD, Galveston County, Texas",167,91445,48
36.5,36.5,36.4,"Borger CCD, Hutchinson County, Texas",233,90385,48
38.5,37.4,40.4,"Stinnett CCD, Hutchinson County, Texas",233,93750,48
26.1,26.2,26.0,"Dilley CCD, Frio County, Texas",163,91055,48
31.7,31.9,31.3,"Crane South CCD, Crane County, Texas",103,90885,48
35.7,23.0,39.6,"Crane North CCD, Crane County, Texas",103,90880,48
58.7,63.5,55.9,"Adamsville CCD, Lampasas County, Texas",281,90015,48
42.4,41.5,44.3,"Lometa CCD, Lampasas County, Texas",281,92255,48
41.1,39.9,42.2,"Lampasas CCD, Lampasas County, Texas",281,92130,48
58.7,53.5,60.5,"Rochelle CCD, McCulloch County, Texas",307,93280,48
53.7,56.4,53.1,"Melvin CCD, McCulloch County, Texas",307,92505,48
41.2,37.5,44.3,"Brady CCD, McCulloch County, Texas",307,90405,48
53.1,52.3,53.4,"Mason West CCD, Mason County, Texas",319,92450,48
53.3,53.7,51.6,"Bolivar Peninsula CCD, Galveston County, Texas",167,90370,48
36.8,35.9,37.9,"Texas City-League City CCD, Galveston County, Texas",167,93880,48
41.9,38.9,46.1,"La Marque-Hitchcock CCD, Galveston County, Texas",167,92100,48
22.1,22.4,20.7,"El Paso North Central CCD, El Paso County, Texas",141,91225,48
34.0,31.4,37.0,"El Paso CCD, El Paso County, Texas",141,91215,48
28.7,28.3,29.1,"El Paso East CCD, El Paso County, Texas",141,91220,48
30.8,30.9,30.6,"El Paso Northwest CCD, El Paso County, Texas",141,91230,48
33.6,32.1,35.7,"Cotulla CCD, La Salle County, Texas",283,90870,48
37.3,32.8,40.4,"Encinal CCD, La Salle County, Texas",283,91240,48
37.8,40.0,37.3,"Miami CCD, Roberts County, Texas",393,92555,48
50.3,40.3,55.0,"West Terrell CCD, Terrell County, Texas",443,94175,48
43.1,43.3,41.9,"East Terrell CCD, Terrell County, Texas",443,91140,48
50.8,50.0,52.2,"Colmesneil-Chester CCD, Tyler County, Texas",457,90785,48
48.2,50.5,45.1,"Warren CCD, Tyler County, Texas",457,94075,48
36.2,31.1,48.5,"Woodville CCD, Tyler County, Texas",457,94285,48
46.7,46.9,46.4,"Spurger CCD, Tyler County, Texas",457,93710,48
45.3,39.5,47.9,"Sabinal CCD, Uvalde County, Texas",463,93375,48
33.0,31.9,33.8,"Uvalde CCD, Uvalde County, Texas",463,93980,48
43.5,40.8,44.8,"Shamrock CCD, Wheeler County, Texas",483,93545,48
36.3,35.5,36.7,"Wheeler CCD, Wheeler County, Texas",483,94190,48
46.7,43.7,47.0,"Dalby Springs-Simms CCD, Bowie County, Texas",037,90950,48
46.4,43.9,47.9,"De Kalb CCD, Bowie County, Texas",037,90980,48
41.5,42.3,40.3,"Hooks CCD, Bowie County, Texas",037,91830,48
37.0,35.5,40.2,"New Boston CCD, Bowie County, Texas",037,92725,48
36.5,35.0,38.4,"Texarkana CCD, Bowie County, Texas",037,93875,48
37.4,37.3,38.0,"Archer City CCD, Archer County, Texas",009,90130,48
48.9,46.7,50.9,"Holliday CCD, Archer County, Texas",009,91815,48
57.0,58.4,52.1,"Marathon CCD, Brewster County, Texas",043,92390,48
42.4,40.8,42.6,"Alpine CCD, Brewster County, Texas",043,90040,48
41.2,40.4,44.8,"Jayton South CCD, Kent County, Texas",263,91930,48
65.7,65.1,67.3,"Jayton North CCD, Kent County, Texas",263,91925,48
28.0,26.7,29.4,"Mission CCD, Hidalgo County, Texas",215,92600,48
