B19013H_001E,name,county,county subdivision,state
47600.0,"Northern district, Harrison County, West Virginia",033,92352,54
46836.0,"Southwest district, Harrison County, West Virginia",033,92952,54
44246.0,"South Urban district, Harrison County, West Virginia",033,92932,54
51765.0,"Southern district, Harrison County, West Virginia",033,92923,54
33913.0,"North Urban district, Harrison County, West Virginia",033,92368,54
65788.0,"Eastern district, Harrison County, West Virginia",033,90975,54
35171.0,"District 2, Ohio County, West Virginia",069,90824,54
51963.0,"District 3, Ohio County, West Virginia",069,90862,54
55577.0,"District 1, Ohio County, West Virginia",069,90788,54
39948.0,"Grant district, Ritchie County, West Virginia",085,91380,54
49444.0,"Murphy district, Ritchie County, West Virginia",085,92244,54
35689.0,"Union district, Ritchie County, West Virginia",085,93336,54
45353.0,"Clay district, Ritchie County, West Virginia",085,90552,54
33250.0,"District 4, Calhoun County, West Virginia",013,90873,54
37981.0,"District 1, Calhoun County, West Virginia",013,90766,54
29583.0,"District 5, Calhoun County, West Virginia",013,90885,54
42031.0,"District 3, Calhoun County, West Virginia",013,90836,54
40526.0,"District 2, Calhoun County, West Virginia",013,90800,54
42462.0,"District 2, Morgan County, West Virginia",065,90822,54
36580.0,"District 1, Morgan County, West Virginia",065,90786,54
57483.0,"District 3, Morgan County, West Virginia",065,90858,54
38317.0,"District 2, Raleigh County, West Virginia",081,90828,54
42616.0,"District 1, Raleigh County, West Virginia",081,90792,54
47747.0,"District 3, Raleigh County, West Virginia",081,90864,54
42091.0,"Western district, Braxton County, West Virginia",007,93597,54
48477.0,"Northern district, Braxton County, West Virginia",007,92346,54
40781.0,"Southern district, Braxton County, West Virginia",007,92922,54
33393.0,"Eastern district, Braxton County, West Virginia",007,90968,54
46538.0,"Curry district, Putnam County, West Virginia",079,90720,54
51845.0,"Buffalo-Union district, Putnam County, West Virginia",079,90292,54
46624.0,"Pocatalico district, Putnam County, West Virginia",079,92508,54
85862.0,"Teays district, Putnam County, West Virginia",079,93090,54
67423.0,"Scott district, Putnam County, West Virginia",079,92736,54
42338.0,"West district, Barbour County, West Virginia",001,93588,54
41075.0,"South district, Barbour County, West Virginia",001,92892,54
32213.0,"North district, Barbour County, West Virginia",001,92328,54
39427.0,"District 1, Boone County, West Virginia",005,90762,54
36681.0,"District 2, Boone County, West Virginia",005,90796,54
40417.0,"District 3, Boone County, West Virginia",005,90832,54
24646.0,"Big Creek district, McDowell County, West Virginia",047,90168,54
27957.0,"Browns Creek district, McDowell County, West Virginia",047,90240,54
33362.0,"North Elkin district, McDowell County, West Virginia",047,92345,54
21635.0,"Sandy River district, McDowell County, West Virginia",047,92712,54
44092.0,"Butler district, Wayne County, West Virginia",099,90324,54
41339.0,"Ceredo district, Wayne County, West Virginia",099,90492,54
43373.0,"Westmoreland district, Wayne County, West Virginia",099,93624,54
30522.0,"Stonewall district, Wayne County, West Virginia",099,93036,54
35417.0,"Union district, Wayne County, West Virginia",099,93372,54
38188.0,"District 3, Wyoming County, West Virginia",109,90868,54
39888.0,"District 1, Wyoming County, West Virginia",109,90795,54
37500.0,"District 2, Wyoming County, West Virginia",109,90831,54
43226.0,"Eastern district, Jackson County, West Virginia",035,90976,54
34646.0,"Northern district, Jackson County, West Virginia",035,92353,54
45758.0,"Western district, Jackson County, West Virginia",035,93605,54
33502.0,"District I, Mercer County, West Virginia",055,90900,54
38014.0,"District III, Mercer County, West Virginia",055,90924,54
42186.0,"District II, Mercer County, West Virginia",055,90912,54
42162.0,"Third district, Upshur County, West Virginia",097,93105,54
37356.0,"Second district, Upshur County, West Virginia",097,92745,54
39740.0,"First district, Upshur County, West Virginia",097,91102,54
30918.0,"Central district, Webster County, West Virginia",101,90471,54
37806.0,"Northern district, Webster County, West Virginia",101,92360,54
35078.0,"Southern district, Webster County, West Virginia",101,92925,54
61146.0,"Potomac district, Berkeley County, West Virginia",003,92526,54
41022.0,"Adam Stephens district, Berkeley County, West Virginia",003,90006,54
61623.0,"Norborne district, Berkeley County, West Virginia",003,92322,54
62100.0,"Valley district, Berkeley County, West Virginia",003,93388,54
66047.0,"Tuscarora district, Berkeley County, West Virginia",003,93171,54
64657.0,"Shenandoah district, Berkeley County, West Virginia",003,92754,54
37202.0,"Plateau district, Fayette County, West Virginia",019,92472,54
37582.0,"Valley district, Fayette County, West Virginia",019,93396,54
42074.0,"New Haven district, Fayette County, West Virginia",019,92280,54
49726.0,"Grant district, Grant County, West Virginia",023,91296,54
37833.0,"Milroy district, Grant County, West Virginia",023,92208,54
38551.0,"Union district, Grant County, West Virginia",023,93216,54
40000.0,"Gore district, Hampshire County, West Virginia",027,91248,54
30863.0,"Romney district, Hampshire County, West Virginia",027,92676,54
34583.0,"Capon district, Hampshire County, West Virginia",027,90360,54
42065.0,"Bloomery district, Hampshire County, West Virginia",027,90204,54
34656.0,"Sherman district, Hampshire County, West Virginia",027,92820,54
36968.0,"Springfield district, Hampshire County, West Virginia",027,92988,54
36375.0,"Mill Creek district, Hampshire County, West Virginia",027,92184,54
37763.0,"Greenbrier River district, Summers County, West Virginia",089,91440,54
31793.0,"New River district, Summers County, West Virginia",089,92316,54
35342.0,"Bluestone River district, Summers County, West Virginia",089,90216,54
50552.0,"Weirton district, Brooke County, West Virginia",009,93552,54
45326.0,"Wellsburg district, Brooke County, West Virginia",009,93564,54
52765.0,"Follansbee district, Brooke County, West Virginia",009,91104,54
37467.0,"Beech district, Doddridge County, West Virginia",017,90138,54
44375.0,"Maple district, Doddridge County, West Virginia",017,92094,54
57266.0,"Oak district, Doddridge County, West Virginia",017,92374,54
44271.0,"Pine district, Doddridge County, West Virginia",017,92466,54
46435.0,"Central district, Greenbrier County, West Virginia",025,90449,54
39295.0,"Eastern district, Greenbrier County, West Virginia",025,90972,54
40358.0,"Western district, Greenbrier County, West Virginia",025,93601,54
51944.0,"Capon district, Hardy County, West Virginia",031,90372,54
60227.0,"Lost River district, Hardy County, West Virginia",031,91968,54
40254.0,"Moorefield district, Hardy County, West Virginia",031,92232,54
42050.0,"South Fork district, Hardy County, West Virginia",031,92928,54
41667.0,"Old Fields district, Hardy County, West Virginia",031,92382,54
41214.0,"Middletown district, Marion County, West Virginia",049,92154,54
46745.0,"West Augusta district, Marion County, West Virginia",049,93594,54
55686.0,"Palatine district, Marion County, West Virginia",049,92418,54
39805.0,"District 2, Mineral County, West Virginia",057,90820,54
47892.0,"District 3, Mineral County, West Virginia",057,90856,54
39544.0,"District 1, Mineral County, West Virginia",057,90784,54
31912.0,"Williamson district, Mingo County, West Virginia",059,93696,54
21250.0,"Magnolia district, Mingo County, West Virginia",059,92064,54
31540.0,"Stafford district, Mingo County, West Virginia",059,93012,54
35787.0,"Lee district, Mingo County, West Virginia",059,91848,54
41857.0,"Grant district, Hancock County, West Virginia",029,91308,54
48250.0,"Butler district, Hancock County, West Virginia",029,90312,54
39773.0,"Clay district, Hancock County, West Virginia",029,90540,54
39418.0,"Freemans Creek district, Lewis County, West Virginia",041,91176,54
46188.0,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",041,91480,54
34665.0,"Courthouse-Collins Settlement district, Lewis County, West Virginia",041,90676,54
51926.0,"District 1, Marshall County, West Virginia",051,90780,54
32872.0,"District 2, Marshall County, West Virginia",051,90816,54
49451.0,"District 3, Marshall County, West Virginia",051,90852,54
46875.0,"Summersville district, Nicholas County, West Virginia",067,93072,54
33420.0,"Beaver district, Nicholas County, West Virginia",067,90132,54
-666666666.0,"Grant district, Nicholas County, West Virginia",067,91344,54
36444.0,"Jefferson district, Nicholas County, West Virginia",067,91716,54
40439.0,"Hamilton district, Nicholas County, West Virginia",067,91500,54
43962.0,"Wilderness district, Nicholas County, West Virginia",067,93660,54
39835.0,"Kentucky district, Nicholas County, West Virginia",067,91752,54
41536.0,"Little Levels district, Pocahontas County, West Virginia",075,91944,54
32563.0,"Huntersville district, Pocahontas County, West Virginia",075,91656,54
31007.0,"Greenbank district, Pocahontas County, West Virginia",075,91416,54
38053.0,"Edray district, Pocahontas County, West Virginia",075,90996,54
41394.0,"Black Fork district, Tucker County, West Virginia",093,90192,54
46000.0,"Fairfax district, Tucker County, West Virginia",093,91056,54
43462.0,"Davis district, Tucker County, West Virginia",093,90744,54
34167.0,"St. George district, Tucker County, West Virginia",093,92688,54
51875.0,"Clover district, Tucker County, West Virginia",093,90624,54
35625.0,"Licking district, Tucker County, West Virginia",093,91896,54
58214.0,"Dry Fork district, Tucker County, West Virginia",093,90948,54
36339.0,"Central district, Tyler County, West Virginia",095,90469,54
40848.0,"West district, Tyler County, West Virginia",095,93592,54
37384.0,"South district, Tyler County, West Virginia",095,92898,54
49044.0,"North district, Tyler County, West Virginia",095,92334,54
67400.0,"New Interest district, Randolph County, West Virginia",083,92292,54
45179.0,"Middle Fork district, Randolph County, West Virginia",083,92148,54
37316.0,"Roaring Creek district, Randolph County, West Virginia",083,92640,54
41683.0,"Leadsville district, Randolph County, West Virginia",083,91824,54
29515.0,"Dry Fork district, Randolph County, West Virginia",083,90936,54
40417.0,"Mingo district, Randolph County, West Virginia",083,92220,54
40648.0,"Beverly district, Randolph County, West Virginia",083,90156,54
32104.0,"Huttonsville district, Randolph County, West Virginia",083,91668,54
33667.0,"Valley Bend district, Randolph County, West Virginia",083,93420,54
61585.0,"Western district, Taylor County, West Virginia",091,93621,54
38407.0,"Eastern district, Taylor County, West Virginia",091,90993,54
38750.0,"Tygart district, Taylor County, West Virginia",091,93175,54
39938.0,"Northeast district, Wirt County, West Virginia",105,92344,54
34297.0,"Central district, Wirt County, West Virginia",105,90473,54
40500.0,"Southwest district, Wirt County, West Virginia",105,92958,54
47019.0,"Steele district, Wood County, West Virginia",107,93024,54
52290.0,"Clay district, Wood County, West Virginia",107,90588,54
39948.0,"Parkersburg district, Wood County, West Virginia",107,92424,54
65907.0,"Union district, Wood County, West Virginia",107,93384,54
71909.0,"Slate district, Wood County, West Virginia",107,92856,54
42348.0,"Harris district, Wood County, West Virginia",107,91560,54
62904.0,"Williams district, Wood County, West Virginia",107,93672,54
36182.0,"Tygart district, Wood County, West Virginia",107,93180,54
40625.0,"Walker district, Wood County, West Virginia",107,93444,54
51238.0,"Lubeck district, Wood County, West Virginia",107,91980,54
36273.0,"District C, Clay County, West Virginia",015,90895,54
36688.0,"District A, Clay County, West Virginia",015,90891,54
27131.0,"District B, Clay County, West Virginia",015,90893,54
40306.0,"De Kalb-Troy district, Gilmer County, West Virginia",021,90758,54
25167.0,"City district, Gilmer County, West Virginia",021,90534,54
34398.0,"Center district, Gilmer County, West Virginia",021,90408,54
45089.0,"Glenville district, Gilmer County, West Virginia",021,91236,54
28510.0,"Cologne district, Mason County, West Virginia",053,90648,54
35522.0,"Waggener district, Mason County, West Virginia",053,93432,54
47589.0,"Arbuckle district, Mason County, West Virginia",053,90048,54
36875.0,"Clendenin district, Mason County, West Virginia",053,90612,54
55954.0,"Cooper district, Mason County, West Virginia",053,90660,54
45764.0,"Hannan district, Mason County, West Virginia",053,91512,54
33082.0,"Lewis district, Mason County, West Virginia",053,91860,54
36772.0,"Graham district, Mason County, West Virginia",053,91260,54
46146.0,"Robinson district, Mason County, West Virginia",053,92652,54
53901.0,"Union district, Mason County, West Virginia",053,93264,54
55804.0,"Eastern district, Monongalia County, West Virginia",061,90983,54
53170.0,"Western district, Monongalia County, West Virginia",061,93612,54
39394.0,"Central district, Monongalia County, West Virginia",061,90456,54
36313.0,"Central district, Monroe County, West Virginia",063,90457,54
35227.0,"Eastern district, Monroe County, West Virginia",063,90984,54
41645.0,"Western district, Monroe County, West Virginia",063,93613,54
42321.0,"District C, Pleasants County, West Virginia",073,90896,54
41235.0,"District B, Pleasants County, West Virginia",073,90894,54
62875.0,"District D, Pleasants County, West Virginia",073,90898,54
41800.0,"District A, Pleasants County, West Virginia",073,90892,54
41581.0,"District 2, Wetzel County, West Virginia",103,90830,54
41962.0,"District 3, Wetzel County, West Virginia",103,90867,54
37281.0,"District 1, Wetzel County, West Virginia",103,90794,54
38759.0,"District 1, Cabell County, West Virginia",011,90764,54
24737.0,"District 2, Cabell County, West Virginia",011,90798,54
50057.0,"District 5, Cabell County, West Virginia",011,90882,54
44749.0,"District 4, Cabell County, West Virginia",011,90870,54
30119.0,"District 3, Cabell County, West Virginia",011,90834,54
53118.0,"Charles Town district, Jefferson County, West Virginia",037,90504,54
71389.0,"Harpers Ferry district, Jefferson County, West Virginia",037,91548,54
70456.0,"Middleway district, Jefferson County, West Virginia",037,92160,54
86536.0,"Shepherdstown district, Jefferson County, West Virginia",037,92760,54
94567.0,"Kabletown district, Jefferson County, West Virginia",037,91740,54
45535.0,"District 4, Kanawha County, West Virginia",039,90876,54
52130.0,"District 2, Kanawha County, West Virginia",039,90804,54
43377.0,"District 1, Kanawha County, West Virginia",039,90768,54
50388.0,"District 3, Kanawha County, West Virginia",039,90840,54
40530.0,"Central district, Logan County, West Virginia",045,90453,54
35358.0,"Eastern district, Logan County, West Virginia",045,90979,54
38229.0,"Western district, Logan County, West Virginia",045,93608,54
39375.0,"Western district, Pendleton County, West Virginia",071,93615,54
35851.0,"Central district, Pendleton County, West Virginia",071,90462,54
42074.0,"Eastern district, Pendleton County, West Virginia",071,90987,54
45910.0,"First district, Preston County, West Virginia",077,91100,54
43342.0,"Fifth district, Preston County, West Virginia",077,91096,54
51909.0,"Second district, Preston County, West Virginia",077,92742,54
43873.0,"Fourth district, Preston County, West Virginia",077,91134,54
49004.0,"Third district, Preston County, West Virginia",077,93102,54
36134.0,"District 3, Lincoln County, West Virginia",043,90842,54
39154.0,"District I, Roane County, West Virginia",087,90906,54
43510.0,"District 1, Lincoln County, West Virginia",043,90770,54
31705.0,"District 2, Lincoln County, West Virginia",043,90806,54
