B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,county,county subdivision,state
21413.0,18913.0,1523.0,263.0,680.0,34.0,"Marana CCD, Pima County, Arizona",019,92040,04
1424.0,1086.0,211.0,73.0,54.0,0.0,"Ajo CCD, Pima County, Arizona",019,90051,04
460426.0,367346.0,61504.0,7149.0,21437.0,2990.0,"Tucson CCD, Pima County, Arizona",019,93570,04
42135.0,36596.0,2602.0,270.0,2529.0,138.0,"Arivaca CCD, Pima County, Arizona",019,90153,04
13164.0,10830.0,1248.0,434.0,536.0,116.0,"Gila Bend CCD, Maricopa County, Arizona",013,91377,04
280372.0,228053.0,32427.0,3947.0,14704.0,1241.0,"Chandler CCD, Maricopa County, Arizona",013,90561,04
1671701.0,1379039.0,202602.0,15957.0,65595.0,8508.0,"Phoenix CCD, Maricopa County, Arizona",013,92601,04
219485.0,190637.0,20255.0,968.0,7147.0,478.0,"Deer Valley CCD, Maricopa County, Arizona",013,90867,04
64.0,50.0,5.0,2.0,7.0,0.0,"St. Johns CCD, Maricopa County, Arizona",013,93009,04
29.0,25.0,4.0,0.0,0.0,0.0,"San Carlos CCD, Graham County, Arizona",009,93111,04
85911.0,75813.0,5268.0,294.0,4111.0,425.0,"Wickenburg CCD, Maricopa County, Arizona",013,93774,04
38608.0,32735.0,3666.0,344.0,1737.0,126.0,"Buckeye CCD, Maricopa County, Arizona",013,90459,04
20241.0,17407.0,966.0,1280.0,517.0,71.0,"Payson CCD, Gila County, Arizona",007,92570,04
367.0,349.0,0.0,18.0,0.0,0.0,"Winkelman CCD, Gila County, Arizona",007,93927,04
1616.0,1315.0,220.0,43.0,38.0,0.0,"Salt River CCD, Maricopa County, Arizona",013,93060,04
9614.0,7910.0,1176.0,297.0,197.0,34.0,"Globe-Miami CCD, Gila County, Arizona",007,91495,04
1147.0,893.0,45.0,144.0,45.0,20.0,"Bonita-Klondyke CCD, Graham County, Arizona",009,90357,04
2913.0,2586.0,145.0,111.0,71.0,0.0,"Pima CCD, Graham County, Arizona",009,92652,04
15027.0,11749.0,1383.0,877.0,977.0,41.0,"Safford CCD, Graham County, Arizona",009,92907,04
4553.0,4040.0,180.0,76.0,252.0,5.0,"Nogales CCD, Santa Cruz County, Arizona",023,92295,04
2399.0,2184.0,71.0,54.0,76.0,14.0,"Patagonia CCD, Santa Cruz County, Arizona",023,92550,04
9361.0,7956.0,793.0,435.0,171.0,6.0,"Benson CCD, Cochise County, Arizona",003,90255,04
28786.0,22792.0,2250.0,473.0,2945.0,326.0,"Sierra Vista CCD, Cochise County, Arizona",003,93182,04
4756.0,4135.0,215.0,167.0,233.0,6.0,"Willcox CCD, Cochise County, Arizona",003,93825,04
1732.0,1501.0,128.0,62.0,41.0,0.0,"Douglas CCD, Cochise County, Arizona",003,90969,04
20398.0,18090.0,1121.0,434.0,701.0,52.0,"Bisbee CCD, Cochise County, Arizona",003,90306,04
11929.0,10797.0,331.0,170.0,615.0,16.0,"Parker CCD, La Paz County, Arizona",012,92480,04
3959.0,3023.0,98.0,725.0,113.0,0.0,"Elfrida CCD, Cochise County, Arizona",003,91122,04
965.0,895.0,37.0,17.0,7.0,9.0,"Bowie CCD, Cochise County, Arizona",003,90408,04
12.0,10.0,0.0,0.0,2.0,0.0,"Fort Apache CCD, Apache County, Arizona",001,91275,04
0.0,0.0,0.0,0.0,0.0,0.0,"Dennehotso CCD, Apache County, Arizona",001,90918,04
43.0,38.0,0.0,0.0,5.0,0.0,"Sweetwater CCD, Apache County, Arizona",001,93315,04
529.0,327.0,40.0,98.0,64.0,0.0,"Chinle CCD, Apache County, Arizona",001,90612,04
552.0,449.0,17.0,25.0,61.0,0.0,"Fort Defiance CCD, Apache County, Arizona",001,91326,04
6217.0,5436.0,382.0,319.0,80.0,0.0,"Eagar-Springerville CCD, Apache County, Arizona",001,91071,04
254.0,230.0,2.0,0.0,22.0,0.0,"Puerco CCD, Apache County, Arizona",001,92805,04
5541.0,4965.0,116.0,413.0,47.0,0.0,"St. Johns CCD, Apache County, Arizona",001,92958,04
3442.0,2821.0,103.0,77.0,441.0,0.0,"Tuba City CCD, Coconino County, Arizona",005,93519,04
0.0,0.0,0.0,0.0,0.0,0.0,"Havasupai CCD, Coconino County, Arizona",005,91530,04
0.0,0.0,0.0,0.0,0.0,0.0,"Hualapai CCD, Coconino County, Arizona",005,91683,04
0.0,0.0,0.0,0.0,0.0,0.0,"Hopi CCD, Coconino County, Arizona",005,91581,04
6321.0,5342.0,357.0,277.0,335.0,10.0,"Williams CCD, Coconino County, Arizona",005,93876,04
101815.0,84325.0,9425.0,3384.0,4464.0,217.0,"Prescott CCD, Yavapai County, Arizona",025,92754,04
8104.0,7233.0,258.0,392.0,213.0,8.0,"Congress CCD, Yavapai County, Arizona",025,90765,04
28363.0,23674.0,2031.0,1227.0,1354.0,77.0,"Mingus Mountain CCD, Yavapai County, Arizona",025,92193,04
57589.0,46411.0,4736.0,1181.0,4163.0,1098.0,"Yuma CCD, Yuma County, Arizona",027,93978,04
3557.0,2785.0,446.0,25.0,245.0,56.0,"Wellton CCD, Yuma County, Arizona",027,93672,04
3352.0,2872.0,177.0,210.0,77.0,16.0,"Somerton CCD, Yuma County, Arizona",027,93264,04
2578.0,2069.0,119.0,275.0,115.0,0.0,"Clifton CCD, Greenlee County, Arizona",011,90663,04
1830.0,1603.0,116.0,72.0,27.0,12.0,"Duncan CCD, Greenlee County, Arizona",011,91020,04
13078.0,11048.0,705.0,522.0,773.0,30.0,"Eloy CCD, Pinal County, Arizona",021,91173,04
37145.0,30765.0,3326.0,1845.0,1113.0,96.0,"Snowflake CCD, Navajo County, Arizona",017,93213,04
154.0,109.0,17.0,8.0,20.0,0.0,"Hopi CCD, Navajo County, Arizona",017,91632,04
40.0,36.0,4.0,0.0,0.0,0.0,"Indian Wells CCD, Navajo County, Arizona",017,91785,04
19122.0,14951.0,1350.0,1402.0,1251.0,168.0,"Florence CCD, Pinal County, Arizona",021,91224,04
120278.0,99031.0,7087.0,6848.0,6470.0,842.0,"North Pinal CCD, Pinal County, Arizona",021,92346,04
7338.0,6107.0,497.0,254.0,454.0,26.0,"Coolidge CCD, Pinal County, Arizona",021,90816,04
28673.0,24002.0,1751.0,1447.0,1270.0,203.0,"Maricopa-Stanfield CCD, Pinal County, Arizona",021,92091,04
342.0,291.0,12.0,33.0,6.0,0.0,"Gila River CCD, Pinal County, Arizona",021,91428,04
27545.0,22207.0,2385.0,907.0,1745.0,301.0,"Casa Grande CCD, Pinal County, Arizona",021,90510,04
14628.0,13333.0,326.0,264.0,677.0,28.0,"San Manuel CCD, Pinal County, Arizona",021,93162,04
54536.0,42793.0,7146.0,813.0,3558.0,226.0,"Kingman CCD, Mohave County, Arizona",015,91885,04
1732.0,1510.0,82.0,56.0,84.0,0.0,"Ash Fork CCD, Yavapai County, Arizona",025,90204,04
9140.0,7848.0,485.0,33.0,650.0,124.0,"Tonto National Forest CCD, Maricopa County, Arizona",013,93472,04
31067.0,26519.0,2105.0,987.0,1264.0,192.0,"Camp Verde-Sedona CCD, Yavapai County, Arizona",025,90484,04
63493.0,44996.0,8437.0,5489.0,4238.0,333.0,"Flagstaff CCD, Coconino County, Arizona",005,91198,04
1446.0,1301.0,18.0,40.0,87.0,0.0,"Kaibab Plateau CCD, Coconino County, Arizona",005,91838,04
46254.0,37715.0,4488.0,623.0,3276.0,152.0,"Bullhead City CCD, Mohave County, Arizona",015,90470,04
9694.0,7941.0,724.0,145.0,884.0,0.0,"North Mohave CCD, Mohave County, Arizona",015,92340,04
48136.0,39877.0,3429.0,545.0,4083.0,202.0,"Lake Havasu City CCD, Mohave County, Arizona",015,91964,04
250.0,199.0,5.0,21.0,21.0,4.0,"Fort Apache CCD, Navajo County, Arizona",017,91279,04
6484.0,5477.0,348.0,409.0,250.0,0.0,"Winslow-Holbrook CCD, Navajo County, Arizona",017,93952,04
361.0,323.0,9.0,21.0,8.0,0.0,"Kayenta CCD, Navajo County, Arizona",017,91860,04
87.0,41.0,38.0,0.0,8.0,0.0,"San Carlos CCD, Gila County, Arizona",007,93109,04
2953.0,2602.0,75.0,221.0,48.0,7.0,"Tonto Basin CCD, Gila County, Arizona",007,93470,04
17.0,7.0,0.0,10.0,0.0,0.0,"Fort Apache CCD, Gila County, Arizona",007,91277,04
6732.0,5479.0,758.0,332.0,152.0,11.0,"Cordes Lakes-Mayer CCD, Yavapai County, Arizona",025,90840,04
69.0,60.0,2.0,0.0,7.0,0.0,"Piñon CCD, Navajo County, Arizona",017,92703,04
0.0,0.0,0.0,0.0,0.0,0.0,"Tohono O'odham Nation CCD, Pinal County, Arizona",021,93377,04
191.0,135.0,31.0,14.0,11.0,0.0,"Tohono O'odham Nation CCD, Pima County, Arizona",019,93375,04
